KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,494199,8825,,
ARK,19726,6575,30862,7716
CRA,40051,10013,22647,7549
GÓR,52932,13233,16786,5595
JAG,28333,9444,35485,8871
KOR,20206,5052,16547,5516
LPO,27306,9102,33332,8333
LGD,66484,16621,19896,6632
LEG,80572,20143,50508,16836
MIE,19368,4842,22760,7587
PIA,29586,7397,41057,13686
POG,12220,4073,45588,11397
ŚLĄ,22855,7618,22312,5578
WIS,42271,10568,27860,9287
WPŁ,15744,5248,32860,8215
ZAG,10244,3415,46283,11571
ZSO,6301,2100,29416,7354
