DR/KOL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Średnia,DR,ŚREDNIA,"26,81","26,83","26,77","27,07","26,91","26,84","26,92","26,79","26,91","27,05","26,82","26,88","27,04","27,01","26,93","26,94","26,79","27,04","26,72","27,47","27,43","27,43","27,54","27,65","27,67","27,33","27,93","27,84","27,71","28,00","27,88","27,81","27,50","27,25",,
Bruk-Bet Nieciecza,"26,73","26,27","27,36","26,73","27,91","27,64","25,09","24,91","27,55","26,45","26,64","25,91","27,82","27,64","27,09","27,64","26,64","27,64","28,27","27,36","27,45","28,00","27,00","27,27","29,00","27,91","27,82","28,18","26,82","26,91","26,91","27,73","27,00","25,91","27,15",BBT
Cracovia,"26,36","27,00","25,27","26,18","26,64","26,64","25,82","26,45","27,00","27,00","26,64","26,27","26,27","26,09","24,91","24,91","25,18","24,82","25,18","26,64","25,45","25,82","26,18","25,82","26,00","24,82","27,00","26,73","28,18","27,55","28,00","27,27","27,09","27,27","26,31",CRA
Górnik Łęczna,"30,00","30,00","29,91","29,45","28,64","29,36","28,64","28,64","28,55","26,82","29,64","29,64","29,82","29,00","28,91","28,36","28,45","28,09","28,09","29,45","28,55","30,09","30,09","30,27","29,09","29,45","30,82","30,36","29,18","30,00","28,82","28,82","27,09","25,91","29,06",GKŁ
Górnik Zabrze,"26,64","26,64","26,55","25,73","24,18","25,73","26,00","26,00","26,00","26,73","26,73","26,82","26,82","26,82","26,36","26,82","26,82","26,18","25,91","26,82","26,82","26,82","25,55","26,82","26,55","26,82","27,27","27,64","27,09","28,27","27,82","28,27","27,64","26,00","26,64",GÓR
Jagiellonia Białystok,"28,45","27,64","27,64","29,36","28,73","29,18","29,73","26,55","29,18","29,27","27,64","27,64","27,36","26,91","28,82","28,00","27,27","28,82","27,00","27,64","26,45","27,18","27,64","27,55","27,82","25,73","26,82","26,27","25,64","27,27","27,18","27,91","26,64","27,09","27,65",JAG
Lech Poznań,"27,00","27,00","27,27","27,27","26,82","26,82","27,36","26,45","26,64","27,55","27,18","27,64","27,18","27,09","26,91","27,27","27,36","27,73","26,91","26,82","27,36","27,09","27,27","27,27","27,64","27,64","27,18","27,09","26,27","27,27","27,18","27,00","26,91","28,00","27,16",LPO
Lechia Gdańsk,"26,18","25,55","26,45","27,27","27,82","27,36","26,82","28,18","28,64","27,82","28,09","27,36","27,82","27,82","26,91","27,91","28,00","28,09","28,64","29,09","29,18","27,36","29,82","28,45","28,09","27,91","28,55","29,00","28,55","29,36","29,55","30,00","30,00","27,09","28,08",LGD
Legia Warszawa,"22,91","24,09","26,91","27,00","27,09","26,73","27,55","27,36","25,27","25,27","24,91","24,18","27,55","27,00","26,82","27,09","25,82","26,91","26,55","28,09","29,09","26,82","26,73","26,27","28,00","26,55","28,73","27,36","28,09","26,91","28,18","28,00","26,18","27,00","26,74",LEG
Piast Gliwice,"27,18","27,36","27,36","26,73","26,73","26,73","26,36","26,18","25,64","26,45","25,27","26,55","26,55","27,00","26,73","27,27","26,36","26,36","27,00","27,91","28,55","29,18","28,36","29,27","28,36","28,36","27,82","28,55","28,55","29,00","29,00","29,09","27,82","27,18","27,44",PIA
Pogoń Szczecin,"26,91","26,91","26,00","26,27","27,09","27,45","27,18","26,91","27,27","27,27","27,45","27,27","26,09","27,00","26,55","26,55","27,00","27,00","26,91","28,09","28,09","28,27","28,00","27,64","28,45","28,18","28,18","28,18","27,91","27,91","28,18","27,64","28,27","28,36","27,43",POG
Radomiak Radom,"26,91","28,27","28,18","28,00","27,73","27,55","27,64","27,91","27,45","27,73","27,73","27,45","27,73","27,73","27,73","27,73","27,73","27,73","27,73","29,00","29,00","29,27","29,45","29,45","27,91","28,00","29,36","28,73","29,00","29,09","27,91","28,27","29,36","28,00","28,19",RAD
Raków Częstochowa,"25,64","24,45","26,64","26,00","24,91","26,55","26,36","25,82","26,00","26,64","26,00","26,55","26,73","26,45","25,91","25,91","25,91","26,36","26,00","25,91","25,91","26,09","26,18","26,91","26,45","26,64","25,91","26,45","26,27","26,36","26,27","26,45","26,55","26,55","26,17",RCZ
