KOL,BR,STRZ,STRZ C,% STRZ C,STRZ NC,STRZ Z,% BR STRZ,RZR,BR RZR,% BR RZR,SP,FAULE,Ż,CZ,FREK,RAZEM,818,7585,2625,"34,61%",2998,1962,"10,78%",3218,99,"3,08%",1074,8456,1338,53,2249435
1,21,211,72,"34,12%",91,48,"9,95%",90,2,"2,22%",24,236,33,0,68805
2,27,207,79,"38,16%",80,48,"13,04%",105,3,"2,86%",34,253,36,8,56516
3,19,211,75,"35,55%",86,50,"9,00%",85,2,"2,35%",37,258,26,1,71485
4,29,215,61,"28,37%",82,72,"13,49%",102,5,"4,90%",26,250,38,1,49592
5,29,218,75,"34,40%",92,51,"13,30%",112,3,"2,68%",36,243,32,0,54096
6,21,212,69,"32,55%",82,61,"9,91%",104,1,"0,96%",30,245,34,2,82595
7,23,236,79,"33,47%",89,68,"9,75%",99,5,"5,05%",27,255,52,1,68363
8,24,249,80,"32,13%",105,64,"9,64%",97,2,"2,06%",30,236,41,1,76367
9,28,239,80,"33,47%",96,63,"11,72%",92,3,"3,26%",34,220,37,1,59329
10,32,226,82,"36,28%",89,55,"14,16%",84,1,"1,19%",38,213,32,0,88993
11,20,224,75,"33,48%",93,56,"8,93%",100,1,"1,00%",30,240,43,2,73586
12,33,238,92,"38,66%",89,57,"13,87%",96,5,"5,21%",26,228,29,1,67255
13,22,253,93,"36,76%",104,56,"8,70%",90,2,"2,22%",36,278,45,2,48755
14,18,218,69,"31,65%",87,62,"8,26%",95,2,"2,11%",23,241,32,0,71691
15,27,242,88,"36,36%",90,64,"11,16%",82,2,"2,44%",32,235,44,5,68889
16,26,241,79,"32,78%",105,57,"10,79%",87,1,"1,15%",31,243,43,2,71187
17,30,232,89,"38,36%",83,60,"12,93%",84,5,"5,95%",32,281,40,2,41384
18,21,222,83,"37,39%",80,59,"9,46%",79,3,"3,80%",26,272,48,2,36675
19,24,223,89,"39,91%",80,54,"10,76%",105,3,"2,86%",28,272,45,0,63985
20,26,219,84,"38,36%",88,47,"11,87%",99,3,"3,03%",39,247,43,2,35078
21,20,228,84,"36,84%",83,61,"8,77%",104,2,"1,92%",38,270,42,2,68997
22,16,218,68,"31,19%",87,63,"7,34%",110,3,"2,73%",38,234,35,1,56086
23,17,185,56,"30,27%",80,49,"9,19%",62,2,"3,23%",29,294,35,2,58515
24,18,179,54,"30,17%",78,47,"10,06%",90,1,"1,11%",34,263,36,2,68393
25,15,193,65,"33,68%",73,55,"7,77%",109,2,"1,83%",29,245,38,0,55830
26,24,247,81,"32,79%",89,77,"9,72%",90,4,"4,44%",42,266,48,2,86075
27,27,229,81,"35,37%",99,49,"11,79%",101,4,"3,96%",36,241,45,3,63200
28,24,211,80,"37,91%",84,47,"11,37%",105,5,"4,76%",31,251,38,1,85095
29,17,226,66,"29,20%",88,72,"7,52%",97,1,"1,03%",36,249,36,0,48591
30,34,229,74,"32,31%",83,72,"14,85%",93,5,"5,38%",31,250,43,2,74881
31,21,215,81,"37,67%",80,54,"9,77%",100,3,"3,00%",33,245,41,0,66345
32,32,205,80,"39,02%",86,39,"15,61%",77,2,"2,60%",27,244,46,2,76506
33,26,238,72,"30,25%",99,67,"10,92%",92,7,"7,61%",28,229,48,3,73379
34,27,246,90,"36,59%",98,58,"10,98%",101,4,"3,96%",23,229,34,0,112916
