KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,93,115,129,26,147,131,121,56,818,363,455
Bruk-Bet,6,8,8,0,15,8,8,3,56,22,34
Cracovia,5,6,10,1,6,5,4,5,42,22,20
Górnik Łęczna,10,11,9,2,8,8,9,3,60,32,28
Górnik Zabrze,9,7,8,3,8,11,5,4,55,27,28
Jagiellonia,3,4,9,4,12,8,10,0,50,20,30
Lech Poznań,4,4,4,0,5,2,4,1,24,12,12
Lechia Gdańsk,6,3,5,0,7,11,6,1,39,14,25
Legia Warszawa,3,7,10,2,9,5,10,2,48,22,26
Piast Gliwice,1,4,8,2,6,8,4,4,37,15,22
Pogoń Szczecin,0,6,5,1,5,4,7,3,31,12,19
Radomiak Radom,6,8,4,1,7,4,8,2,40,19,21
Raków Częstochowa,2,3,6,0,3,11,3,2,30,11,19
Stal Mielec,5,6,10,2,9,5,12,3,52,23,29
Śląsk Wrocław,6,9,5,1,14,8,4,5,52,21,31
Warta Poznań,2,5,4,4,7,7,3,6,38,15,23
Wisła Kraków,8,6,7,2,9,11,6,5,54,23,31
Wisła Płock,3,9,9,1,6,11,8,4,51,22,29
Zagłębie Lubin,14,9,8,0,11,4,10,3,59,31,28
