KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,93,115,129,26,147,131,121,56,818,363,455
Bruk-Bet,5,2,8,1,8,4,6,2,36,16,20
Cracovia,4,4,3,2,6,9,7,5,40,13,27
Górnik Łęczna,3,4,7,2,2,4,6,1,29,16,13
Górnik Zabrze,8,3,13,1,9,7,10,4,55,25,30
Jagiellonia,0,5,5,0,10,9,6,4,39,10,29
Lech Poznań,9,11,7,2,19,8,8,3,67,29,38
Lechia Gdańsk,8,5,9,3,8,4,8,7,52,25,27
Legia Warszawa,4,7,13,1,7,7,6,1,46,25,21
Piast Gliwice,6,7,8,1,8,10,4,1,45,22,23
Pogoń Szczecin,9,8,9,1,14,11,7,4,63,27,36
Radomiak Radom,2,10,8,0,6,7,5,4,42,20,22
Raków Częstochowa,6,7,6,2,12,13,10,4,60,21,39
Stal Mielec,9,3,5,5,6,4,5,2,39,22,17
Śląsk Wrocław,4,9,5,2,3,3,13,3,42,20,22
Warta Poznań,3,7,3,0,6,7,6,3,35,13,22
Wisła Kraków,2,8,5,1,8,6,4,3,37,16,21
Wisła Płock,9,9,11,1,5,8,4,1,48,30,18
Zagłębie Lubin,2,6,4,1,10,10,6,4,43,13,30
