KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,1102,1102
Arka Gdynia,48,54
Cracovia,48,59
Górnik Zabrze,105,73
Jagiellonia Białystok,56,96
Korona Kielce,68,66
Lech Poznań,43,111
Lechia Gdańsk,67,50
Legia Warszawa,81,71
Miedź Legnica,52,65
Piast Gliwice,60,69
Pogoń Szczecin,78,56
Śląsk Wrocław,106,35
Wisła Kraków,55,73
Wisła Płock,70,78
Zagłębie Lubin,87,70
Zagłębie Sosnowiec,78,76
