KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,2115803,8890,,
ARK,106680,7112,131836,8789
CRA,92149,6143,133483,9535
GÓR,197966,13198,114047,7603
JAG,141908,9461,132300,8820
KOR,106006,7067,115165,7678
LPO,163946,12611,167760,11184
LGD,213685,14246,131151,8743
LEG,253995,16933,208662,13911
MIE,74882,4992,131548,8770
PIA,65017,4334,134330,8955
POG,104113,6941,121730,8115
ŚLĄ,140300,9353,131223,8748
WIS,264287,17619,130699,8713
WPŁ,62264,4151,100215,6681
ZAG,77314,5154,117042,7803
ZSO,51291,3419,114612,8187
