DR/KOL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Średnia,DR,ŚREDNIA,"183,02","182,59","182,27","182,67","182,51","182,48","182,39","182,56","182,28","182,12","182,26","182,52","182,34","182,17","182,38","182,77","182,36","182,45","182,52","182,26","182,45","182,66","182,63","182,60","182,96","182,52","182,63","182,72","182,67","182,72","182,37","182,59","182,52","182,56","182,65","182,66","182,24",,
ARK,"182,36","182,45","183,09","181,27","181,91","181,91","182,55","182,00","182,64","182,64","180,27","184,00","183,55","182,82","182,82","180,91","180,91","181,55","181,55","179,91","181,00","180,45","180,27","181,82","184,45","183,00","183,00","183,36","184,73","184,45","182,82","183,64","183,45","181,27","182,00","182,09","181,45","182,28",ARK
CRA,"186,82","186,45","185,64","185,09","185,09","184,55","184,27","183,91","184,09","184,09","184,91","182,64","183,45","183,45","183,45","184,00","182,36","183,09","182,36","183,91","183,73","183,73","183,73","183,91","182,55","182,55","184,91","183,55","183,73","183,36","184,18","183,55","185,27","185,45","184,00","183,45","183,45","184,02",CRA
GÓR,"185,64","185,73","184,64","185,09","185,09","184,55","186,00","185,18","184,91","185,55","185,55","183,91","184,09","184,09","184,09","184,27","184,55","184,64","184,91","184,91","185,36","185,36","185,27","185,82","185,73","185,27","183,82","185,73","185,91","186,00","185,82","185,27","185,27","185,27","185,91","185,73","185,91","185,16",GÓR
JAG,"185,18","185,00","183,09","186,73","183,36","183,00","184,00","185,00","182,45","182,45","182,73","185,73","184,00","183,64","184,09","184,45","186,64","185,09","185,09","185,36","185,36","185,36","185,91","186,36","186,27","185,27","185,00","184,64","183,91","184,55","183,45","185,27","183,55","183,91","184,45","184,55","184,64","184,58",JAG
KOR,"184,45","184,64","184,09","185,27","184,18","184,73","186,18","185,27","186,09","185,64","185,55","184,91","184,27","185,91","184,91","185,09","183,91","184,09","184,27","185,27","183,73","186,09","187,18","185,82","185,00","184,55","184,55","184,55","184,55","185,18","184,64","184,73","184,45","185,82","185,91","183,55","184,36","184,96",KOR
LPO,"183,09","181,73","181,09","181,09","180,91","180,82","180,55","182,27","181,09","180,09","179,55","181,27","181,27","179,18","181,18","181,45","181,45","181,00","181,27","180,73","181,36","181,36","180,55","181,55","180,82","180,45","181,64","181,91","181,91","182,09","180,45","179,09","181,00","182,27","182,27","182,91","181,00","181,18",LPO
LGD,"183,27","183,91","183,27","184,27","184,55","184,27","183,18","183,73","183,91","183,09","183,45","183,09","183,45","183,27","183,91","183,27","182,55","183,91","183,91","184,36","184,55","183,64","182,91","182,73","182,91","183,00","183,27","183,45","183,09","183,73","184,91","183,36","184,09","184,64","182,73","183,45","181,82","183,54",LGD
LEG,"183,45","181,55","181,45","182,82","182,73","183,91","181,36","181,45","181,45","181,45","180,82","180,36","180,55","180,45","180,18","181,09","180,18","180,82","182,45","180,36","181,27","180,18","179,73","178,91","182,09","178,91","178,91","179,55","179,55","179,45","179,18","180,45","179,91","179,55","178,82","182,73","181,45","180,80",LEG
MIE,"182,27","181,73","182,55","181,00","182,00","180,18","180,18","180,82","180,45","179,27","180,82","180,91","181,36","179,36","179,73","182,82","181,18","181,18","181,00","181,00","181,73","180,91","180,09","180,09","181,00","181,45","180,64","181,18","180,45","180,36","180,27","180,82","180,36","180,55","180,36","179,64","180,55","180,82",MIE
PIA,"181,00","181,00","181,00","181,00","179,64","181,18","181,18","181,18","181,73","180,09","181,09","180,91","181,09","180,91","180,00","182,00","181,82","181,82","182,55","181,73","180,27","181,91","181,91","181,91","181,91","182,00","184,18","182,82","182,55","181,91","181,64","182,55","182,82","182,27","182,73","184,00","181,45","181,67",PIA
