KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,36,50,52,9,64,73,74,21,379,147,232
Arka Gdynia,3,0,4,1,5,2,5,2,22,8,14
Cracovia,1,3,4,0,1,7,3,3,22,8,14
Górnik Zabrze,1,2,2,1,2,5,11,1,25,6,19
Jagiellonia,1,4,3,2,5,7,2,1,25,10,15
Korona Kielce,1,1,5,1,4,4,3,2,21,8,13
Lech Poznań,1,4,2,0,5,1,7,1,21,7,14
Lechia Gdańsk,4,4,3,0,2,4,4,0,21,11,10
Legia Warszawa,1,2,1,0,4,4,9,3,24,4,20
Miedź Legnica,2,0,2,1,1,8,3,1,18,5,13
Piast Gliwice,3,5,4,0,2,4,3,1,22,12,10
Pogoń Szczecin,3,5,5,0,6,4,4,0,27,13,14
Śląsk Wrocław,4,5,2,1,7,2,3,3,27,12,15
Wisła Kraków,2,5,4,0,9,5,4,0,29,11,18
Wisła Płock,3,6,6,0,5,6,4,1,31,15,16
Zagłębie Lubin,5,2,5,1,2,6,6,2,29,13,16
Zagłębie Sosnowiec,1,2,0,1,4,4,3,0,15,4,11
