KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,100,129,114,28,122,135,130,65,823,371,452
Cracovia,8,4,6,4,4,5,13,2,46,22,24
Górnik Zabrze,4,3,8,0,4,10,7,5,41,15,26
Jagiellonia,5,8,7,2,11,5,7,0,45,22,23
Korona Kielce,5,6,6,4,7,5,7,4,44,21,23
Lech Poznań,5,6,9,0,4,5,6,6,41,20,21
Legia Warszawa,3,5,8,1,5,8,7,2,39,17,22
ŁKS Łódź,10,10,10,0,8,15,15,7,75,30,45
Piast Gliwice,3,1,5,1,9,10,3,3,35,10,25
Pogoń Szczecin,7,8,6,0,4,1,9,3,38,21,17
Puszcza Niepołomice,3,6,10,1,8,4,11,6,49,20,29
Radomiak Radom,4,14,7,2,10,13,4,4,58,27,31
Raków Częstochowa,7,6,4,1,5,9,2,5,39,18,21
Ruch Chorzów,6,8,7,5,12,5,8,4,55,26,29
Stal Mielec,4,12,4,2,5,13,6,2,48,22,26
Śląsk Wrocław,2,6,4,0,8,3,6,2,31,12,19
Warta Poznań,5,11,3,3,7,4,6,4,43,22,21
Widzew Łódź,8,7,4,2,6,7,8,4,46,21,25
Zagłębie Lubin,11,8,6,0,5,13,5,2,50,25,25
