KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,1065,1065
Cracovia,37,55
Górnik Zabrze,73,39
Jagiellonia Białystok,82,49
Korona Kielce,46,46
Lech Poznań,48,46
Lechia Gdańsk,82,69
Legia Warszawa,68,80
Miedź Legnica,72,52
Piast Gliwice,63,44
Pogoń Szczecin,49,99
Radomiak Radom,53,50
Raków Częstochowa,68,42
Stal Mielec,46,84
Śląsk Wrocław,46,108
Warta Poznań,51,44
Widzew Łódź,63,45
Wisła Płock,78,47
Zagłębie Lubin,40,66
