KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,43,49,54,11,50,58,49,25,339,157,182
Cracovia,1,0,1,1,0,2,3,2,10,3,7
Górnik Zabrze,4,3,6,3,2,4,1,0,23,16,7
Jagiellonia,1,3,6,1,2,5,2,2,22,11,11
Korona Kielce,3,1,5,2,4,2,1,1,19,11,8
Lech Poznań,1,2,3,1,3,2,2,1,15,7,8
Lechia Gdańsk,3,4,4,1,4,3,2,1,22,12,10
Legia Warszawa,5,1,1,0,4,3,3,0,17,7,10
Miedź Legnica,2,5,5,0,4,3,3,1,23,12,11
Piast Gliwice,0,4,2,0,0,4,3,3,16,6,10
Pogoń Szczecin,3,4,2,0,9,3,2,0,23,9,14
Radomiak Radom,2,4,4,1,2,4,3,0,20,11,9
Raków Częstochowa,0,1,2,1,0,4,2,0,10,4,6
Stal Mielec,3,0,0,0,3,1,6,1,14,3,11
Śląsk Wrocław,5,4,1,0,3,3,5,2,23,10,13
Warta Poznań,3,5,2,0,3,3,0,2,18,10,8
Widzew Łódź,5,4,6,0,2,5,4,2,28,15,13
Wisła Płock,0,1,2,0,3,4,3,3,16,3,13
Zagłębie Lubin,2,3,2,0,2,3,4,4,20,7,13
