KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,46,58,61,11,72,68,62,39,417,176,241
Cracovia,0,4,3,0,5,4,3,4,23,7,16
Górnik Zabrze,3,4,4,2,2,3,3,2,23,13,10
Jagiellonia,4,4,5,2,3,6,4,2,30,15,15
Korona Kielce,1,5,5,0,2,1,2,3,19,11,8
Lech Poznań,2,6,5,0,2,4,5,1,25,13,12
Lechia Gdańsk,0,1,0,0,3,3,5,3,15,1,14
Legia Warszawa,3,7,5,0,7,4,9,3,38,15,23
Miedź Legnica,2,5,2,1,3,1,2,0,16,10,6
Piast Gliwice,1,2,3,0,5,5,1,0,17,6,11
Pogoń Szczecin,6,3,7,0,6,6,3,2,33,16,17
Radomiak Radom,3,3,1,0,3,2,3,2,17,7,10
Raków Częstochowa,8,1,6,1,8,5,8,4,41,16,25
Stal Mielec,1,3,2,1,3,5,2,1,18,7,11
Śląsk Wrocław,3,1,4,2,6,3,1,3,23,10,13
Warta Poznań,2,5,2,0,3,6,1,2,21,9,12
Widzew Łódź,4,1,1,0,4,4,5,3,22,6,16
Wisła Płock,3,2,4,0,4,4,3,3,23,9,14
Zagłębie Lubin,0,1,2,2,3,2,2,1,13,5,8
