ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""20""",CZAS
Bartłomiej Gradecki,Wisła P,14,14,14,0,34,1260
Krzysztof Kamiński,Wisła P,20,20,20,0,33,1800
Oskar Lodziński,Wisła P,0,0,0,0,1,0
Adam Chrzanowski,Wisła P,17,12,14,3,30,1312
Igor Drapiński,Wisła P,7,0,2,5,17,202
Steve Kapuadi,Wisła P,26,25,26,0,26,2331
Anton Krywociuk,Wisła P,9,5,8,1,17,646
Wojciech Mazurowski,Wisła P,0,0,0,0,2,0
Damian Michalski,Wisła P,6,6,6,0,6,540
Aleksander Pawlak,Wisła P,23,12,18,5,28,1590
Jakub Rzeźniczak,Wisła P,25,20,24,1,30,2095
Martin Sulek,Wisła P,20,8,14,6,25,1326
Jakub Szymański,Wisła P,6,5,6,0,8,534
Piotr Tomasik,Wisła P,27,20,24,3,28,2155
Kristian Vallo,Wisła P,22,2,17,5,22,1275
Paweł Chrupałła,Wisła P,2,0,0,2,3,53
Radosław Cielemęcki,Wisła P,5,0,1,4,14,125
Davo,Wisła P,18,7,16,2,18,1376
Dominik Furman,Wisła P,33,17,31,2,33,2615
Miroslav Gono,Wisła P,4,0,1,3,15,71
Martin Hasek,Wisła P,3,0,0,3,6,15
Krzysztof Janus,Wisła P,1,0,0,1,1,21
Dawid Kocyła,Wisła P,20,0,6,14,22,638
Filip Lesniak,Wisła P,29,11,15,14,34,1629
Michał Mokrzycki,Wisła P,3,0,1,2,9,76
Damian Rasak,Wisła P,17,0,9,8,19,855
Mateusz Szwoch,Wisła P,28,11,27,1,29,2144
Rafał Wolski,Wisła P,30,14,30,0,30,2418
Marko Kolar,Wisła P,26,1,8,18,32,861
Milan Kvocera,Wisła P,10,0,0,10,23,138
Mateusz Lewandowski,Wisła P,16,0,4,12,19,542
Łukasz Sekulski,Wisła P,27,2,19,8,28,1592
Bartosz Śpiączka,Wisła P,13,1,11,2,13,849
Tomasz Walczak,Wisła P,3,0,0,3,5,18
Damian Warchoł,Wisła P,20,1,2,18,20,472
Kacper Bieszczad,Zagłębie,15,15,15,0,24,1350
Jasmin Burić,Zagłębie,5,5,5,0,27,450
Sokratis Dioudis,Zagłębie,14,14,14,0,15,1260
Szymon Weirauch,Zagłębie,0,0,0,0,2,0
Mateusz Bartolewski,Zagłębie,11,4,7,4,15,658
Kacper Chodyna,Zagłębie,33,19,28,5,34,2465
Guram Giorbelidze,Zagłębie,15,8,13,2,15,1122
Mateusz Grzybek,Zagłębie,16,12,13,3,16,1140
Jarosław Jach,Zagłębie,25,22,25,0,32,2176
Bartłomiej Kłudka,Zagłębie,21,18,19,2,24,1792
Bartosz Kopacz,Zagłębie,28,28,28,0,30,2520
Kacper Lepczyński,Zagłębie,0,0,0,0,15,0
Aleks Ławniczak,Zagłębie,27,25,25,2,32,2312
Luis Mata,Zagłębie,3,2,3,0,6,251
Damian Oko,Zagłębie,0,0,0,0,1,0
Damjan Bohar,Zagłębie,24,4,22,2,30,1641
Tornike Gaprindaszwili,Zagłębie,23,2,11,12,30,1058
Koki Hinokio,Zagłębie,8,1,2,6,14,274
Filip Kocaba,Zagłębie,3,0,1,2,5,141
Łukasz Łakomy,Zagłębie,34,20,32,2,34,2757
Tomasz Makowski,Zagłębie,28,12,16,12,30,1471
Tomasz Pieńko,Zagłębie,31,1,10,21,32,1116
Marko Poletanović,Zagłębie,24,6,18,6,29,1579
Adam Ratajczyk,Zagłębie,3,0,0,3,4,45
Filip Starzyński,Zagłębie,32,4,25,7,34,2009
Arkadiusz Woźniak,Zagłębie,11,1,3,8,28,283
Sasa Zivec,Zagłębie,14,0,2,12,17,373
Jakub Żubrowski,Zagłębie,2,0,1,1,9,86
Rafał Adamski,Zagłębie,19,3,9,10,25,954
Cheikhou Dieng,Zagłębie,6,1,3,3,11,289
Martin Dolezal,Zagłębie,20,0,11,9,25,868
Szymon Kobusiński,Zagłębie,5,0,0,5,10,95
Dawid Kurminowski,Zagłębie,14,1,11,3,14,931
Oliwier Sławiński,Zagłębie,0,0,0,0,1,0
Jakub Świerczok,Zagłębie,5,0,2,3,8,165
