KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,89,107,115,22,122,126,111,64,756,333,423
Cracovia,4,7,5,0,7,9,5,4,41,16,25
Górnik Zabrze,4,7,8,4,8,7,4,3,45,23,22
Jagiellonia,7,6,7,3,6,10,7,2,48,23,25
Korona Kielce,3,7,8,0,5,2,7,7,39,18,21
Lech Poznań,3,9,9,1,8,10,8,3,51,22,29
Lechia Gdańsk,2,5,1,0,5,5,8,3,29,8,21
Legia Warszawa,3,10,10,1,10,9,10,4,57,24,33
Miedź Legnica,4,7,6,2,6,4,3,1,33,19,14
Piast Gliwice,6,5,6,0,6,8,5,1,37,17,20
Pogoń Szczecin,10,7,8,1,8,11,8,4,57,26,31
Radomiak Radom,6,7,3,0,6,4,4,4,34,16,18
Raków Częstochowa,10,4,10,1,13,7,12,6,63,25,38
Stal Mielec,5,4,6,3,6,8,3,1,36,18,18
Śląsk Wrocław,6,3,5,2,8,5,3,3,35,16,19
Warta Poznań,4,7,6,0,4,8,4,4,37,17,20
Widzew Łódź,5,3,1,0,5,6,11,7,38,9,29
Wisła Płock,5,6,7,2,7,4,5,5,41,20,21
Zagłębie Lubin,2,3,9,2,4,9,4,2,35,16,19
