ZAWODNIK,KLUB,ŻK,CZK BEZP,CZK,żk faul,czk faul,żk ręka,żk rywal,żk sędzia,żk czas,żk syml,żk ciesz,żk inne,czk ręka,czk rywal,czk inne,czk sędzia
Dani Pacheco,Górnik Zabrze,7,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
Miłosz Trojak,Korona Kielce,7,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0
Jakub Czerwiński,Piast Gliwice,7,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0
Marcin Flis,Stal Mielec,7,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0
Kamil Kruk,Stal Mielec,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Rzeźniczak,Wisła Płock,6,1,2,4,1,0,2,0,0,0,0,0,0,0,0,0
Mateusz Cichocki,Radomiak Radom,6,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
Richard Jensen,Górnik Zabrze,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Konrad Poprawa,Śląsk Wrocław,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Radosław Murawski,Lech Poznań,6,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0
Niilo Maenpaa,Warta Poznań,6,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
Michał Pazdan,Jagiellonia,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan Racovitan,Raków Częstochowa,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Carlos Julio Martinez,Miedź Legnica,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Jesper Karlstrom,Lech Poznań,6,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
Kamil Drygas,Pogoń/Miedź,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Gajos,Lechia Gdańsk,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Michael Ameyaw,Piast Gliwice,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Wlazło,Stal Mielec,6,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
Wahan Biczachczjan,Pogoń Szczecin,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Mateusz Łęgowski,Pogoń Szczecin,6,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
Bartosz Kopacz,Zagłębie Lubin,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Michał Rakoczy,Cracovia,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
John Yeboah,Śląsk Wrocław,6,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0
Aleksander Paluszek,Górnik Zabrze,6,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0
Jan Grzesik,Warta Poznań,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Abramowicz,Radomiak Radom,6,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0
Damian Rasak,Wisła P/Górnik,6,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0
Stratos Svarnas,Raków Częstochowa,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz Tomasiewicz,Piast Gliwice,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Luka Zahović,Pogoń Szczecin,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Leo Borges,Pogoń Szczecin,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer Velde,Lech Poznań,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Jakub Bartkowski,Pogoń/Lechia,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Michał Skóraś,Lech Poznań,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Kajetan Szmyt,Warta Poznań,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Jaroszyński,Cracovia,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Marcin Szpakowski,Korona Kielce,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Petr Schwarz,Śląsk Wrocław,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nahuel Leiva,Śląsk Wrocław,6,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
Hubert Matynia,Miedź Legnica,5,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0
Sasa Balić,Korona Kielce,5,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0
Mateusz Skrzypczak,Jagiellonia,5,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0
Kostas Triantafyllopoulos,Pogoń Szczecin,5,1,1,2,0,2,0,1,0,0,0,0,0,0,0,1
Victor Garcia,Śląsk Wrocław,5,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0
Bartosz Slisz,Legia Warszawa,5,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Alex Vallejo,Stal Mielec,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Nono,Korona Kielce,5,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Benedikt Zech,Pogoń Szczecin,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Dominik Furman,Wisła Płock,5,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0
Fabian Hiszpański,Stal Mielec,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Jacek Podgórski,Korona Kielce,5,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0
Jakub Jugas,Cracovia,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Jordi Sanchez,Widzew Łódź,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
Koldo Obieta,Miedź Legnica,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Marc Gual,Jagiellonia,5,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
Marko Poletanović,Zagłębie Lubin,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
Mateusz Żyro,Widzew Łódź,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Otar Kakabadze,Cracovia,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Roberto Alves,Radomiak Radom,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Olaf Kobacki,Miedź Legnica,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
David Stec,Lechia Gdańsk,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Michal Siplak,Cracovia,5,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
Tomasz Makowski,Zagłębie Lubin,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Kryspin Szcześniak,Górnik Zabrze,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Joeri de Kamps,Lechia Gdańsk,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Makuch,Cracovia,5,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0
Lukas Podolski,Górnik Zabrze,5,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0
Enis Destan,Warta Poznań,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
Adam Chrzanowski,Wisła Płock,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Jurich Carolina,Miedź Legnica,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Rafał Wolski,Wisła Płock,4,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0
Mateusz Matras,Stal Mielec,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Barry Douglas,Lech Poznań,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Justiniano,Radomiak Radom,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0
Steve Kapuadi,Wisła Płock,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Tomas Petrasek,Raków Częstochowa,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Bartosz Śpiączka,Korona/Wisła P,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Constantin Reiner,Piast Gliwice,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Kun,Widzew Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Erik Exposito,Śląsk Wrocław,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Fabian Piasecki,Raków Częstochowa,4,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
Mariusz Fornalczyk,Pogoń Szczecin,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Robert Dadok,Górnik Zabrze,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Wiktor Pleśnierowicz,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Dalibor Takac,Korona Kielce,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Adam Zrelak,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Włodarczyk,Górnik Zabrze,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Mateusz Wdowiak,Raków Częstochowa,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Cornel Rapa,Cracovia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Szymański,Górnik/Wisła Płock,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Danek,Korona Kielce,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Dawid Szymonowicz,Warta Poznań,4,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
Michał Kopczyński,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Bojan Nastić,Jagiellonia,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Jewgienij Szykawka,Korona Kielce,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Koki Hinokio,Zagłębie/Stal,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Marek Hanousek,Widzew Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Joel Pereira,Lech Poznań,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Damian Dąbrowski,Pogoń Szczecin,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
Gustav Berggren,Raków Częstochowa,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Jean Carlos Silva,Pogoń/Raków,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Juliusz Letniowski,Widzew Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Serafin Szota,Widzew Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Martin Konczkowski,Śląsk Wrocław,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Matysik,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Castegren,Lechia Gdańsk,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Mikael Ishak,Lech Poznań,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Maik Nawrocki,Legia Warszawa,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Rafał Augustyniak,Legia Warszawa,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jarosław Jach,Zagłębie Lubin,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
Blaz Vrhovec,Górnik Zabrze,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Alan Czerwiński,Lech Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Zwoliński,Lechia Gdańsk,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Bartłomiej Ciepiela,Stal Mielec,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Kanji Okunuki,Górnik Zabrze,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Yuri Ribeiro,Legia Warszawa,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Damian Jakubik,Radomiak Radom,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Aurelien Nguiamba,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Naveda,Miedź Legnica,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0
Mateusz Wieteska,Legia Warszawa,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Mario Maloca,Lechia Gdańsk,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Arkadiusz Kasperkiewicz,Stal Mielec,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
Patryk Kun,Raków Częstochowa,3,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0
Aleks Ławniczak,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Conrado,Lechia Gdańsk,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Dante Stipica,Pogoń Szczecin,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Dennis Jastrzembski,Śląsk Wrocław,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Filip Starzyński,Zagłębie Lubin,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Guram Giorbelidze,Zagłębie Lubin,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Ivi Lopez,Raków Częstochowa,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Jesus Imaz,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Juljan Shehu,Widzew Łódź,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Lindsay Rose,Legia Warszawa,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Łukasz Łakomy,Zagłębie Lubin,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Maurides,Radomiak Radom,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Piotr Samiec-Talar,Śląsk Wrocław,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Rafał Janicki,Górnik Zabrze,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Sebastian Kowalczyk,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Prikryl,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Leo Gretarsson,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Matuszek,Miedź Legnica,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Mrozek,Stal Mielec,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Bartłomiej Gradecki,Wisła Płock,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Daniel Bielica,Górnik Zabrze,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Patryk Janasik,Śląsk Wrocław,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Jakub Sypek,Widzew Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kristers Tobers,Lechia Gdańsk,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Dusan Kuciak,Lechia Gdańsk,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Mateusz Kupczak,Warta Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Afonso Sousa,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bassekou Diabate,Lechia Gdańsk,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Robert Ivanov,Warta Poznań,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Łukasz Sekulski,Wisła Płock,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Damian Kądzior,Piast Gliwice,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Filip Szymczak,Lech Poznań,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Tom Hateley,Piast Gliwice,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Nowak,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Florian Loshaj,Cracovia,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Paweł Wszołek,Legia Warszawa,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Władysław Koczerhin,Raków Częstochowa,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Gabriel Kobylak,Radomiak Radom,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Maciej Rosołek,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Filip Lesniak,Wisła Płock,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Michael Kostka,Miedź Legnica,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Ernest Terpiłowski,Widzew Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Krystian Getinger,Stal Mielec,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Mato Milos,Widzew Łódź,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Emil Bergstrom,Górnik Zabrze,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Filip Marchwiński,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartłomiej Kłudka,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Zapytowski,Korona Kielce,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Mike Cestor,Radomiak Radom,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Marius Briceag,Korona Kielce,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ben Lederman,Raków Częstochowa,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Marcus Godinho,Korona Kielce,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Vladislavs Gutkovskis,Raków Częstochowa,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Linus Wahlqvist,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Andrzej Niewulis,Miedź Legnica,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Adriel Ba Loua,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Anthony van den Hurk,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Drachal,Miedź Legnica,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Berto Cayarga,Radomiak Radom,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Żurawski,Warta Poznań,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Damian Tront,Miedź Legnica,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dimityr Wełkowski,Miedź Legnica,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Ariel Mosór,Piast Gliwice,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Łukasz Bejger,Śląsk Wrocław,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Jani Atanasov,Cracovia,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Adam Deja,Korona Kielce,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Toril,Piast Gliwice,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Aleksander Pawlak,Wisła Płock,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Christian Clemens,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chuca,Miedź Legnica,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz Szymusik,Korona Kielce,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Jakub Kiełb,Warta Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jens Gammelby,Miedź Legnica,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Kamil Kościelny,Warta Poznań,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Leandro Rossi,Radomiak Radom,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mariusz Malec,Pogoń Szczecin,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Martin Pospisil,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michał Kucharczyk,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Milan Corryn,Warta Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Oskar Sewerzyński,Korona Kielce,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Krawczyk,Górnik Zabrze,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Virgil Ghita,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Makana Baku,Legia Warszawa,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kamil Wilczek,Piast Gliwice,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jonatan Kotzke,Górnik Zabrze,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jędrzej Grobelny,Warta Poznań,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jon Aurtenetxe,Miedź Legnica,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bartłomiej Pawłowski,Widzew Łódź,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Zlatan Alomerović,Jagiellonia,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Caye Quintana,Śląsk Wrocław,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jeronimo Cacciabue,Miedź Legnica,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Fryderyk Gerbowski,Stal Mielec,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Carlitos,Legia Warszawa,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jakub Łukowski,Korona Kielce,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Błanik,Korona Kielce,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ilkay Durmus,Lechia Gdańsk,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Martin Kreuzriegler,Widzew Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Szczepański,Warta Poznań,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Kacper Sezonienko,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Konrad Forenc,Korona Kielce,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Antonio Milić,Lech Poznań,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Filip Bednarek,Lech Poznań,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Heorhij Citaiszwili,Lech Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Frantisek Plach,Piast Gliwice,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Adrian Lis,Warta Poznań,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Anton Krywociuk,Wisła Płock,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ernest Muci,Legia Warszawa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Kallman,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Karol Niemczycki,Cracovia,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mathias Hebo Rasmussen,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vladan Kovacević,Raków Częstochowa,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fedor Cernych,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
