KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,89,107,115,22,122,126,111,64,756,333,423
Cracovia,4,4,4,2,7,4,8,2,35,14,21
Górnik Zabrze,7,8,8,4,3,4,4,5,43,27,16
Jagiellonia,6,6,6,2,8,10,7,4,49,20,29
Korona Kielce,4,5,11,3,10,9,3,3,48,23,25
Lech Poznań,5,3,4,2,5,4,4,2,29,14,15
Lechia Gdańsk,6,7,10,2,6,8,12,2,53,25,28
Legia Warszawa,6,4,2,0,7,6,8,4,37,12,25
Miedź Legnica,5,8,11,0,8,10,7,6,55,24,31
Piast Gliwice,1,8,4,0,3,4,7,5,32,13,19
Pogoń Szczecin,6,5,4,1,14,8,6,2,46,16,30
Radomiak Radom,4,5,7,2,8,6,5,4,41,18,23
Raków Częstochowa,3,4,5,1,2,6,3,0,24,13,11
Stal Mielec,7,2,5,1,9,6,8,2,40,15,25
Śląsk Wrocław,7,7,8,0,7,7,6,6,48,22,26
Warta Poznań,5,9,5,0,7,5,2,2,35,19,16
Widzew Łódź,7,7,10,1,2,6,10,4,47,25,22
Wisła Płock,4,6,6,1,9,13,5,6,50,17,33
Zagłębie Lubin,2,9,5,0,7,10,6,5,44,16,28
