KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
31,Radomiak,Piast,9,7,3,6,0,1,"1,61","0,77","0,18","0,11",59%,25%,16%
31,Lech,Cracovia,8,13,5,3,3,0,"1,13","0,63","0,14","0,05",49%,32%,20%
31,Lechia,Zagłębie,17,12,4,6,1,3,"1,09","1,09","0,06","0,09",35%,30%,35%
31,Wisła P,Stal,11,8,2,2,0,0,"0,60","0,78","0,05","0,10",25%,38%,37%
31,Korona,Raków,8,12,3,5,1,0,"1,11","2,33","0,14","0,19",15%,19%,66%
31,Pogoń,Legia,16,8,7,3,2,1,"1,34","0,94","0,08","0,12",46%,28%,26%
31,Miedź,Widzew,13,14,3,6,0,1,"1,02","1,17","0,08","0,08",31%,29%,39%
32,Piast,Korona,10,8,6,2,2,1,"0,85","0,34","0,09","0,04",47%,39%,14%
32,Legia,Jagiellonia,24,7,9,2,5,0,"2,65","0,47","0,11","0,07",85%,11%,4%
32,Śląsk,Wisła P,9,9,4,5,3,1,"0,79","0,40","0,09","0,04",43%,40%,17%
32,Cracovia,Zagłębie,11,10,1,5,0,1,"0,65","1,21","0,06","0,12",19%,30%,51%
32,Widzew,Górnik Z,11,15,4,7,2,3,"0,95","0,83","0,09","0,06",37%,33%,30%
32,Stal,Lechia,6,10,0,1,0,0,"0,20","0,98","0,03","0,10",7%,36%,57%
32,Pogoń,Miedź,16,10,4,4,2,1,"1,48","1,81","0,09","0,18",30%,24%,46%
32,Raków,Lech,5,10,0,4,0,2,"0,36","1,56","0,07","0,16",7%,23%,70%
32,Warta,Radomiak,15,8,5,2,1,1,"1,41","1,18","0,09","0,15",42%,27%,31%
33,Zagłębie,Stal,16,10,9,2,2,0,"1,71","0,59","0,11","0,06",66%,23%,11%
33,Korona,Lech,12,21,2,7,0,3,"0,66","2,03","0,05","0,10",10%,19%,71%
33,Jagiellonia,Cracovia,8,13,3,3,1,0,"0,51","1,21","0,06","0,09",15%,30%,55%
33,Górnik Z,Pogoń,14,18,5,8,2,1,"2,11","1,86","0,15","0,10",45%,22%,34%
33,Lechia,Legia,9,16,4,6,1,0,"0,65","0,81","0,07","0,05",27%,37%,36%
33,Śląsk,Miedź,19,7,12,3,4,2,"3,33","1,23","0,18","0,18",79%,12%,8%
33,Radomiak,Widzew,16,3,9,2,3,1,"1,67","0,26","0,10","0,09",75%,21%,5%
33,Wisła P,Raków,9,19,2,4,1,2,"0,68","1,35","0,08","0,07",18%,28%,54%
33,Warta,Piast,8,5,1,3,1,1,"1,06","0,77","0,13","0,15",42%,33%,25%
34,Cracovia,Wisła P,21,13,6,1,3,0,"2,19","0,41","0,10","0,03",80%,15%,5%
34,Lech,Jagiellonia,17,7,7,2,2,0,"2,38","0,24","0,14","0,03",87%,11%,2%
34,Legia,Śląsk,13,11,6,8,3,1,"1,49","1,08","0,11","0,10",47%,26%,27%
34,Miedź,Górnik Z,13,12,6,4,0,0,"0,49","0,86","0,04","0,07",20%,38%,42%
34,Piast,Lechia,8,4,3,1,0,1,"0,38","0,35","0,05","0,09",24%,54%,22%
34,Pogoń,Radomiak,13,12,7,2,4,0,"2,06","0,46","0,16","0,04",77%,16%,6%
34,Raków,Zagłębie,10,9,2,3,1,1,"1,03","0,60","0,10","0,07",46%,33%,21%
34,Stal,Warta,6,3,1,1,1,0,"0,46","0,09","0,08","0,03",36%,59%,5%
34,Widzew,Korona,5,21,0,6,0,3,"0,17","1,70","0,03","0,08",3%,19%,78%
