KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,584844,10444,,
ARK,26441,6610,13582,4527
BBT,8536,2845,24515,6129
CRA,8762,2191,14552,4851
GÓR,54715,18238,71770,17943
JAG,65481,16370,35688,11896
KOR,21645,7215,58474,14619
LPO,100588,25147,43565,14522
LGD,30213,10071,38378,9595
LEG,71884,17971,69536,23179
PIA,12925,4308,16720,4180
POG,40840,10210,10584,3528
SAN,4334,1445,36850,9213
ŚLĄ,34234,8559,11104,3701
WIS,51043,17014,54976,13744
WPŁ,30467,7617,51020,17007
ZAG,22736,7579,33530,8383
