Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność obr.,RAZEM,85,3,22,110,"20,00%"
ARK,4,0,3,7,"42,86%"
BBT,10,0,1,11,"9,09%"
CRA,5,1,1,7,"14,29%"
GÓR,7,0,1,8,"12,50%"
JAG,4,0,2,6,"33,33%"
KOR,5,0,4,9,"44,44%"
LPO,5,0,1,6,"16,67%"
LGD,5,1,2,8,"25,00%"
LEG,6,0,0,6,"0,00%"
PIA,5,0,2,7,"28,57%"
POG,4,0,0,4,"0,00%"
SAN,6,0,0,6,"0,00%"
ŚLĄ,6,1,3,10,"30,00%"
WIS,4,0,1,5,"20,00%"
WPŁ,5,0,1,6,"16,67%"
ZAG,4,0,0,4,"0,00%"
