ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Damian Dąbrowski,Cracovia,Pomocnik,153,8,"0,052",126,8,"0,063"
Milan Dimun,Cracovia,Pomocnik,32,3,"0,094",32,3,"0,094"
Janusz Gol,Cracovia,Pomocnik,124,7,"0,056",1,0,"0,000"
Javi Hernández,Cracovia,Pomocnik,67,10,"0,149",39,6,"0,154"
Sylwester Lusiusz,Cracovia,Pomocnik,2,0,"0,000",2,0,"0,000"
Daniel Pik,Cracovia,Pomocnik,3,0,"0,000",3,0,"0,000"
Michał Rakoczy,Cracovia,Pomocnik,1,0,"0,000",1,0,"0,000"
Jakub Serafin,Cracovia,Pomocnik,5,0,"0,000",3,0,"0,000"
Sierdier Sierdierow,Cracovia,Pomocnik,3,0,"0,000",3,0,"0,000"
Mateusz Wdowiak,Cracovia,Pomocnik,72,3,"0,042",72,3,"0,042"
Sergei Zenjov,Cracovia,Pomocnik,31,3,"0,097",31,3,"0,097"
Airam Cabrera,Cracovia,Napastnik,29,16,"0,552",1,0,"0,000"
Gerard Oliva,Cracovia,Napastnik,3,1,"0,333",3,1,"0,333"
Filip Piszczek,Cracovia,Napastnik,36,6,"0,167",4,0,"0,000"
Sebastian Strózik,Cracovia,Napastnik,12,0,"0,000",12,0,"0,000"
Tomasz Loska,Górnik,Bramkarz,43,0,"0,000",43,0,"0,000"
Wojciech Pawłowski,Górnik,Bramkarz,20,0,"0,000",1,0,"0,000"
Paweł Bochniewicz,Górnik,Obrońca,20,1,"0,050",20,1,"0,050"
Adrian Gryszkiewicz,Górnik,Obrońca,15,0,"0,000",15,0,"0,000"
Michał Koj,Górnik,Obrońca,82,8,"0,098",33,3,"0,091"
Kacper Michalski,Górnik,Obrońca,6,0,"0,000",6,0,"0,000"
Bartłomiej Olszewski,Górnik,Obrońca,8,0,"0,000",8,0,"0,000"
Dani Suárez,Górnik,Obrońca,41,6,"0,146",41,6,"0,146"
Przemysław Wiśniewski,Górnik,Obrońca,3,0,"0,000",3,0,"0,000"
Adam Wolniewicz,Górnik,Obrońca,30,0,"0,000",30,0,"0,000"
Maciej Ambrosiewicz,Górnik,Pomocnik,30,0,"0,000",30,0,"0,000"
Wiktor Biedrzycki,Górnik,Pomocnik,3,0,"0,000",3,0,"0,000"
Wojciech Hajda,Górnik,Pomocnik,9,0,"0,000",9,0,"0,000"
Daniel Liszka,Górnik,Pomocnik,10,0,"0,000",10,0,"0,000"
Szymon Matuszek,Górnik,Pomocnik,76,4,"0,053",52,3,"0,058"
Konrad Nowak,Górnik,Pomocnik,40,1,"0,025",40,1,"0,025"
Adam Ryczkowski,Górnik,Pomocnik,14,2,"0,143",5,0,"0,000"
Daniel Smuga,Górnik,Pomocnik,13,1,"0,077",13,1,"0,077"
Rafał Wolsztyński,Górnik,Pomocnik,4,2,"0,500",4,2,"0,500"
Szymon Żurkowski,Górnik,Pomocnik,39,3,"0,077",39,3,"0,077"
Igor Angulo,Górnik,Napastnik,40,25,"0,625",40,25,"0,625"
Jesús Jiménez,Górnik,Napastnik,7,0,"0,000",7,0,"0,000"
Krzysztof Kiklaisz,Górnik,Napastnik,3,0,"0,000",3,0,"0,000"
Dominik Lasik,Górnik,Napastnik,2,0,"0,000",2,0,"0,000"
Dariusz Pawłowski,Górnik,Napastnik,4,0,"0,000",4,0,"0,000"
Marcin Urynowicz,Górnik,Napastnik,27,3,"0,111",27,3,"0,111"
Łukasz Wolsztyński,Górnik,Napastnik,29,4,"0,138",29,4,"0,138"
Marián Kelemen,Jagiellonia,Bramkarz,179,1,"0,006",66,0,"0,000"
Grzegorz Sandomierski,Jagiellonia,Bramkarz,175,0,"0,000",68,0,"0,000"
Böðvar Böðvarsson,Jagiellonia,Obrońca,5,0,"0,000",5,0,"0,000"
Łukasz Burliga,Jagiellonia,Obrońca,192,10,"0,052",66,1,"0,015"
Guilherme Haubert,Jagiellonia,Obrońca,61,0,"0,000",36,0,"0,000"
Lukas Klemenz,Jagiellonia,Obrońca,14,1,"0,071",4,1,"0,250"
Nemanja Mitrović,Jagiellonia,Obrońca,30,1,"0,033",30,1,"0,033"
Ivan Runje,Jagiellonia,Obrońca,70,3,"0,043",70,3,"0,043"
Jakub Wójcicki,Jagiellonia,Obrońca,168,6,"0,036",15,1,"0,067"
Przemysław Frankowski,Jagiellonia,Pomocnik,170,23,"0,135",129,21,"0,163"
Rafał Grzyb,Jagiellonia,Pomocnik,313,9,"0,029",242,6,"0,025"
Bartosz Kwiecień,Jagiellonia,Pomocnik,42,3,"0,071",23,3,"0,130"
Justas Lasickas,Jagiellonia,Pomocnik,1,0,"0,000",1,0,"0,000"
Mateusz Machaj,Jagiellonia,Pomocnik,95,6,"0,063",5,0,"0,000"
Arvydas Novikovas,Jagiellonia,Pomocnik,54,14,"0,259",54,14,"0,259"
Martin Pospíšil,Jagiellonia,Pomocnik,41,5,"0,122",41,5,"0,122"
Taras Romanczuk,Jagiellonia,Pomocnik,133,18,"0,135",133,18,"0,135"
Mile Savković,Jagiellonia,Pomocnik,3,1,"0,333",3,1,"0,333"
Roman Bezjak,Jagiellonia,Napastnik,21,5,"0,238",21,5,"0,238"
Patryk Klimala,Jagiellonia,Napastnik,7,0,"0,000",7,0,"0,000"
Cillian Sheridan,Jagiellonia,Napastnik,44,14,"0,318",44,14,"0,318"
Karol Świderski,Jagiellonia,Napastnik,101,14,"0,139",101,14,"0,139"
Matthias Hamrol,Korona,Bramkarz,11,0,"0,000",11,0,"0,000"
Michał Miśkiewicz,Korona,Bramkarz,71,0,"0,000",0,0,-
Michał Dziubek,Korona,Obrońca,1,0,"0,000",1,0,"0,000"
Elhadji Pape Diaw,Korona,Obrońca,55,2,"0,036",55,2,"0,036"
Ken Kallaste,Korona,Obrońca,74,1,"0,014",59,1,"0,017"
Adnan Kovačević,Korona,Obrońca,35,0,"0,000",35,0,"0,000"
Piotr Malarczyk,Korona,Obrońca,172,9,"0,052",136,8,"0,059"
Bartosz Rymaniak,Korona,Obrońca,221,6,"0,027",85,4,"0,047"
Wato Arweladze,Korona,Pomocnik,3,0,"0,000",3,0,"0,000"
Felicio Brown Forbes,Korona,Pomocnik,3,0,"0,000",3,0,"0,000"
Marcin Cebula,Korona,Pomocnik,97,2,"0,021",97,2,"0,021"
Wiktor Długosz,Korona,Pomocnik,1,0,"0,000",1,0,"0,000"
Michael Gardawski,Korona,Pomocnik,25,0,"0,000",25,0,"0,000"
Zlatko Janjić,Korona,Pomocnik,21,1,"0,048",21,1,"0,048"
Ivan Jukić,Korona,Pomocnik,29,7,"0,241",29,7,"0,241"
Łukasz Kosakiewicz,Korona,Pomocnik,35,1,"0,029",35,1,"0,029"
Mateusz Możdżeń,Korona,Pomocnik,238,19,"0,080",72,6,"0,083"
Oliver Petrak,Korona,Pomocnik,16,0,"0,000",16,0,"0,000"
Matej Pučko,Korona,Pomocnik,2,0,"0,000",2,0,"0,000"
Jakub Żubrowski,Korona,Pomocnik,48,1,"0,021",48,1,"0,021"
Maciej Górski,Korona,Napastnik,45,6,"0,133",41,6,"0,146"
Piotr Pierzchała,Korona,Napastnik,1,0,"0,000",1,0,"0,000"
Elia Soriano,Korona,Napastnik,28,8,"0,286",28,8,"0,286"
Jasmin Burić,Lech,Bramkarz,134,0,"0,000",134,0,"0,000"
Matúš Putnocký,Lech,Bramkarz,111,0,"0,000",59,0,"0,000"
Vernon De Marco,Lech,Obrońca,8,0,"0,000",8,0,"0,000"
Robert Gumny,Lech,Obrońca,43,0,"0,000",43,0,"0,000"
Rafał Janicki,Lech,Obrońca,206,4,"0,019",30,0,"0,000"
Wołodymyr Kostewycz,Lech,Obrońca,49,0,"0,000",49,0,"0,000"
Maciej Orłowski,Lech,Obrońca,2,0,"0,000",2,0,"0,000"
Thomas Rogne,Lech,Obrońca,3,0,"0,000",3,0,"0,000"
Piotr Tomasik,Lech,Obrońca,137,3,"0,022",10,0,"0,000"
Nikola Vujadinović,Lech,Obrońca,17,0,"0,000",17,0,"0,000"
Tomasz Cywka,Lech,Pomocnik,85,1,"0,012",6,1,"0,167"
Maciej Gajos,Lech,Pomocnik,193,33,"0,171",99,15,"0,152"
Darko Jevtić,Lech,Pomocnik,113,25,"0,221",113,25,"0,221"
Kamil Jóźwiak,Lech,Pomocnik,41,4,"0,098",41,4,"0,098"
Tymoteusz Klupś,Lech,Pomocnik,10,0,"0,000",10,0,"0,000"
Maciej Makuszewski,Lech,Pomocnik,171,24,"0,140",60,7,"0,117"
Mihai Răduț,Lech,Pomocnik,40,1,"0,025",40,1,"0,025"
Pedro Tiba,Lech,Pomocnik,7,2,"0,286",7,2,"0,286"
Łukasz Trałka,Lech,Pomocnik,349,24,"0,069",195,12,"0,062"
Marcin Wasielewski,Lech,Pomocnik,4,0,"0,000",4,0,"0,000"
João Amaral,Lech,Napastnik,6,2,"0,333",6,2,"0,333"
Dioni,Lech,Napastnik,3,0,"0,000",3,0,"0,000"
Christian Gytkjær,Lech,Napastnik,43,22,"0,512",43,22,"0,512"
Paweł Tomczyk,Lech,Napastnik,8,2,"0,250",8,2,"0,250"
Zlatan Alomerović,Lechia,Bramkarz,21,0,"0,000",0,0,-
Dušan Kuciak,Lechia,Bramkarz,191,0,"0,000",60,0,"0,000"
Błażej Augustyn,Lechia,Obrońca,45,4,"0,089",19,2,"0,105"
Adam Chrzanowski,Lechia,Obrońca,14,2,"0,143",14,2,"0,143"
Mateusz Lewandowski,Lechia,Obrońca,121,3,"0,025",11,0,"0,000"
Filip Mladenović,Lechia,Obrońca,21,0,"0,000",21,0,"0,000"
Michał Nalepa,Lechia,Obrońca,38,1,"0,026",22,1,"0,045"
João Nunes,Lechia,Obrońca,56,0,"0,000",56,0,"0,000"
Steven Vitória,Lechia,Obrońca,25,2,"0,080",25,2,"0,080"
Grzegorz Wojtkowiak,Lechia,Obrońca,215,6,"0,028",73,3,"0,041"
Ariel Borysiuk,Lechia,Pomocnik,187,7,"0,037",84,3,"0,036"
Karol Fila,Lechia,Pomocnik,7,0,"0,000",7,0,"0,000"
Lukáš Haraslín,Lechia,Pomocnik,64,7,"0,109",64,7,"0,109"
Miloš Krasić,Lechia,Pomocnik,86,7,"0,081",86,7,"0,081"
Jarosław Kubicki,Lechia,Pomocnik,96,6,"0,063",6,0,"0,000"
Patryk Lipski,Lechia,Pomocnik,94,12,"0,128",28,2,"0,071"
Daniel Łukasik,Lechia,Pomocnik,123,1,"0,008",86,1,"0,012"
Michał Mak,Lechia,Pomocnik,91,11,"0,121",35,6,"0,171"
Konrad Michalak,Lechia,Pomocnik,32,1,"0,031",1,0,"0,000"
Flávio Paixão,Lechia,Pomocnik,161,55,"0,342",90,31,"0,344"
Sławomir Peszko,Lechia,Pomocnik,236,25,"0,106",82,9,"0,110"
Mateusz Sopoćko,Lechia,Pomocnik,2,0,"0,000",2,0,"0,000"
Rafał Wolski,Lechia,Pomocnik,84,14,"0,167",45,4,"0,089"
Jakub Arak,Lechia,Napastnik,37,5,"0,135",4,1,"0,250"
Przemysław Macierzyński,Lechia,Napastnik,1,0,"0,000",1,0,"0,000"
Artur Sobiech,Lechia,Napastnik,71,21,"0,296",1,0,"0,000"
Mateusz Żukowski,Lechia,Napastnik,2,0,"0,000",2,0,"0,000"
Radosław Cierzniak,Legia,Bramkarz,88,0,"0,000",5,0,"0,000"
Arkadiusz Malarz,Legia,Bramkarz,153,0,"0,000",102,0,"0,000"
Iñaki Astiz,Legia,Obrońca,187,8,"0,043",187,8,"0,043"
Adam Hloušek,Legia,Obrońca,84,3,"0,036",84,3,"0,036"
Mateusz Hołownia,Legia,Obrońca,3,0,"0,000",3,0,"0,000"
Artur Jędrzejczyk,Legia,Obrońca,138,8,"0,058",127,7,"0,055"
Michał Pazdan,Legia,Obrońca,262,4,"0,015",83,0,"0,000"
William Rémy,Legia,Obrońca,17,1,"0,059",17,1,"0,059"
Paweł Stolarski,Legia,Obrońca,94,1,"0,011",1,0,"0,000"
Mateusz Wieteska,Legia,Obrońca,45,7,"0,156",10,0,"0,000"
Domagoj Antolić,Legia,Pomocnik,19,1,"0,053",19,1,"0,053"
Cafú,Legia,Pomocnik,13,2,"0,154",13,2,"0,154"
Kasper Hämäläinen,Legia,Pomocnik,178,51,"0,287",77,18,"0,234"
Michał Kucharczyk,Legia,Pomocnik,217,44,"0,203",217,44,"0,203"
Krzysztof Mączyński,Legia,Pomocnik,166,7,"0,042",30,2,"0,067"
Dominik Nagy,Legia,Pomocnik,26,6,"0,231",26,6,"0,231"
Cristian Pasquato,Legia,Pomocnik,24,2,"0,083",24,2,"0,083"
Chris Philipps,Legia,Pomocnik,14,0,"0,000",14,0,"0,000"
Miroslav Radović,Legia,Pomocnik,270,66,"0,244",270,66,"0,244"
Sebastian Szymański,Legia,Pomocnik,36,5,"0,139",36,5,"0,139"
Marko Vešović,Legia,Pomocnik,17,1,"0,059",17,1,"0,059"
Carlitos,Legia,Napastnik,43,26,"0,605",7,2,"0,286"
Eduardo,Legia,Napastnik,11,0,"0,000",11,0,"0,000"
José Kanté,Legia,Napastnik,85,21,"0,247",7,2,"0,286"
Sandro Kulenović,Legia,Napastnik,1,0,"0,000",1,0,"0,000"
Jarosław Niezgoda,Legia,Napastnik,55,23,"0,418",28,13,"0,464"
Anton Kanibołoćkyj,Miedź,Bramkarz,4,0,"0,000",4,0,"0,000"
Łukasz Sapela,Miedź,Bramkarz,140,0,"0,000",3,0,"0,000"
Frank Adu Kwame,Miedź,Obrońca,54,1,"0,019",4,0,"0,000"
Grzegorz Bartczak,Miedź,Obrońca,146,4,"0,027",3,0,"0,000"
Tomislav Božić,Miedź,Obrońca,86,1,"0,012",7,0,"0,000"
Fran Cruz,Miedź,Obrońca,2,0,"0,000",2,0,"0,000"
Kornel Osyra,Miedź,Obrońca,95,6,"0,063",3,0,"0,000"
Artur Pikk,Miedź,Obrońca,3,0,"0,000",3,0,"0,000"
Paweł Zieliński,Miedź,Obrońca,86,2,"0,023",4,1,"0,250"
Mateusz Żyro,Miedź,Obrońca,3,0,"0,000",0,0,-
Rafał Augustyniak,Miedź,Pomocnik,29,1,"0,034",5,1,"0,200"
Borja Fernández,Miedź,Pomocnik,2,0,"0,000",2,0,"0,000"
Petteri Forsell,Miedź,Pomocnik,7,4,"0,571",7,4,"0,571"
Łukasz Garguła,Miedź,Pomocnik,224,33,"0,147",2,0,"0,000"
Wojciech Łobodziński,Miedź,Pomocnik,208,20,"0,096",7,0,"0,000"
Marquitos,Miedź,Pomocnik,12,2,"0,167",7,2,"0,286"
Henrik Ojamaa,Miedź,Pomocnik,41,2,"0,049",7,0,"0,000"
Adrian Purzycki,Miedź,Pomocnik,3,0,"0,000",3,0,"0,000"
Omar Santana,Miedź,Pomocnik,7,0,"0,000",7,0,"0,000"
Mariusz Idzik,Miedź,Napastnik,8,0,"0,000",0,0,-
Fabian Piasecki,Miedź,Napastnik,12,0,"0,000",7,0,"0,000"
Mateusz Piątkowski,Miedź,Napastnik,89,27,"0,303",5,1,"0,200"
Mateusz Szczepaniak,Miedź,Napastnik,100,19,"0,190",0,0,-
František Plach,Piast,Bramkarz,2,0,"0,000",2,0,"0,000"
Jakub Szmatuła,Piast,Bramkarz,136,0,"0,000",132,0,"0,000"
Damian Byrtek,Piast,Obrońca,51,3,"0,059",0,0,-
Jakub Czerwiński,Piast,Obrońca,74,3,"0,041",22,1,"0,045"
Mikkel Kirkeskov,Piast,Obrońca,14,0,"0,000",14,0,"0,000"
Martin Konczkowski,Piast,Obrońca,166,2,"0,012",40,1,"0,025"
Uroš Korun,Piast,Obrońca,90,4,"0,044",90,4,"0,044"
Tomasz Mokwa,Piast,Obrońca,52,2,"0,038",52,2,"0,038"
Marcin Pietrowski,Piast,Obrońca,245,6,"0,024",105,1,"0,010"
Aleksandar Sedlar,Piast,Obrońca,59,5,"0,085",59,5,"0,085"
Gerard Badía,Piast,Pomocnik,131,17,"0,130",131,17,"0,130"
Patryk Dziczek,Piast,Pomocnik,34,2,"0,059",34,2,"0,059"
Jorge Félix,Piast,Pomocnik,6,1,"0,167",6,1,"0,167"
Denis Gojko,Piast,Pomocnik,15,1,"0,067",15,1,"0,067"
Tom Hateley,Piast,Pomocnik,90,5,"0,056",19,4,"0,211"
Aleksander Jagiełło,Piast,Pomocnik,36,2,"0,056",15,0,"0,000"
Tomasz Jodłowiec,Piast,Pomocnik,303,24,"0,079",19,2,"0,105"
Mateusz Mak,Piast,Pomocnik,78,14,"0,179",48,10,"0,208"
Patryk Sokołowski,Piast,Pomocnik,2,0,"0,000",2,0,"0,000"
Joel Valencia,Piast,Pomocnik,32,5,"0,156",32,5,"0,156"
Konstantin Vassiljev,Piast,Pomocnik,115,26,"0,226",48,6,"0,125"
Michal Papadopulos,Piast,Napastnik,154,34,"0,221",53,13,"0,245"
Piotr Parzyszek,Piast,Napastnik,6,0,"0,000",6,0,"0,000"
Łukasz Budziłek,Pogoń,Bramkarz,14,0,"0,000",2,0,"0,000"
Jakub Bursztyn,Pogoń,Bramkarz,5,0,"0,000",5,0,"0,000"
Łukasz Załuska,Pogoń,Bramkarz,82,0,"0,000",38,0,"0,000"
Lasza Dwali,Pogoń,Obrońca,72,4,"0,056",38,2,"0,053"
Jarosław Fojut,Pogoń,Obrońca,136,6,"0,044",78,4,"0,051"
Mariusz Malec,Pogoń,Obrońca,2,0,"0,000",2,0,"0,000"
Hubert Matynia,Pogoń,Obrońca,54,0,"0,000",54,0,"0,000"
David Niepsuj,Pogoń,Obrońca,33,1,"0,030",33,1,"0,030"
Ricardo Nunes,Pogoń,Obrońca,115,5,"0,043",115,5,"0,043"
Sebastian Rudol,Pogoń,Obrońca,124,2,"0,016",124,2,"0,016"
David Stec,Pogoń,Obrońca,6,0,"0,000",6,0,"0,000"
Sebastian Walukiewicz,Pogoń,Obrońca,8,0,"0,000",8,0,"0,000"
Dawid Błanik,Pogoń,Pomocnik,9,0,"0,000",9,0,"0,000"
Spas Delew,Pogoń,Pomocnik,59,9,"0,153",59,9,"0,153"
Kamil Drygas,Pogoń,Pomocnik,149,18,"0,121",72,10,"0,139"
Iker Guarrotxena,Pogoń,Pomocnik,3,0,"0,000",3,0,"0,000"
Tomasz Hołota,Pogoń,Pomocnik,142,9,"0,063",31,1,"0,032"
Sebastian Kowalczyk,Pogoń,Pomocnik,14,0,"0,000",14,0,"0,000"
Zvonimir Kožulj,Pogoń,Pomocnik,7,0,"0,000",7,0,"0,000"
Radosław Majewski,Pogoń,Pomocnik,144,16,"0,111",7,1,"0,143"
Tomás Podstawski,Pogoń,Pomocnik,1,0,"0,000",1,0,"0,000"
Adrian Benedyczak,Pogoń,Napastnik,8,0,"0,000",8,0,"0,000"
Adam Buksa,Pogoń,Napastnik,60,9,"0,150",14,4,"0,286"
Adam Frączczak,Pogoń,Napastnik,200,47,"0,235",200,47,"0,235"
Michał Żyro,Pogoń,Napastnik,96,13,"0,135",0,0,-
Jakub Słowik,Śląsk,Bramkarz,112,0,"0,000",27,0,"0,000"
Jakub Wrąbel,Śląsk,Bramkarz,28,0,"0,000",28,0,"0,000"
Augusto,Śląsk,Obrońca,39,1,"0,026",39,1,"0,026"
Łukasz Broź,Śląsk,Obrońca,212,11,"0,052",0,0,-
Piotr Celeban,Śląsk,Obrońca,314,32,"0,102",268,28,"0,104"
Mateusz Cholewiak,Śląsk,Obrońca,19,1,"0,053",19,1,"0,053"
Đorđe Čotra,Śląsk,Obrońca,141,3,"0,021",14,0,"0,000"
Kamil Dankowski,Śląsk,Obrońca,79,1,"0,013",79,1,"0,013"
Wojciech Golla,Śląsk,Obrońca,90,2,"0,022",6,0,"0,000"
Mariusz Pawelec,Śląsk,Obrońca,298,2,"0,007",226,2,"0,009"
Igors Tarasovs,Śląsk,Obrońca,77,4,"0,052",36,1,"0,028"
Farshad Ahmadzadeh,Śląsk,Pomocnik,7,1,"0,143",7,1,"0,143"
Michał Chrapek,Śląsk,Pomocnik,128,9,"0,070",37,1,"0,027"
Damian Gąska,Śląsk,Pomocnik,7,0,"0,000",7,0,"0,000"
Jakub Łabojko,Śląsk,Pomocnik,2,0,"0,000",2,0,"0,000"
Daniel Łuczak,Śląsk,Pomocnik,11,1,"0,091",11,1,"0,091"
Maciej Pałaszewski,Śląsk,Pomocnik,18,0,"0,000",18,0,"0,000"
Róbert Pich,Śląsk,Pomocnik,127,26,"0,205",127,26,"0,205"
Mateusz Radecki,Śląsk,Pomocnik,7,0,"0,000",7,0,"0,000"
Mathieu Scalet,Śląsk,Pomocnik,1,0,"0,000",1,0,"0,000"
Dragoljub Srnić,Śląsk,Pomocnik,28,0,"0,000",28,0,"0,000"
Arkadiusz Piech,Śląsk,Napastnik,173,54,"0,312",40,10,"0,250"
Marcin Robak,Śląsk,Napastnik,224,105,"0,469",40,22,"0,550"
Michał Buchalik,Wisła K.,Bramkarz,114,0,"0,000",57,0,"0,000"
Mateusz Lis,Wisła K.,Bramkarz,5,0,"0,000",5,0,"0,000"
Zoran Arsenić,Wisła K.,Obrońca,33,3,"0,091",33,3,"0,091"
Jakub Bartkowski,Wisła K.,Obrońca,80,2,"0,025",26,2,"0,077"
Jakub Bartosz,Wisła K.,Obrońca,56,4,"0,071",43,4,"0,093"
Marcin Grabowski,Wisła K.,Obrońca,1,0,"0,000",1,0,"0,000"
Matej Palčič,Wisła K.,Obrońca,8,0,"0,000",8,0,"0,000"
Rafał Pietrzak,Wisła K.,Obrońca,32,2,"0,063",22,2,"0,091"
Maciej Sadlok,Wisła K.,Obrońca,240,4,"0,017",132,3,"0,023"
Marcin Wasilewski,Wisła K.,Obrońca,173,18,"0,104",24,1,"0,042"
Vullnet Basha,Wisła K.,Pomocnik,23,1,"0,043",23,1,"0,043"
Rafał Boguski,Wisła K.,Pomocnik,298,57,"0,191",278,53,"0,191"
Tibor Halilović,Wisła K.,Pomocnik,27,1,"0,037",27,1,"0,037"
Jesús Imaz,Wisła K.,Pomocnik,37,8,"0,216",37,8,"0,216"
Dawid Kort,Wisła K.,Pomocnik,66,9,"0,136",7,1,"0,143"
Martin Košťál,Wisła K.,Pomocnik,10,1,"0,100",10,1,"0,100"
Kacper Laskoś,Wisła K.,Pomocnik,1,0,"0,000",1,0,"0,000"
Patryk Plewka,Wisła K.,Pomocnik,1,0,"0,000",1,0,"0,000"
Kamil Wojtkowski,Wisła K.,Pomocnik,35,1,"0,029",27,1,"0,037"
Marko Kolar,Wisła K.,Napastnik,8,1,"0,125",8,1,"0,125"
Zdeněk Ondrášek,Wisła K.,Napastnik,54,15,"0,278",54,15,"0,278"
Thomas Dähne,Wisła P.,Bramkarz,23,0,"0,000",23,0,"0,000"
Mateusz Kryczka,Wisła P.,Bramkarz,7,0,"0,000",7,0,"0,000"
Adam Dźwigała,Wisła P.,Obrońca,100,7,"0,070",33,0,"0,000"
Igor Łasicki,Wisła P.,Obrońca,24,2,"0,083",24,2,"0,083"
Krystian Miś,Wisła P.,Obrońca,8,0,"0,000",0,0,-
Bartłomiej Sielewski,Wisła P.,Obrońca,19,0,"0,000",19,0,"0,000"
Cezary Stefańczyk,Wisła P.,Obrońca,81,0,"0,000",68,0,"0,000"
Patryk Stępiński,Wisła P.,Obrońca,67,0,"0,000",45,0,"0,000"
Marcin Warcholak,Wisła P.,Obrońca,48,5,"0,104",5,0,"0,000"
Alan Uryga,Wisła P.,Obrońca,118,4,"0,034",24,4,"0,167"
Carlitos Oliveira,Wisła P.,Pomocnik,3,1,"0,333",3,1,"0,333"
Dominik Furman,Wisła P.,Pomocnik,143,11,"0,077",73,6,"0,082"
Jakub Łukowski,Wisła P.,Pomocnik,29,0,"0,000",19,0,"0,000"
Giorgi Merebaszwili,Wisła P.,Pomocnik,68,12,"0,176",68,12,"0,176"
Damian Rasak,Wisła P.,Pomocnik,26,0,"0,000",26,0,"0,000"
Semir Štilić,Wisła P.,Pomocnik,203,39,"0,192",31,4,"0,129"
Mateusz Szwoch,Wisła P.,Pomocnik,85,13,"0,153",7,0,"0,000"
Damian Szymański,Wisła P.,Pomocnik,71,5,"0,070",36,4,"0,111"
Nico Varela,Wisła P.,Pomocnik,38,9,"0,237",38,9,"0,237"
Karol Angielski,Wisła P.,Napastnik,45,2,"0,044",1,0,"0,000"
Ricardinho,Wisła P.,Napastnik,34,13,"0,382",7,6,"0,857"
Oskar Zawada,Wisła P.,Napastnik,14,0,"0,000",14,0,"0,000"
Konrad Forenc,Zagłębie,Bramkarz,18,0,"0,000",18,0,"0,000"
Dominik Hładun,Zagłębie,Bramkarz,22,0,"0,000",22,0,"0,000"
Piotr Leciejewski,Zagłębie,Bramkarz,19,0,"0,000",1,0,"0,000"
Saša Balić,Zagłębie,Obrońca,28,1,"0,036",28,1,"0,036"
