KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,2209963,9208,,
ARK,128147,8543,135741,9049
BBT,41453,2764,98576,6572
CRA,83283,5552,152208,10147
GÓR,285836,19056,166415,11094
JAG,143430,9562,147789,9853
KOR,112719,7515,118646,7910
LPO,292653,19510,180094,12006
LGD,164015,10934,134081,8939
LEG,250863,16724,213640,14243
PIA,66559,4437,114127,7608
POG,83181,5545,113687,7579
SAN,25994,1733,119586,7972
ŚLĄ,169977,11332,118112,7874
WIS,208538,13903,166577,11105
WPŁ,64546,4303,118113,7874
ZAG,88769,5918,112571,7505
