KLUB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Średnia,DR,ŚREDNIA,"182,23","182,62","182,55","182,64","182,69","182,91","182,72","182,95","182,94","182,65","182,72","182,78","182,56","182,49","182,66","182,67","182,96","182,84","182,70","182,92","182,85","182,79","182,95","182,77","183,10","182,85","182,89","183,11","183,31","183,24","183,23","182,92","183,03","183,00","183,03","183,09","183,43",,
Arka Gdynia,"181,00","181,36","180,09","180,82","181,09","182,18","180,64","182,09","182,36","182,09","180,55","180,45","180,27","181,36","179,45","183,55","183,27","183,00","181,55","182,00","181,00","182,09","182,73","180,36","182,36","182,00","181,36","182,00","181,82","182,55","182,64","181,36","182,09","182,64","180,18","182,27","182,73","181,66",ARK
Bruk-Bet Nieciecza,"182,00","184,91","184,00","183,00","183,00","183,45","183,36","181,55","184,18","183,64","184,09","181,64","181,18","182,18","181,82","180,91","182,36","181,00","182,09","183,64","184,91","182,82","183,55","182,27","182,09","182,73","183,00","181,45","183,91","183,91","183,36","182,18","183,91","182,82","183,09","184,55","184,73","182,95",BBT
Cracovia,"185,45","185,55","186,18","186,73","187,27","187,00","186,45","186,27","186,55","185,64","186,09","186,00","184,73","186,00","186,45","185,91","185,82","185,64","185,55","185,55","185,64","183,64","183,73","186,09","186,09","185,73","185,45","185,82","184,36","185,91","185,09","185,09","186,45","186,18","185,55","186,00","187,45","185,81",CRA
Górnik Zabrze,"184,09","184,09","184,09","184,09","184,09","184,09","184,27","184,18","184,27","184,27","184,18","184,18","183,73","184,09","184,18","184,18","184,18","184,18","184,18","185,18","184,18","184,82","185,00","185,09","185,09","185,18","184,91","185,00","184,36","185,64","184,73","184,82","185,64","185,64","185,55","185,18","185,55","184,60",GÓR
Jagiellonia Białystok,"183,36","184,09","183,36","184,18","184,18","184,64","182,82","183,91","183,36","182,45","183,09","184,00","183,73","183,18","183,91","183,36","183,36","184,45","183,82","183,73","183,73","183,73","183,27","182,82","182,82","182,82","182,27","183,09","183,82","183,27","184,45","183,91","183,55","182,91","185,09","185,09","185,09","183,64",JAG
Korona Kielce,"181,55","181,64","181,73","181,73","181,73","182,55","183,73","183,73","183,27","184,18","184,18","184,73","185,45","185,45","184,55","185,55","184,55","185,27","186,00","185,82","185,18","185,55","185,09","185,55","185,73","183,64","184,82","184,91","184,73","183,36","184,18","185,00","184,91","184,45","185,73","185,27","184,18","184,31",KOR
Lech Poznań,"180,18","180,82","179,82","181,45","181,73","180,55","180,73","182,36","182,55","183,55","182,55","181,55","182,09","180,91","180,91","180,91","181,64","181,09","181,64","181,82","181,82","181,27","181,09","180,64","181,73","181,18","180,73","180,73","182,64","180,82","181,09","180,73","180,91","180,55","181,64","181,82","181,82","181,35",LPO
Lechia Gdańsk,"186,09","186,09","187,00","185,55","186,91","185,09","184,64","184,55","185,09","183,91","183,73","184,73","184,91","184,64","184,82","184,82","184,73","184,09","183,73","183,91","183,55","183,82","183,82","182,73","182,91","183,09","183,82","184,27","185,55","185,09","185,45","185,36","182,82","184,45","184,64","183,82","184,91","184,57",LGD
Legia Warszawa,"181,91","181,18","181,27","182,09","181,27","183,00","182,00","183,36","181,64","182,55","182,55","182,82","182,82","182,82","182,73","182,55","182,55","182,55","181,64","182,55","182,00","183,00","182,64","182,55","182,36","183,00","181,36","181,27","182,45","182,55","183,18","182,18","182,18","182,45","181,18","181,82","182,18","182,28",LEG
Piast Gliwice,"179,73","180,00","181,09","179,73","179,91","181,18","182,09","182,09","179,73","180,36","181,73","181,82","180,55","181,45","181,45","180,36","180,64","181,91","181,45","179,82","180,45","182,00","181,82","181,82","181,55","181,82","181,82","181,82","181,82","182,64","181,73","180,27","182,09","182,64","180,82","180,55","180,45","181,17",PIA
Pogoń Szczecin,"182,27","181,91","181,45","182,09","182,09","182,09","182,09","182,09","183,27","182,18","181,36","181,82","181,09","180,45","182,73","182,00","181,73","182,82","182,73","182,18","181,91","182,18","182,18","183,27","184,73","183,27","182,45","182,36","181,64","183,27","183,27","183,82","182,36","182,18","184,91","181,00","183,82","182,41",POG
