KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,47,47,35,6,58,57,40,23,313,135,178
Cracovia,1,4,2,0,1,5,1,0,14,7,7
Górnik Zabrze,2,3,3,0,3,0,2,0,13,8,5
Jagiellonia,3,4,2,0,5,5,6,4,29,9,20
Lech Poznań,5,2,1,0,4,4,4,1,21,8,13
Lechia Gdańsk,4,1,3,0,3,4,3,1,19,8,11
Legia Warszawa,2,0,0,1,2,0,0,0,5,3,2
Piast Gliwice,4,3,3,0,3,1,2,1,17,10,7
Podbeskidzie,3,5,7,1,7,6,3,5,37,16,21
Pogoń Szczecin,3,2,3,2,3,2,0,0,15,10,5
Raków Częstochowa,3,2,2,1,3,4,0,1,16,8,8
Stal Mielec,4,4,3,1,1,6,5,3,27,12,15
Śląsk Wrocław,0,2,2,0,5,4,5,1,19,4,15
Warta Poznań,2,3,1,0,5,1,3,2,17,6,11
Wisła Kraków,2,3,1,0,3,4,3,2,18,6,12
Wisła Płock,5,3,2,0,6,6,2,1,25,10,15
Zagłębie Lubin,4,6,0,0,4,5,1,1,21,10,11
