ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""20""",CZAS
Daniel Dudziński,Zagłębie,0,0,0,0,5,0
Mateusz Kizyma,Zagłębie,0,0,0,0,1,0
Łukasz Łakomy,Zagłębie,8,0,0,8,15,123
Dawid Pakulski,Zagłębie,1,0,0,1,5,10
Łukasz Poręba,Zagłębie,24,8,18,6,25,1550
Adam Ratajczyk,Zagłębie,14,0,1,13,15,289
Filip Starzyński,Zagłębie,26,11,25,1,27,2082
Miroslav Stoch,Zagłębie,8,1,6,2,13,459
Jakub Sypek,Zagłębie,1,0,0,1,4,1
Sasa Zivec,Zagłębie,11,8,8,3,11,806
Jakub Żubrowski,Zagłębie,27,13,22,5,29,1789
Samuel Mraz,Zagłębie,27,0,13,14,30,1124
Karol Podliński,Zagłębie,12,4,12,0,12,948
Rok Sirk,Zagłębie,16,0,3,13,18,459
Oliwier Sławiński,Zagłębie,0,0,0,0,1,0
Patryk Szysz,Zagłębie,30,18,27,3,30,2418
