KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
4,Pogoń,Śląsk,14,12,5,4,1,0,"1,64","1,12","0,12","0,09",50%,25%,25%
4,Legia,Górnik,14,10,4,5,1,3,"0,96","2,06","0,07","0,21",15%,20%,65%
4,Zagłębie,Cracovia,16,10,6,5,1,1,"0,86","1,03","0,05","0,10",29%,32%,39%
4,Lech,Warta,14,8,4,2,1,0,"1,60","0,88","0,11","0,11",55%,25%,20%
4,Piast,Jagiellonia,16,10,3,5,0,1,"1,45","0,52","0,09","0,05",61%,26%,13%
5,Wisła P,Warta,14,18,5,5,0,3,"0,63","1,16","0,04","0,06",20%,31%,49%
5,Górnik,Wisła K,18,14,3,1,0,0,"1,27","1,42","0,07","0,10",33%,26%,41%
5,Cracovia,Raków,19,18,8,6,2,2,"1,11","1,46","0,06","0,08",28%,26%,45%
5,Lechia,Podbeskidzie,20,5,7,1,3,0,"1,59","0,36","0,08","0,07",69%,23%,7%
5,Jagiellonia,Zagłębie,14,12,1,5,0,1,"0,74","0,55","0,05","0,05",36%,40%,24%
5,Stal,Piast,8,24,4,6,3,2,"1,89","1,56","0,24","0,07",47%,23%,30%
6,Raków,Wisła P,10,5,7,0,3,0,"1,08","0,49","0,11","0,10",51%,33%,16%
6,Śląsk,Cracovia,22,16,10,6,3,1,"1,79","2,41","0,08","0,15",28%,20%,52%
6,Podbeskidzie,Stal,11,8,4,1,1,0,"1,27","0,50","0,12","0,06",57%,29%,14%
6,Zagłębie,Górnik,5,16,2,6,1,0,"0,43","1,09","0,09","0,07",14%,33%,53%
6,Piast,Lech,10,17,3,8,1,4,"1,22","2,08","0,12","0,12",21%,21%,58%
7,Cracovia,Piast,8,18,3,7,1,0,"1,21","2,99","0,15","0,17",11%,14%,75%
7,Górnik,Raków,9,17,3,6,1,3,"0,65","1,76","0,07","0,10",12%,22%,65%
7,Jagiellonia,Lech,7,20,4,4,2,1,"0,89","1,88","0,13","0,09",16%,22%,61%
7,Wisła P,Śląsk,13,15,2,4,1,0,"1,35","1,92","0,10","0,13",26%,23%,51%
7,Stal,Wisła K,13,20,5,14,0,6,"0,71","2,40","0,05","0,12",8%,15%,76%
7,Legia,Zagłębie,21,10,3,3,2,1,"1,58","1,59","0,08","0,16",37%,24%,38%
7,Podbeskidzie,Warta,13,8,3,3,1,2,"1,91","0,82","0,15","0,10",64%,21%,14%
7,Lechia,Pogoń,10,12,1,5,0,1,"0,36","0,74","0,04","0,06",16%,42%,42%
5,Legia,Śląsk,21,6,3,2,2,1,"1,63","0,48","0,08","0,08",67%,23%,10%
8,Piast,Wisła P,13,8,6,5,2,2,"2,00","0,47","0,15","0,06",76%,17%,7%
8,Zagłębie,Lechia,10,21,4,5,1,1,"0,83","3,80","0,08","0,18",3%,7%,89%
8,Wisła K,Podbeskidzie,13,16,7,5,3,0,"1,51","0,63","0,12","0,04",60%,26%,15%
8,Śląsk,Jagiellonia,15,13,3,3,1,0,"0,93","0,82","0,06","0,06",36%,33%,30%
8,Pogoń,Legia,8,17,1,5,0,0,"0,58","1,18","0,07","0,07",18%,31%,51%
8,Raków,Stal,22,7,8,4,2,1,"1,88","0,84","0,09","0,12",63%,22%,15%
8,Lech,Cracovia,22,11,9,2,1,1,"1,36","0,93","0,06","0,08",47%,28%,25%
8,Warta,Górnik,6,14,1,6,0,1,"0,25","1,69","0,04","0,12",4%,20%,76%
6,Wisła K,Lechia,14,15,5,6,1,2,"0,96","1,62","0,07","0,11",21%,25%,54%
6,Pogoń,Jagiellonia,16,2,6,1,2,0,"2,18","0,12","0,14","0,06",87%,11%,1%
6,Warta,Legia,5,9,2,6,0,3,"0,22","1,53","0,04","0,17",4%,22%,74%
9,Stal,Warta,11,14,5,2,0,1,"0,81","1,20","0,07","0,09",25%,30%,45%
9,Cracovia,Jagiellonia,10,8,5,5,3,1,"0,99","0,62","0,10","0,08",44%,34%,22%
10,Śląsk,Górnik,15,17,5,3,0,0,"0,94","0,79","0,06","0,05",37%,34%,29%
9,Legia,Lech,15,12,6,7,2,0,"1,36","0,97","0,09","0,08",46%,28%,26%
9,Raków,Wisła K,15,12,5,2,0,0,"1,16","0,41","0,08","0,03",56%,31%,13%
10,Pogoń,Podbeskidzie,16,12,5,1,1,1,"1,53","0,71","0,10","0,06",58%,26%,17%
9,Lechia,Śląsk,15,14,5,4,3,2,"1,31","0,99","0,09","0,07",44%,28%,28%
9,Górnik,Piast,15,5,6,4,1,2,"0,76","0,70","0,05","0,14",33%,37%,30%
10,Zagłębie,Stal,16,11,6,4,2,2,"1,00","0,71","0,06","0,06",41%,33%,25%
10,Warta,Wisła K,8,15,3,3,2,1,"1,36","0,74","0,17","0,05",53%,28%,19%
10,Lech,Raków,14,21,5,13,3,3,"1,68","3,08","0,12","0,15",17%,16%,67%
10,Cracovia,Legia,12,16,2,5,0,1,"0,53","0,99","0,04","0,06",19%,35%,46%
10,Piast,Lechia,7,16,3,5,2,0,"1,51","1,18","0,22","0,07",46%,26%,28%
10,Jagiellonia,Wisła P,14,16,9,6,5,2,"1,45","1,73","0,10","0,11",32%,24%,44%
9,Podbeskidzie,Zagłębie,12,10,4,4,2,1,"2,85","0,64","0,24","0,06",85%,10%,4%
11,Wisła P,Cracovia,9,20,3,4,0,1,"0,42","2,33","0,05","0,12",5%,14%,82%
11,Górnik,Pogoń,27,6,12,3,2,1,"3,12","0,83","0,12","0,14",83%,11%,6%
11,Stal,Jagiellonia,16,11,7,2,3,1,"1,65","0,81","0,10","0,07",58%,24%,18%
11,Podbeskidzie,Śląsk,14,6,6,3,0,2,"0,89","0,47","0,06","0,08",44%,37%,18%
11,Wisła K,Zagłębie,8,11,3,4,1,2,"0,43","1,18","0,05","0,11",13%,31%,56%
11,Raków,Warta,13,10,4,0,1,0,"1,40","0,99","0,11","0,10",47%,27%,26%
11,Legia,Piast,21,7,9,3,2,2,"2,06","0,29","0,10","0,04",81%,15%,4%
11,Lechia,Lech,18,17,5,4,0,1,"0,56","1,48","0,03","0,09",13%,26%,61%
9,Wisła P,Pogoń,13,6,4,2,0,0,"0,62","0,41","0,05","0,07",34%,45%,20%
12,Cracovia,Wisła K,13,8,3,2,1,1,"1,74","1,42","0,13","0,18",45%,24%,31%
12,Jagiellonia,Warta,16,14,7,6,4,3,"3,30","1,69","0,21","0,12",71%,15%,15%
12,Śląsk,Raków,12,15,6,3,1,0,"0,61","1,39","0,05","0,09",16%,27%,57%
12,Legia,Lechia,16,9,6,1,2,0,"1,95","0,50","0,12","0,06",74%,19%,8%
12,Piast,Zagłębie,11,8,3,1,1,1,"1,07","0,80","0,10","0,10",42%,32%,26%
12,Lech,Podbeskidzie,20,10,9,2,4,0,"2,48","0,59","0,12","0,06",80%,14%,6%
12,Pogoń,Stal,19,4,4,1,2,0,"1,68","0,20","0,09","0,05",76%,20%,4%
12,Wisła P,Górnik,8,6,5,1,0,1,"0,69","0,18","0,09","0,03",45%,46%,9%
13,Podbeskidzie,Piast,8,15,2,7,0,5,"0,69","1,98","0,09","0,13",11%,20%,69%
13,Zagłębie,Śląsk,18,7,7,5,2,1,"3,30","0,49","0,18","0,07",91%,7%,2%
13,Warta,Pogoń,9,12,2,4,1,2,"1,15","1,01","0,13","0,08",39%,30%,31%
13,Górnik,Cracovia,13,12,4,2,0,2,"1,01","1,82","0,08","0,15",19%,23%,57%
13,Wisła K,Legia,8,13,5,5,1,2,"0,77","1,26","0,10","0,10",22%,29%,48%
13,Stal,Lech,15,13,5,5,1,1,"1,05","1,40","0,07","0,11",27%,27%,45%
13,Raków,Jagiellonia,17,12,5,3,3,2,"2,91","1,03","0,17","0,09",77%,14%,9%
13,Lechia,Wisła P,11,14,3,5,0,1,"0,59","0,96","0,05","0,07",22%,35%,43%
5,Lech,Pogoń,16,15,6,10,0,3,"1,02","2,22","0,06","0,15",15%,19%,66%
14,Śląsk,Warta,15,17,5,5,2,1,"1,25","1,44","0,08","0,08",32%,26%,41%
14,Wisła P,Podbeskidzie,12,1,7,1,4,0,"1,57","0,14","0,13","0,14",77%,21%,3%
14,Legia,Stal,15,8,6,7,2,3,"1,21","2,53","0,08","0,32",14%,17%,69%
14,Pogoń,Zagłębie,18,6,11,2,1,0,"0,87","0,21","0,05","0,03",52%,40%,8%
14,Cracovia,Lechia,12,10,2,6,0,3,"0,63","1,39","0,05","0,14",16%,27%,56%
14,Lech,Wisła K,26,8,10,4,0,1,"1,89","0,44","0,07","0,06",73%,19%,7%
14,Piast,Raków,11,12,2,2,0,0,"0,60","0,64","0,05","0,05",28%,41%,31%
14,Jagiellonia,Górnik,12,14,5,4,1,0,"1,06","0,78","0,09","0,06",42%,32%,26%
15,Zagłębie,Wisła P,6,13,2,5,0,2,"0,40","1,63","0,07","0,13",8%,22%,70%
15,Raków,Pogoń,7,9,1,4,0,1,"0,36","1,33","0,05","0,15",9%,27%,64%
15,Warta,Cracovia,8,5,4,2,1,0,"0,39","0,28","0,05","0,06",26%,56%,17%
15,Lechia,Jagiellonia,11,13,2,7,0,2,"0,70","0,93","0,06","0,07",26%,35%,40%
15,Górnik,Lech,10,9,2,3,1,1,"0,72","0,70","0,07","0,08",32%,38%,30%
15,Wisła K,Piast,17,16,5,9,3,4,"1,76","2,11","0,10","0,13",32%,22%,47%
15,Podbeskidzie,Legia,9,15,3,4,1,0,"0,92","0,92","0,10","0,06",34%,33%,34%
15,Stal,Śląsk,15,8,5,1,0,0,"0,84","0,21","0,06","0,03",50%,41%,9%
16,Lechia,Warta,16,5,4,2,1,1,"0,48","1,25","0,03","0,25",13%,29%,59%
16,Lech,Zagłębie,17,8,2,3,0,0,"1,07","0,71","0,06","0,09",43%,33%,24%
16,Piast,Śląsk,19,8,6,2,2,0,"1,68","0,31","0,09","0,04",73%,21%,6%
16,Pogoń,Cracovia,13,4,4,0,1,0,"1,16","0,11","0,09","0,03",66%,30%,3%
16,Legia,Raków,13,10,10,2,2,0,"2,80","1,31","0,22","0,13",71%,16%,13%
16,Podbeskidzie,Górnik,15,10,6,5,2,1,"2,37","1,17","0,16","0,12",65%,19%,16%
16,Wisła K,Jagiellonia,18,14,10,7,2,0,"1,98","1,00","0,11","0,07",61%,22%,18%
17,Śląsk,Wisła K,7,20,2,5,1,1,"0,38","1,62","0,05","0,08",8%,23%,69%
17,Cracovia,Podbeskidzie,19,6,5,2,1,1,"2,13","1,09","0,11","0,18",62%,21%,17%
17,Pogoń,Piast,9,6,4,2,0,0,"0,54","0,52","0,06","0,09",28%,45%,27%
17,Raków,Lechia,14,11,9,3,0,1,"0,81","1,03","0,06","0,09",27%,32%,40%
17,Wisła P,Lech,9,10,4,1,1,0,"1,53","0,75","0,17","0,08",57%,26%,17%
17,Jagiellonia,Legia,6,17,3,5,1,1,"1,26","2,13","0,21","0,13",21%,22%,58%
17,Warta,Zagłębie,12,10,4,1,1,0,"1,10","0,72","0,09","0,07",45%,32%,23%
17,Górnik,Stal,23,9,7,2,2,1,"1,61","1,26","0,07","0,14",45%,25%,30%
18,Stal,Cracovia,9,10,3,5,0,0,"1,21","0,84","0,13","0,08",45%,30%,25%
18,Wisła K,Pogoń,12,17,7,4,1,1,"0,71","1,00","0,06","0,06",25%,33%,42%
18,Legia,Wisła P,17,5,11,3,5,2,"3,74","0,45","0,22","0,09",94%,4%,1%
18,Podbeskidzie,Jagiellonia,20,11,5,5,1,1,"1,39","1,40","0,07","0,13",37%,26%,37%
18,Lechia,Górnik,14,17,4,5,2,0,"1,74","0,99","0,12","0,06",56%,24%,20%
18,Zagłębie,Raków,13,13,2,3,1,1,"0,71","0,84","0,05","0,06",28%,36%,36%
18,Lech,Śląsk,15,7,3,1,1,0,"1,16","0,33","0,08","0,05",59%,31%,10%
18,Piast,Warta,20,4,6,1,0,1,"1,21","0,78","0,06","0,19",46%,31%,24%
19,Raków,Podbeskidzie,11,12,4,1,1,0,"0,83","0,47","0,08","0,04",42%,39%,19%
19,Warta,Lech,8,16,2,7,1,2,"0,52","1,48","0,07","0,09",12%,26%,62%
19,Stal,Lechia,30,10,11,2,0,1,"1,81","0,95","0,06","0,10",58%,23%,19%
19,Jagiellonia,Piast,6,20,2,5,0,1,"0,30","1,51","0,05","0,08",7%,24%,69%
19,Górnik,Legia,13,13,4,3,1,2,"1,65","1,27","0,13","0,10",46%,25%,29%
19,Wisła P,Wisła K,10,12,3,7,1,3,"1,07","0,85","0,11","0,07",40%,32%,28%
19,Cracovia,Zagłębie,12,19,3,11,1,4,"1,58","2,07","0,13","0,11",29%,22%,49%
19,Śląsk,Pogoń,10,18,3,6,2,1,"0,62","0,92","0,06","0,05",23%,36%,41%
16,Stal,Wisła P,16,6,6,4,2,2,"1,83","1,07","0,11","0,18",55%,24%,21%
20,Wisła K,Górnik,16,12,3,3,0,0,"0,86","0,54","0,05","0,05",41%,37%,22%
20,Podbeskidzie,Lechia,9,16,5,7,2,2,"1,13","2,34","0,13","0,15",16%,19%,65%
20,Zagłębie,Jagiellonia,25,8,7,1,3,0,"3,06","0,75","0,12","0,09",84%,11%,5%
20,Raków,Cracovia,6,10,1,2,0,0,"0,16","0,53","0,03","0,05",9%,54%,37%
20,Piast,Stal,15,15,4,8,2,1,"0,99","1,89","0,07","0,13",18%,22%,59%
20,Pogoń,Lech,15,11,4,3,0,1,"1,56","1,12","0,10","0,10",48%,26%,26%
20,Śląsk,Legia,11,11,4,2,0,1,"0,72","0,67","0,07","0,06",32%,38%,29%
20,Warta,Wisła P,10,11,4,2,2,0,"1,56","0,56","0,16","0,05",64%,24%,12%
21,Cracovia,Śląsk,14,12,6,6,1,1,"0,95","0,56","0,07","0,05",44%,35%,21%
21,Jagiellonia,Pogoń,7,10,1,3,0,1,"0,32","0,59","0,05","0,06",17%,48%,36%
21,Wisła P,Raków,7,14,4,4,2,2,"0,72","2,63","0,10","0,19",6%,13%,80%
21,Lechia,Wisła K,15,15,7,3,2,0,"1,89","1,00","0,13","0,07",59%,22%,19%
21,Legia,Warta,16,9,9,5,3,2,"1,37","1,03","0,09","0,11",45%,28%,28%
21,Górnik,Zagłębie,18,17,10,6,2,0,"1,28","1,09","0,07","0,06",41%,28%,31%
21,Lech,Piast,13,11,7,5,0,0,"0,99","0,80","0,08","0,07",39%,33%,28%
21,Stal,Podbeskidzie,17,12,4,5,2,1,"1,29","0,97","0,08","0,08",44%,29%,28%
22,Piast,Cracovia,11,10,6,5,2,0,"0,94","0,72","0,09","0,07",39%,34%,26%
22,Pogoń,Lechia,19,11,6,4,1,0,"1,04","0,73","0,05","0,07",42%,33%,25%
22,Śląsk,Wisła P,16,10,3,4,0,0,"0,92","0,50","0,06","0,05",44%,36%,19%
22,Raków,Górnik,16,6,6,2,0,0,"0,78","0,29","0,05","0,05",45%,42%,13%
22,Lech,Jagiellonia,17,10,6,5,2,3,"1,23","1,57","0,07","0,16",29%,25%,46%
22,Warta,Podbeskidzie,9,4,2,0,2,0,"0,93","0,15","0,10","0,04",57%,37%,6%
22,Wisła K,Stal,19,10,7,6,3,1,"1,78","1,57","0,09","0,16",42%,24%,34%
22,Zagłębie,Legia,6,17,0,8,0,4,"0,25","2,82","0,04","0,17",1%,7%,91%
23,Wisła P,Piast,6,11,2,2,0,1,"0,37","1,37","0,06","0,12",9%,27%,64%
23,Legia,Pogoń,13,14,7,6,4,2,"1,43","2,29","0,11","0,16",22%,20%,58%
23,Cracovia,Lech,11,11,5,2,2,1,"1,17","1,79","0,11","0,16",24%,24%,53%
23,Górnik,Warta,14,15,1,7,1,2,"0,75","1,00","0,05","0,07",26%,33%,41%
23,Podbeskidzie,Wisła K,23,18,7,4,2,0,"2,46","1,33","0,11","0,07",63%,19%,18%
23,Jagiellonia,Śląsk,17,14,4,3,0,1,"1,24","1,32","0,07","0,09",34%,27%,39%
23,Lechia,Zagłębie,16,18,7,4,3,1,"1,40","1,80","0,09","0,10",29%,24%,47%
24,Jagiellonia,Cracovia,10,14,5,6,2,1,"0,74","1,66","0,07","0,12",15%,24%,61%
24,Wisła K,Raków,14,11,4,5,1,2,"1,91","1,77","0,14","0,16",42%,23%,36%
24,Pogoń,Wisła P,9,7,5,1,2,0,"0,97","0,37","0,11","0,05",51%,36%,13%
24,Warta,Stal,12,9,3,1,0,0,"0,35","0,47","0,03","0,05",20%,51%,29%
24,Śląsk,Lechia,14,10,5,3,1,1,"1,81","0,75","0,13","0,07",64%,22%,14%
24,Zagłębie,Podbeskidzie,14,16,7,5,2,1,"2,45","0,87","0,17","0,05",74%,16%,10%
24,Lech,Legia,9,7,3,5,0,0,"0,70","0,60","0,08","0,09",33%,40%,27%
24,Piast,Górnik,12,10,5,3,1,0,"1,51","0,78","0,13","0,08",56%,26%,18%
25,Podbeskidzie,Pogoń,10,11,4,7,0,2,"0,37","2,14","0,04","0,19",4%,14%,82%
25,Górnik,Śląsk,13,8,7,4,1,1,"0,91","0,39","0,07","0,05",47%,38%,15%
25,Lechia,Piast,13,20,6,8,2,2,"2,98","2,53","0,23","0,13",49%,18%,32%
25,Raków,Lech,8,12,6,3,3,1,"1,06","0,85","0,13","0,07",40%,32%,28%
25,Wisła K,Warta,17,13,1,6,0,1,"0,96","1,11","0,06","0,09",30%,30%,39%
25,Stal,Zagłębie,27,12,4,5,0,2,"3,33","1,70","0,12","0,14",70%,15%,15%
25,Wisła P,Jagiellonia,13,16,6,7,2,2,"1,10","1,02","0,08","0,06",37%,30%,33%
25,Legia,Cracovia,21,10,6,4,0,0,"1,25","0,71","0,06","0,07",49%,30%,21%
26,Pogoń,Górnik,9,8,2,3,1,0,"0,73","0,53","0,08","0,07",37%,40%,23%
26,Warta,Raków,10,8,4,6,0,1,"1,85","1,13","0,19","0,14",55%,23%,21%
26,Lech,Lechia,13,8,4,1,3,0,"2,09","0,49","0,16","0,06",77%,17%,6%
26,Śląsk,Podbeskidzie,15,18,7,5,4,3,"0,88","2,32","0,06","0,13",12%,17%,71%
26,Jagiellonia,Stal,18,18,7,8,3,3,"1,28","1,80","0,07","0,10",27%,23%,50%
26,Zagłębie,Wisła K,14,13,8,3,4,0,"1,49","0,80","0,11","0,06",54%,26%,19%
26,Cracovia,Wisła P,10,5,5,1,1,0,"1,22","0,57","0,12","0,11",53%,30%,17%
26,Piast,Legia,6,27,0,5,0,1,"0,52","2,64","0,09","0,10",5%,12%,84%
27,Raków,Śląsk,13,8,6,4,2,0,"0,94","0,43","0,07","0,05",47%,36%,16%
27,Podbeskidzie,Lech,11,12,3,4,1,0,"0,40","0,99","0,04","0,08",14%,35%,50%
27,Górnik,Wisła P,13,9,3,4,0,2,"1,55","0,70","0,12","0,08",59%,25%,16%
27,Zagłębie,Piast,5,13,3,6,2,2,"0,57","1,37","0,11","0,11",15%,28%,57%
27,Wisła K,Cracovia,11,11,2,1,0,0,"0,80","1,16","0,07","0,11",25%,31%,45%
27,Warta,Jagiellonia,13,10,6,3,2,0,"0,58","0,53","0,04","0,05",30%,44%,26%
27,Stal,Pogoń,6,24,2,5,1,0,"0,37","1,94","0,06","0,08",6%,18%,77%
27,Lechia,Legia,6,15,0,3,0,1,"0,51","1,81","0,08","0,12",9%,21%,70%
28,Jagiellonia,Raków,9,10,5,5,0,0,"0,64","2,04","0,07","0,20",9%,18%,73%
28,Wisła P,Lechia,18,8,10,4,1,3,"2,40","1,92","0,13","0,24",49%,21%,30%
28,Śląsk,Zagłębie,15,7,1,1,0,0,"0,63","0,40","0,04","0,06",35%,45%,20%
28,Legia,Wisła K,7,7,2,1,0,0,"0,60","0,23","0,09","0,03",39%,49%,12%
28,Pogoń,Warta,14,6,3,2,1,1,"2,22","0,33","0,16","0,06",83%,13%,4%
28,Lech,Stal,19,5,2,4,1,1,"0,78","0,43","0,04","0,09",41%,40%,19%
28,Piast,Podbeskidzie,9,13,5,4,2,0,"0,67","1,15","0,07","0,09",21%,31%,47%
28,Cracovia,Górnik,11,14,3,3,1,0,"1,39","0,92","0,13","0,07",49%,28%,24%
23,Stal,Raków,7,11,3,2,0,1,"0,53","1,54","0,08","0,14",12%,25%,64%
29,Górnik,Jagiellonia,19,13,7,3,3,1,"2,96","1,62","0,16","0,12",66%,17%,17%
29,Zagłębie,Pogoń,10,10,1,5,1,1,"1,17","0,85","0,12","0,08",44%,30%,26%
29,Podbeskidzie,Wisła P,9,10,2,3,1,1,"0,41","1,00","0,05","0,10",14%,35%,51%
29,Lechia,Cracovia,16,9,2,2,1,1,"1,12","1,12","0,07","0,12",35%,29%,36%
29,Wisła K,Lech,5,15,1,3,1,1,"0,22","1,26","0,04","0,08",6%,29%,65%
29,Warta,Śląsk,10,14,3,7,2,3,"0,94","1,67","0,09","0,12",20%,25%,55%
29,Stal,Legia,8,12,4,3,0,0,"0,61","1,14","0,08","0,10",19%,32%,49%
29,Raków,Piast,9,13,6,1,1,0,"1,11","0,96","0,12","0,07",39%,30%,30%
30,Cracovia,Warta,6,13,0,2,0,1,"0,46","1,64","0,08","0,13",9%,23%,68%
30,Jagiellonia,Lechia,15,20,7,6,2,1,"1,83","2,53","0,12","0,13",27%,20%,54%
30,Lech,Górnik,15,17,8,7,1,1,"1,56","0,86","0,10","0,05",54%,26%,20%
30,Legia,Podbeskidzie,14,15,4,3,1,0,"1,31","0,86","0,09","0,06",48%,29%,24%
30,Piast,Wisła K,19,9,6,5,2,2,"2,14","0,85","0,11","0,09",68%,19%,13%
30,Pogoń,Raków,14,10,2,5,1,3,"1,10","1,51","0,08","0,15",27%,26%,47%
30,Śląsk,Stal,13,15,4,7,1,1,"0,63","1,69","0,05","0,11",13%,23%,64%
30,Wisła P,Zagłębie,17,7,10,1,4,0,"2,05","0,66","0,12","0,09",71%,19%,10%
