KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,793,793
Cracovia,50,55
Górnik,38,83
Jagiellonia,49,69
Lech,45,51
Lechia,55,44
Legia,47,38
Piast,55,46
Podbeskidzie,49,54
Pogoń,63,51
Raków,47,19
Stal,45,41
Śląsk,46,47
Warta,48,58
Wisła K,60,47
Wisła P,39,49
Zagłębie,57,41
