KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,40,43,42,6,44,41,46,14,276,131,145
Cracovia,2,2,2,0,2,1,1,0,10,6,4
Górnik Zabrze,2,1,1,0,3,1,1,0,9,4,5
Jagiellonia,4,2,2,0,3,2,2,1,16,8,8
Lech Poznań,3,3,3,1,2,3,4,1,20,10,10
Lechia Gdańsk,3,0,4,0,1,4,3,2,17,7,10
Legia Warszawa,4,6,0,0,1,4,4,0,19,10,9
Piast Gliwice,0,4,4,0,5,1,4,3,21,8,13
Podbeskidzie,1,3,3,0,1,2,2,0,12,7,5
Pogoń Szczecin,5,2,2,2,3,3,1,1,19,11,8
Raków Częstochowa,2,4,7,1,3,4,4,2,27,14,13
Stal Mielec,3,2,3,0,4,1,3,3,19,8,11
Śląsk Wrocław,1,3,1,0,2,3,5,0,15,5,10
Warta Poznań,1,3,2,0,5,2,6,0,19,6,13
Wisła Kraków,4,4,3,0,4,2,2,1,20,11,9
Wisła Płock,2,4,2,1,4,4,2,0,19,9,10
Zagłębie Lubin,3,0,3,1,1,4,2,0,14,7,7
