KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,46,52,56,13,63,55,53,21,359,167,192
Bruk-Bet,4,2,1,0,8,5,5,1,26,7,19
Cracovia,2,5,5,1,1,2,1,2,19,13,6
Górnik Łęczna,5,4,3,0,5,6,3,1,27,12,15
Górnik Zabrze,4,1,1,1,6,4,3,1,21,7,14
Jagiellonia,3,3,4,1,3,3,3,0,20,11,9
Lech Poznań,1,1,2,0,1,1,1,0,7,4,3
Lechia Gdańsk,1,1,2,0,3,1,3,0,11,4,7
Legia Warszawa,0,3,5,2,4,1,6,0,21,10,11
Piast Gliwice,0,3,4,1,3,5,4,2,22,8,14
Pogoń Szczecin,0,3,4,0,4,4,4,0,19,7,12
Radomiak Radom,3,5,4,0,2,3,4,1,22,12,10
Raków Częstochowa,0,1,2,0,2,6,1,1,13,3,10
Stal Mielec,2,4,3,2,5,0,3,2,21,11,10
Śląsk Wrocław,4,4,3,1,4,4,3,2,25,12,13
Warta Poznań,1,3,3,3,3,4,2,3,22,10,12
Wisła Kraków,7,3,1,1,2,2,2,3,21,12,9
Wisła Płock,0,2,3,0,2,3,2,2,14,5,9
Zagłębie Lubin,9,4,6,0,5,1,3,0,28,19,9
