Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność obr.,RAZEM,77,8,17,102,"16,67%"
BBT,6,0,2,8,"25,00%"
CRA,4,0,0,4,"0,00%"
GKŁ,2,1,0,3,"0,00%"
GÓR,9,0,1,10,"10,00%"
JAG,6,0,0,6,"0,00%"
LPO,6,0,0,6,"0,00%"
LGD,6,0,1,7,"14,29%"
LEG,5,1,1,7,"14,29%"
PIA,4,2,0,6,"0,00%"
POG,3,0,1,4,"25,00%"
RAD,3,1,1,5,"20,00%"
RCZ,2,0,1,3,"33,33%"
STM,4,0,3,7,"42,86%"
ŚLĄ,0,1,1,2,"50,00%"
WAR,3,1,1,5,"20,00%"
WIS,6,1,0,7,"0,00%"
WPŁ,3,0,2,5,"40,00%"
ZAG,5,0,2,7,"28,57%"
