KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
30,Piast,Jagiellonia,11,13,5,7,2,1,"1,69","1,23","0,15","0,09",49%,25%,27%
30,Lechia,Warta,10,13,3,3,2,0,"1,39","0,96","0,14","0,07",47%,28%,25%
30,Lech,Stal,22,6,5,1,3,1,"1,55","0,21","0,07","0,03",73%,23%,4%
30,Raków,Górnik Ł,19,5,6,4,2,1,"2,47","0,30","0,13","0,06",87%,11%,3%
30,Pogoń,Legia,13,16,5,3,3,0,"0,67","0,86","0,05","0,05",26%,36%,38%
30,Wisła K,Wisła P,15,9,6,6,3,4,"1,55","1,96","0,10","0,22",29%,23%,48%
31,Warta,Piast,7,11,3,3,2,2,"1,30","0,80","0,19","0,07",50%,29%,22%
31,Górnik Z,Radomiak,12,8,8,1,0,0,"1,10","0,68","0,09","0,09",46%,32%,22%
31,Jagiellonia,Śląsk,18,8,5,2,1,0,"1,05","0,50","0,06","0,06",49%,34%,17%
31,Zagłębie,Lechia,21,3,7,1,2,1,"2,23","0,19","0,11","0,06",86%,12%,2%
31,Stal,Legia,10,6,3,5,2,1,"0,79","0,85","0,08","0,14",31%,35%,34%
31,Bruk-Bet,Wisła P,11,8,5,2,1,0,"1,30","0,58","0,12","0,07",55%,29%,16%
31,Cracovia,Wisła K,14,9,5,3,0,0,"1,24","0,56","0,09","0,06",54%,30%,16%
32,Radomiak,Zagłębie,9,9,4,7,1,6,"1,12","1,67","0,12","0,19",24%,25%,51%
32,Legia,Górnik Z,15,7,7,3,5,3,"2,37","0,75","0,16","0,11",75%,16%,9%
32,Wisła P,Warta,6,14,1,6,0,3,"0,29","0,93","0,05","0,07",11%,38%,51%
32,Śląsk,Pogoń,10,18,5,10,1,1,"0,36","1,60","0,04","0,09",7%,23%,70%
32,Wisła K,Jagiellonia,12,9,2,2,0,0,"1,34","0,55","0,11","0,06",57%,28%,14%
32,Lechia,Stal,14,13,7,8,3,2,"1,27","1,09","0,09","0,08",40%,28%,31%
32,Raków,Cracovia,17,7,4,1,1,1,"1,70","0,42","0,10","0,06",70%,22%,8%
32,Piast,Lech,8,10,2,3,1,2,"0,61","0,89","0,08","0,09",23%,36%,40%
32,Górnik Ł,Bruk-Bet,8,19,2,6,1,1,"0,61","2,45","0,08","0,13",6%,14%,79%
33,Cracovia,Wisła P,26,5,6,0,3,0,"1,47","0,17","0,06","0,03",72%,24%,4%
33,Jagiellonia,Legia,15,16,7,5,2,1,"2,52","1,30","0,17","0,08",65%,18%,17%
33,Bruk-Bet,Piast,17,9,4,3,0,1,"1,96","1,59","0,12","0,18",46%,23%,31%
33,Warta,Lech,8,14,3,3,1,2,"0,99","1,07","0,12","0,08",33%,31%,37%
33,Zagłębie,Raków,15,12,5,2,1,0,"1,50","1,07","0,10","0,09",47%,26%,26%
33,Lechia,Pogoń,11,15,3,3,0,0,"0,88","1,30","0,08","0,09",25%,29%,47%
33,Stal,Śląsk,10,14,5,4,1,1,"0,76","1,68","0,08","0,12",16%,24%,60%
33,Górnik Z,Górnik Ł,14,6,6,3,4,2,"1,05","0,45","0,08","0,07",51%,34%,15%
33,Radomiak,Wisła K,13,18,7,3,4,2,"1,41","1,01","0,11","0,06",47%,27%,26%
34,Górnik Ł,Jagiellonia,9,14,2,4,0,1,"0,48","0,91","0,05","0,06",18%,37%,45%
34,Lech,Zagłębie,19,13,9,6,2,1,"2,91","1,20","0,15","0,09",74%,15%,11%
34,Legia,Cracovia,12,14,4,3,3,0,"0,94","0,87","0,08","0,06",36%,33%,31%
34,Piast,Radomiak,14,10,3,2,1,1,"1,15","0,55","0,08","0,06",51%,32%,17%
34,Pogoń,Bruk-Bet,20,13,7,4,2,2,"2,15","1,46","0,11","0,11",54%,21%,25%
34,Raków,Lechia,19,6,9,3,3,0,"2,00","0,20","0,11","0,03",83%,15%,3%
34,Śląsk,Górnik Z,16,11,8,7,3,4,"1,06","1,21","0,07","0,11",31%,29%,40%
34,Wisła K,Warta,18,4,5,2,0,1,"1,54","0,24","0,09","0,06",72%,23%,5%
34,Wisła P,Stal,21,13,10,2,3,0,"2,89","0,78","0,14","0,06",82%,12%,6%
