,GOLE,LN,PN,G,INNE,,818,228,404,179,7
Bruk-Bet,36,3,25,8,0
Cracovia,40,7,20,13,0
Górnik Ł,29,4,16,7,2
Górnik Z,55,27,18,10,0
Jagiellonia,39,7,25,7,0
Lech,67,20,37,10,0
Lechia,52,13,31,8,0
Legia,46,14,17,15,0
Piast,45,11,19,15,0
Pogoń,63,16,33,12,2
Radomiak,42,24,4,12,2
Raków,60,15,35,9,1
Stal,39,8,21,10,0
Śląsk,42,18,15,9,0
Warta,35,7,20,8,0
Wisła K,37,12,20,5,0
Wisła P,48,7,26,15,0
Zagłębie,43,15,22,6,0
