KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,47,63,73,13,84,76,68,35,459,196,263
Bruk-Bet,1,1,5,0,4,4,3,1,19,7,12
Cracovia,3,2,1,1,2,6,4,5,24,7,17
Górnik Łęczna,1,1,4,1,0,3,4,1,15,7,8
Górnik Zabrze,3,1,5,1,3,3,7,3,26,10,16
Jagiellonia,0,4,4,0,5,3,5,2,23,8,15
Lech Poznań,5,7,5,1,13,3,4,2,40,18,22
Lechia Gdańsk,6,3,5,1,3,3,5,4,30,15,15
Legia Warszawa,4,5,7,1,4,5,2,1,29,17,12
Piast Gliwice,5,2,2,0,6,5,2,1,23,9,14
Pogoń Szczecin,3,6,7,1,10,7,5,2,41,17,24
Radomiak Radom,0,6,4,0,5,4,4,3,26,10,16
Raków Częstochowa,5,3,4,1,7,6,7,2,35,13,22
Stal Mielec,5,2,2,3,2,3,2,2,21,12,9
Śląsk Wrocław,0,4,4,2,1,2,5,0,18,10,8
Warta Poznań,2,1,1,0,5,4,1,2,16,4,12
Wisła Kraków,0,6,4,0,3,5,1,2,21,10,11
Wisła Płock,4,6,7,0,3,5,2,0,27,17,10
Zagłębie Lubin,0,3,2,0,8,5,5,2,25,5,20
