ZAWODNIK,KLUB,ŻK,CZK BEZP,CZK,żk faul,czk faul,żk ręka,żk rywal,żk sędzia,żk czas,żk syml,żk ciesz,żk inne,czk ręka,czk rywal,czk inne,czk sędzia
Erik Exposito,Śląsk Wrocław,8,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0
Konrad Gruszkowski,Wisła Kraków,8,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
Mario Maloca,Lechia Gdańsk,8,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
Mateusz Wieteska,Legia Warszawa,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Wlazło,Bruk-Bet,8,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
Bartosz Śpiączka,Górnik Łęczna,8,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0
Krzysztof Mączyński,Śląsk Wrocław,8,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0
Adrian Gryszkiewicz,Górnik Zabrze,8,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
Anton Krywociuk,Wisła Płock,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
Michał Kaput,Radomiak/Piast,8,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
Jayson Papeau,Warta Poznań,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Podolski,Górnik Zabrze,8,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0
Mateusz Szwoch,Wisła Płock,8,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0
Josue,Legia Warszawa,7,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0
Łukasz Trałka,Warta Poznań,7,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0
Sergiu Hanca,Cracovia,7,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0
Mateusz Żyro,Stal Mielec,7,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
Błażej Augustyn,Jagiellonia,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Michał Nalepa II,Lechia Gdańsk,7,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0
Damian Dąbrowski,Pogoń Szczecin,7,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0
Damian Jakubik,Radomiak Radom,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Damian Michalski,Wisła Płock,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Fedor Cernych,Jagiellonia,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Flis,Stal Mielec,7,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
Pelle van Amersfoort,Cracovia,7,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0
Szymon Lewkot,Śląsk Wrocław,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Drygas,Pogoń Szczecin,7,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
Fabian Piasecki,Śląsk/Stal,7,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0
Karol Struski,Jagiellonia,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Golla,Śląsk Wrocław,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Mattias Johansson,Legia Warszawa,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
Dominik Furman,Wisła Płock,6,1,2,4,1,1,0,0,0,0,0,1,0,0,0,0
Filip Mladenović,Legia Warszawa,6,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0
Filipe Nascimento,Radomiak Radom,6,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
Rafael Lopes,Legia Warszawa,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Sasa Balić,Zagłębie Lubin,6,1,1,5,0,0,0,0,1,0,0,0,0,1,0,0
Zoran Arsenić,Raków Częstochowa,6,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
Aschraf El Mahdioui,Wisła Kraków,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Conrado,Lechia Gdańsk,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Luis Machado,Radomiak Radom,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Michał Chrapek,Piast Gliwice,6,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
Raphael Rossi,Radomiak Radom,6,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0
Robert Ivanov,Warta Poznań,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Tomas Huk,Piast Gliwice,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0
Wiktor Biedrzycki,Bruk-Bet,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Bartosz Rymaniak,Górnik Łęczna,6,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
Kacper Chodyna,Zagłębie Lubin,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
Rafał Wolski,Wisła Płock,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Pekhart,Legia Warszawa,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
Rafał Janicki,Górnik Zabrze,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
Jakub Żubrowski,Zagłębie Lubin,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Petr Schwarz,Śląsk Wrocław,5,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0
Jakub Kiełb,Warta Poznań,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Barry Douglas,Lech Poznań,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Diogo Verdasca,Śląsk Wrocław,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Dusan Lagator,Wisła Płock,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Florian Loshaj,Cracovia,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Kacper Sezonienko,Lechia Gdańsk,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Sadlok,Wisła Kraków,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Martin Pospisil,Jagiellonia,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Michal Siplak,Cracovia,5,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
Mikael Ishak,Lech Poznań,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
Przemysław Wiśniewski,Górnik Zabrze,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
Andrzej Niewulis,Raków Częstochowa,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz Tomasiewicz,Stal Mielec,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Felicio Brown Forbes,Wisła Kraków,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Zwoliński,Lechia Gdańsk,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Drewniak,Górnik Łęczna,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Jesper Karlstrom,Lech Poznań,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Bojan Nastić,Jagiellonia,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Sylwester Lusiusz,Cracovia,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Maksymilian Sitek,Stal Mielec,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
Krzysztof Kubica,Górnik Zabrze,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Robert Dadok,Górnik Zabrze,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Patryk Kun,Raków Częstochowa,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Ben Lederman,Raków Częstochowa,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Cichocki,Radomiak Radom,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Enis Fazlagić,Wisła Kraków,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Kownacki,Lech Poznań,5,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
Mark Tamas,Śląsk Wrocław,4,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0
Aleksandar Pantić,Zagłębie Lubin,4,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0
Łukasz Sekulski,Wisła Płock,4,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0
Nika Kwekweskiri,Lech Poznań,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Tekijaski,Bruk-Bet,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Ihor Charatin,Legia Warszawa,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Serafin Szota,Wisła Kraków,4,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0
Jakub Bursztyn,Pogoń Szczecin,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
Kamil Pestka,Cracovia,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Israel Puerto,Jagiellonia,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Bogdan Tiru,Jagiellonia,4,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0
Adam Zrelak,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Filip Lesniak,Wisła Płock,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Imaz,Jagiellonia,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Maik Nawrocki,Legia Warszawa,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Wasielewski,Bruk-Bet,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
Serhij Krykun,Górnik Łęczna,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Prikryl,Jagiellonia,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Mateusz Grzybek,Bruk-Bet,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Konrad Matuszewski,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kacper Tabiś,Jagiellonia,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
Pedro Tiba,Lech Poznań,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Kamil Kruk,Zagłębie Lubin,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cornel Rapa,Cracovia,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Kostas Triantafyllopoulos,Pogoń Szczecin,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Sebastian Kowalczyk,Pogoń Szczecin,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Kocyła,Wisła P/Bruk-Bet,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Michał Skóraś,Lech Poznań,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Kristopher Vida,Piast Gliwice,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Michał Pazdan,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tom Hateley,Piast Gliwice,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Marco Terrazzino,Lechia Gdańsk,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
Jason Lokilo,Górnik Łęczna,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
David Domgjoni,Bruk-Bet,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Damian Gąska,Górnik Łęczna,4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
Tomas Poznar,Bruk-Bet,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Michal Frydrych,Wisła Kraków,3,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0
Maciej Żurawski,Pogoń Szczecin,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Sturgeon,Raków Częstochowa,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Przemysław Banaszak,Górnik Łęczna,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Karol Angielski,Radomiak Radom,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Luizao,Radomiak Radom,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Bartłomiej Kalinkowski,Górnik Łęczna,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Salamon,Lech Poznań,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Dawid Abramowicz,Radomiak Radom,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dino Stiglec,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dusan Kuciak,Lechia Gdańsk,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Gieorgij Żukow,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ian Soler,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jan Grzesik,Warta Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Cebula,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Mak,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Matras,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Młyński,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Radecki,Radomiak Radom,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Muris Mesanović,Bruk-Bet,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Piotr Parzyszek,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Czerwiński,Piast Gliwice,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Maciej Gajos,Lechia Gdańsk,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Michał Kucharczyk,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Aleks Ławniczak,Warta/Zagłębie,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Maciej Domański,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Karol Knap,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Sokołowski,Piast/Legia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Toril,Piast Gliwice,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Meik Karwot,Radomiak Radom,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Dominik Steczyk,Piast/Stal,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Jan Kliment,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marko Poletanović,Raków/Wisła K,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Wdowiak,Raków Częstochowa,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Rafał Kurzawa,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ilja Żygulow,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Wójcicki,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Strączek,Stal Mielec,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Leandro Rossi,Radomiak Radom,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Fryderyk Gerbowski,Wisła Płock,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Luquinhas,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Arak,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Waldemar Sobota,Śląsk Wrocław,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Antonio Milić,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bassekou Diabate,Lechia Gdańsk,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Filip Starzyński,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bozidar Czorbadżijski,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Szysz,Zagłębie Lubin,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Alex Serrano,Górnik Łęczna,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Łęgowski,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marko Kolar,Wisła Płock,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Bartłomiej Kukułowicz,Bruk-Bet,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Erik Daniel,Zagłębie Lubin,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Kamil Grosicki,Pogoń Szczecin,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Damian Rasak,Wisła Płock,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Radosław Cielemęcki,Wisła Płock,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Adriel Ba Loua,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Michal Hubinek,Bruk-Bet,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Hebo Rasmussen,Cracovia,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Mateusz Hołownia,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Matysik,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Bonecki,Bruk-Bet,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Dennis Jastrzembski,Śląsk Wrocław,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Joseph Colley,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mariusz Fornalczyk,Pogoń Szczecin,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Michał Kopczyński,Warta Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
David Jablonsky,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jurgen Celhaka,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Rosołek,Legia Warszawa,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Łukasz Łakomy,Zagłębie Lubin,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Daniel Łukasik,Radomiak Radom,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Maciej Ambrosiewicz,Bruk-Bet,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Victor Garcia,Śląsk Wrocław,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Filip Bainović,Górnik Zabrze,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Jugas,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Pajnowski,Górnik Łęczna,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Lubomir Satka,Lech Poznań,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Lukas Hrosso,Cracovia,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Michał Mak,Górnik Łęczna,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otar Kakabadze,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vladislavs Gutkovskis,Raków Częstochowa,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Maciej Urbańczyk,Stal Mielec,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ilkay Durmus,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Krzysztof Toporkiewicz,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Alvarez,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Kwiecień,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Żukowski,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Luis Mata,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Arkadiusz Pyrka,Piast Gliwice,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Cholewiak,Górnik Zabrze,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Martin Zeman,Bruk-Bet,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lirim Kastrati,Legia Warszawa,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rafał Makowski,Śląsk Wrocław,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Andre Martins,Legia Warszawa,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tomas Zajic,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Damian Warchoł,Wisła Płock,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dani Ramirez,Lech Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Wędrychowski,Górnik Łęczna,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Bartkowski,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Igor Sapała,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Kieszek,Wisła Kraków,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Kamil Kościelny,Stal Mielec,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Flavio Paixao,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Midzierski,Górnik Łęczna,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Tymosiak,Górnik Łęczna,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ivi Lopez,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Kuzimski,Warta Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michal Bezpalec,Bruk-Bet,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Szot,Wisła Kraków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Stefanik,Bruk-Bet,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Caye Quintana,Śląsk Wrocław,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Oliwier Sławiński,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Damian Kądzior,Piast Gliwice,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Dominik Hładun,Zagłębie Lubin,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Yuri Ribeiro,Legia Warszawa,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Egzon Kryeziu,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Kort,Stal Mielec,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kacper Śpiewak,Bruk-Bet,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Jean Carlos Silva,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mariusz Malec,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Szymonowicz,Warta Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Stolarski,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Kałuziński,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Kochalski,Radomiak Radom,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Krzysztof Kamiński,Wisła Płock,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Luka Zahović,Pogoń Szczecin,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bartłomiej Ciepiela,Legia Warszawa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Szymon Czyż,Warta/Raków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michał Rakoczy,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Andrzej Trubeha,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zlatan Alomerović,Jagiellonia,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Marcin Grabowski,Bruk-Bet,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dariusz Pawłowski,Górnik Zabrze,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jędrzej Grobelny,Warta Poznań,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
