DR/KOL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Średnia,DR,ŚREDNIA,"6,19","6,25","5,63","5,88","5,56","6,06","5,88","5,75","5,63","5,88","5,88","5,69","6,25","6,13","5,81","5,63","5,75","6,13","6,06","5,81","5,25","5,06","4,94","4,75","5,00","5,06","5,00","4,88","5,00","5,44","5,19","5,69","5,69","5,19","5,94","6,38","6,44",,
ARK,6,6,6,7,7,7,5,6,6,6,6,4,5,6,6,7,5,6,7,6,5,6,7,5,5,7,7,7,6,8,8,9,9,7,8,8,8,"6,49",ARK
CRA,3,3,3,3,3,2,3,3,3,3,2,3,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,3,1,1,1,4,2,2,4,3,3,"3,14",CRA
GÓR,5,4,3,5,6,6,6,6,6,5,6,5,5,5,5,4,5,6,6,5,4,3,5,4,5,3,2,2,3,3,3,3,3,4,2,6,5,"4,43",GÓR
JAG,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,5,6,5,4,4,2,2,5,6,5,4,5,5,5,5,6,5,4,8,5,5,"4,54",JAG
KOR,4,4,4,4,3,4,5,3,3,6,5,7,4,4,3,4,5,4,3,3,5,3,5,3,4,4,5,5,5,5,5,3,5,4,6,7,7,"4,41",KOR
LPO,3,4,3,2,3,3,3,2,5,5,5,4,6,4,3,3,2,2,2,4,4,3,3,3,2,3,2,2,4,4,4,3,4,4,5,6,6,"3,51",LPO
LGD,7,9,8,8,7,7,7,8,7,7,8,6,8,8,7,6,7,7,6,6,4,4,4,4,5,6,6,6,5,6,7,4,6,5,7,7,5,"6,35",LGD
LEG,6,6,5,5,4,7,5,5,5,6,4,5,6,5,7,6,6,5,6,5,5,6,5,4,5,5,5,5,6,6,5,8,6,6,5,9,9,"5,65",LEG
ŁKS,10,10,9,9,8,9,9,9,8,8,8,8,8,8,9,7,8,8,9,9,7,6,6,7,6,6,7,7,6,10,7,5,9,7,7,7,9,"7,84",ŁKS
PIA,4,6,6,6,4,4,4,5,5,5,5,5,5,6,5,6,5,6,4,5,6,6,5,5,6,5,5,5,6,6,5,5,6,5,5,6,5,"5,22",PIA
POG,3,3,3,4,4,6,5,6,5,6,6,5,5,4,4,4,3,6,6,4,4,4,2,4,5,7,7,5,5,5,4,6,5,6,7,5,6,"4,84",POG
RCZ,9,7,6,6,7,8,7,6,6,5,6,6,7,6,6,6,6,7,8,7,6,7,6,6,6,6,6,5,5,6,7,7,6,6,6,7,5,"6,35",RCZ
ŚLĄ,8,7,6,6,5,6,6,5,5,5,5,4,6,6,6,5,6,5,6,6,4,5,4,4,4,4,3,3,3,3,3,4,5,3,2,5,4,"4,78",ŚLĄ
WIS,10,9,8,9,8,9,9,9,8,8,8,10,10,10,9,9,10,9,9,9,6,7,8,7,7,6,6,7,7,6,5,6,6,7,8,7,9,"7,97",WIS
WPŁ,9,10,8,8,8,8,8,8,7,8,8,8,8,10,8,8,8,8,7,8,8,8,6,6,6,6,7,6,8,8,9,10,9,7,8,8,9,"7,89",WPŁ
ZAG,8,8,8,8,8,7,8,7,6,7,8,7,8,7,7,7,7,8,9,8,8,7,7,5,5,5,5,5,5,5,5,8,5,6,7,6,8,"6,84",ZAG
