Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność strz.,RAZEM,87,6,13,106,"82,08%"
ARK,6,0,1,7,"85,71%"
CRA,4,0,0,4,"100,00%"
GÓR,3,1,1,5,"60,00%"
JAG,4,1,1,6,"66,67%"
KOR,4,0,0,4,"100,00%"
LPO,7,0,0,7,"100,00%"
LGD,7,1,1,9,"77,78%"
LEG,4,0,1,5,"80,00%"
ŁKS,6,0,2,8,"75,00%"
PIA,6,0,1,7,"85,71%"
POG,5,1,0,6,"83,33%"
RCZ,7,1,0,8,"87,50%"
ŚLĄ,6,1,1,8,"75,00%"
WIS,8,0,3,11,"72,73%"
WPŁ,3,0,1,4,"75,00%"
ZAG,7,0,0,7,"100,00%"
