KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,41,47,46,6,56,55,49,18,318,140,178
Arka Gdynia,3,1,2,1,3,4,3,1,18,7,11
Cracovia,3,3,3,0,6,5,1,2,23,9,14
Górnik Zabrze,3,0,3,0,2,4,3,0,15,6,9
Jagiellonia,2,5,3,0,3,6,3,1,23,10,13
Korona Kielce,1,2,5,0,3,2,2,0,15,8,7
Lech Poznań,1,6,5,1,2,5,7,3,30,13,17
Lechia Gdańsk,3,5,4,0,9,3,3,1,28,12,16
Legia Warszawa,1,2,2,0,5,5,5,2,22,5,17
ŁKS Łódź,1,3,1,0,5,0,1,1,12,5,7
Piast Gliwice,1,2,3,0,5,1,3,1,16,6,10
Pogoń Szczecin,2,3,1,0,1,3,8,1,19,6,13
Raków Częstochowa,8,1,2,0,3,2,4,1,21,11,10
Śląsk Wrocław,3,2,2,0,1,2,4,0,14,7,7
Wisła Kraków,4,1,3,2,4,2,1,2,19,10,9
Wisła Płock,1,5,3,0,3,3,1,2,18,9,9
Zagłębie Lubin,4,6,4,2,1,8,0,0,25,16,9
