KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,53,72,60,7,74,71,80,32,449,192,257
Arka Gdynia,2,4,4,1,6,5,9,4,35,11,24
Cracovia,2,5,2,0,6,5,4,0,24,9,15
Górnik Zabrze,4,4,1,1,9,3,4,1,27,10,17
Jagiellonia,8,5,4,0,5,3,7,1,33,17,16
Korona Kielce,3,6,7,1,4,4,3,3,31,17,14
Lech Poznań,3,4,5,0,2,3,4,0,21,12,9
Lechia Gdańsk,3,4,4,1,2,4,6,4,28,12,16
Legia Warszawa,1,5,3,0,4,4,2,0,19,9,10
ŁKS Łódź,2,9,5,0,7,7,7,2,39,16,23
Piast Gliwice,3,3,1,1,5,2,4,1,20,8,12
Pogoń Szczecin,2,4,4,2,3,4,1,2,22,12,10
Raków Częstochowa,7,4,1,0,5,5,9,3,34,12,22
Śląsk Wrocław,2,0,3,0,5,3,4,1,18,5,13
Wisła Kraków,4,3,8,0,6,5,10,2,38,15,23
Wisła Płock,6,4,5,0,2,5,3,6,31,15,16
Zagłębie Lubin,1,8,3,0,3,9,3,2,29,12,17
