KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,168683,3012,,
ARK,4943,1648,7087,1772
CRA,9186,3062,18825,4706
GÓR,16527,4132,3400,1133
JAG,9817,3272,14032,3508
KOR,3901,1300,10008,2502
LPO,28195,7049,10190,3397
LGD,14482,4827,17015,4254
LEG,24682,6171,17550,5850
ŁKS,2767,922,4635,1159
PIA,6064,1516,10376,3459
POG,2805,935,19825,4956
RCZ,2993,748,6173,2058
ŚLĄ,22588,5647,10006,3335
WIS,12862,4287,7118,1780
WPŁ,2752,688,6023,2008
ZAG,4119,1030,6420,2140
