ZAWODNIK,KLUB,ŻK,CZK BEZP,CZK,żk faul,czk faul,żk ręka,żk rywal,żk sędzia,żk czas,żk syml,żk ciesz,żk inne,czk ręka,czk rywal,czk inne,czk sędzia
Paweł Bochniewicz,Górnik Zabrze,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gumny,Lech Poznań,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Podstawski,Pogoń Szczecin,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tom Hateley,Piast Gliwice,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Jarosław Kubicki,Lechia Gdańsk,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Listkowski,Pogoń Szczecin,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Jarosław Jach,Raków Częstochowa,5,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
Jakub Łabojko,Śląsk Wrocław,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
Jakub Wawszczyk,Arka Gdynia,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Haraslin,Lechia Gdańsk,5,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0
Sebastian Kowalczyk,Pogoń Szczecin,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
Jakub Moder,Lech Poznań,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Kopacz,Zagłębie Lubin,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
David Stec,Pogoń Szczecin,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Pestka,Cracovia,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
Cornel Rapa,Cracovia,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
Vullnet Basha,Wisła Kraków,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Roman Prochazka,Górnik Zabrze,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Angel Garcia,Wisła Płock,5,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
Adnan Kovacević,Korona Kielce,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0
Marcin Cebula,Korona Kielce,4,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0
Tomas Huk,Piast Gliwice,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
Adam Buksa,Pogoń Szczecin,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Artur Sobiech,Lechia Gdańsk,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Marquez,Korona Kielce,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Jakub Rzeźniczak,Wisła Płock,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Wójcicki,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Piątek,ŁKS Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Wasilewski,Wisła Kraków,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
Patryk Sokołowski,Piast Gliwice,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Wolski,Lechia Gdańsk,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Sylwester Lusiusz,Cracovia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zvonimir Kozulj,Pogoń Szczecin,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Rafał Janicki,Wisła Kraków,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
David Kopacz,Górnik Zabrze,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Michal Papadopulos,Korona Kielce,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Sławomir Peszko,Lechia Gdańsk,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz Kuświk,Wisła Płock,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Dominik Furman,Wisła Płock,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Merebaszwili,Wisła Płock,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Malarczyk,Piast Gliwice,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Przemysław Mystkowski,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Zapolnik,Górnik Zabrze,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz Szymusik,Korona Kielce,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Pelle van Amersfoort,Cracovia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Klimala,Jagiellonia,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Christian Gytkjaer,Lech Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Erik Pacinda,Korona Kielce,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Mario Maloca,Lechia Gdańsk,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Fran Tudor,Raków Częstochowa,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Maciej Ambrosiewicz,Wisła Płock,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Tadej Vidmajer,ŁKS Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Samu Corral,ŁKS Łódź,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Michał Kopczyński,Arka Gdynia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan Tiru,Jagiellonia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Zwoliński,Lechia Gdańsk,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Czerwiński,Piast Gliwice,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Jewgienij Baszkirow,Zagłębie Lubin,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Mateusz Młyński,Arka Gdynia,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Themistoklis Tzimopoulos,Korona Kielce,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Drygas,Pogoń Szczecin,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Bartosz Slisz,Legia Warszawa,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Flavio Paixao,Lechia Gdańsk,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
Maciej Makuszewski,Lech/Jagiellonia,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Nunes,Pogoń Szczecin,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Alasana Manneh,Górnik Zabrze,3,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0
Andrej Kadlec,Jagiellonia,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Alan Uryga,Wisła Płock,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Azer Busuladzić,Arka Gdynia,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Błażej Augustyn,Lechia Gdańsk,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cezary Stefańczyk,Wisła Płock,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Szymonowicz,Raków/Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Felix,Piast Gliwice,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Luquinhas,Legia Warszawa,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Piotr Tomasik,Wisła Płock,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Przemysław Płacheta,Śląsk Wrocław,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Walerian Gwilia,Legia Warszawa,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Filip Bainović,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Jimenez,Górnik Zabrze,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Marcin Budziński,Arka Gdynia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Gajos,Lechia Gdańsk,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Wołodymyr Kostewycz,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Lopes,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Wdowiak,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Filip Starzyński,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Bartl,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Uros Korun,Piast Gliwice,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dawit Schirtladze,Arka Gdynia,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Michał Karbownik,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Jankowski,Arka Gdynia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Suad Sahiti,Wisła Płock,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Łukasz Burliga,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lubambo Musonda,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Robert Pich,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Piątkowski,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Musiolik,Raków Częstochowa,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Bodvar Bodvarsson,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Serrarens,Arka Gdynia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Wieteska,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Poręba,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Damian Dąbrowski,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kristers Tobers,Lechia Gdańsk,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marek Kozioł,Korona Kielce,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Jakov Puljić,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gieorgij Żukow,Wisła Kraków,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Marko Vesović,Legia Warszawa,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Giorgos Giakoumakis,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sasa Zivec,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Florian Loshaj,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Stolarski,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Boguski,Wisła Kraków,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Kamil Juraszek,ŁKS Łódź,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Filip Marković,Śląsk Wrocław,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Conrado,Lechia Gdańsk,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Jakub Wróbel,ŁKS Łódź,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Aleksander Paluszek,Górnik Zabrze,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Arkadiusz Kasperkiewicz,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Artur Bogusz,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Nouvier,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Filip Marchwiński,Lech Poznań,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Igor Angulo,Górnik Zabrze,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Joao Amaral,Lech Poznań,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Michał Skóraś,Raków/Lech,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Dziczek,Piast Gliwice,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Celeban,Śląsk Wrocław,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Uros Duranović,Korona Kielce,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Adam Danch,Arka Gdynia,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Martin Kostal,Jagiellonia,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Michalis Manias,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Parzyszek,Piast Gliwice,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Patryk Tuszyński,Piast Gliwice,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jakub Błaszczykowski,Wisła Kraków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Soufian Benyamina,Pogoń Szczecin,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Patryk Szysz,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Juan Camara,Jagiellonia,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Guilherme Sitya,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Jukić,Korona Kielce,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Kujawa,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dino Stiglec,Śląsk Wrocław,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michał Mak,Wisła Kraków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rusłan Babenko,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Santeri Hostikka,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Lipski,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michał Trąbka,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michal Pesković,Cracovia,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Chuca,Wisła Kraków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zlatan Alomerović,Lechia Gdańsk,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pirulo,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Prikryl,Jagiellonia,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Damian Pawłowski,Wisła Kraków,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Frederik Helstrup,Arka Gdynia,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Mateusz Cholewiak,Śląsk/Legia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Matej Pućko,Korona Kielce,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Thiago,Cracovia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Szumski,Raków Częstochowa,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Przemysław Sajdak,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Dominguez,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jacek Kiełb,Korona Kielce,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Mikołajewski,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Erik Jirka,Górnik Zabrze,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michał Koj,Górnik Zabrze,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Milan Dimun,Cracovia,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Torgil Gjertsen,Wisła Płock,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Jończy,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Drazić,Zagłębie Lubin,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kenny Saief,Lechia Gdańsk,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
David Tijanić,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Kun,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Przemysław Oziębała,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Kościelny,Raków Częstochowa,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Michał Marcjanik,Wisła Płock,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Adam Frączczak,Pogoń Szczecin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Kocyła,Wisła Płock,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Lubomir Satka,Lech Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Zalazar,Korona Kielce,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Mateusz Hołownia,Wisła Kraków,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Adam Chrzanowski,Lechia Gdańsk,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bartłomiej Żynel,Wisła Płock,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Steczyk,Piast Gliwice,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dusan Kuciak,Lechia Gdańsk,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inaki Astiz,Legia Warszawa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Antonik,Arka Gdynia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ognjen Mudrinski,Jagiellonia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Titas Milasius,Wisła Płock,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Darko Jevtić,Lech Poznań,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aleksander Buksa,Wisła Kraków,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rubio,Cracovia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Staniszewski,Arka Gdynia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
