KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,921,921
Arka,62,49
Cracovia,48,44
Górnik,70,72
Jagiellonia,66,104
Korona,70,44
Lech,38,74
Lechia,84,42
Legia,54,35
ŁKS,41,69
Piast,49,55
Pogoń,47,87
Raków,57,37
Śląsk,51,60
Wisła K,70,44
Wisła P,54,58
Zagłębie,60,47
