KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,53,72,60,7,74,71,80,32,449,192,257
Arka Gdynia,1,2,3,1,4,4,2,4,21,7,14
Cracovia,0,2,3,1,6,5,6,3,26,6,20
Górnik Zabrze,2,7,2,1,6,8,6,4,36,12,24
Jagiellonia,3,0,5,2,2,6,5,2,25,10,15
Korona Kielce,2,2,2,0,2,2,4,0,14,6,8
Lech Poznań,6,4,6,1,4,5,8,6,40,17,23
Lechia Gdańsk,0,4,3,0,7,3,2,1,20,7,13
Legia Warszawa,6,8,6,0,10,8,8,2,48,20,28
ŁKS Łódź,3,5,3,0,6,2,1,1,21,11,10
Piast Gliwice,6,3,2,0,4,3,7,0,25,11,14
Pogoń Szczecin,5,3,2,0,2,4,1,1,18,10,8
Raków Częstochowa,0,6,4,0,5,5,8,2,30,10,20
Śląsk Wrocław,6,7,4,1,3,5,9,2,37,18,19
Wisła Kraków,5,6,2,0,4,2,4,2,25,13,12
Wisła Płock,3,6,6,0,3,5,3,1,27,15,12
Zagłębie Lubin,5,7,7,0,6,4,6,1,36,19,17
