,CRA,JAG,LPO,LGD,LEG,PIA,POG,ŚLĄ,D,ŚRD,ŚRW,4706,3508,3397,4254,5850,3459,4956,3335,,
CRA,X,3158,3216,X,X,X,2812,X,9186,3062
JAG,X,X,X,2866,3636,X,X,3315,9817,3272
LPO,X,8483,X,6432,8167,X,5113,X,28195,7049
LGD,4768,X,X,X,5747,3967,X,X,14482,4827
LEG,7680,X,X,X,X,5550,6232,5220,24682,6171
PIA,1961,1439,1193,X,X,X,X,1471,6064,1516
POG,X,952,X,994,X,859,X,X,2805,935
ŚLĄ,4416,X,5781,6723,X,X,5668,X,22588,5647
W,18825,14032,10190,17015,17550,10376,19825,10006,,
