DR/KOL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Średnia,DR,ŚREDNIA,"6,31","6,31","6,56","6,31","6,75","6,31","6,06","6,38","5,75","6,31","6,50","6,38","6,75","6,50","6,50","6,56","6,19","6,50","6,69","6,50","6,25","5,94","5,88","6,00","5,63","5,63","5,50","5,56","5,75","6,25","5,56","5,44","5,81","6,06","5,75","6,19","6,69",,
ARK,8,9,8,8,9,6,7,7,6,7,8,9,8,9,9,7,6,6,9,7,8,6,7,8,7,8,6,7,8,7,6,4,7,6,8,8,8,"7,35",ARK
BBT,5,4,4,4,5,5,3,5,4,6,6,4,6,4,6,6,6,7,5,5,3,5,3,4,4,3,3,5,7,7,6,5,5,5,6,7,6,"4,97",BBT
CRA,6,7,7,6,7,6,6,7,5,5,7,7,8,6,7,9,8,8,8,8,5,3,4,3,3,3,3,2,4,2,3,3,3,4,4,4,5,"5,30",CRA
GÓR,9,9,9,9,9,9,9,10,9,9,9,9,10,9,9,9,9,9,9,9,8,10,9,9,9,9,9,9,10,10,9,9,10,10,9,9,9,"9,16",GÓR
JAG,2,2,3,2,2,3,5,6,5,6,5,3,5,5,4,3,3,3,6,6,6,5,4,5,5,5,5,4,6,6,5,4,4,4,4,4,4,"4,30",JAG
KOR,5,5,5,5,5,5,4,4,4,7,5,7,6,6,6,6,6,7,5,6,5,3,4,4,5,6,4,4,3,3,3,2,3,3,2,3,3,"4,57",KOR
LPO,4,3,6,4,5,5,4,2,4,4,5,4,5,5,6,5,5,5,5,4,4,4,4,5,3,5,4,4,6,6,5,5,5,6,5,7,7,"4,73",LPO
LGD,5,5,6,6,6,6,6,6,4,6,5,6,5,5,5,5,6,4,5,5,5,4,4,4,4,5,5,7,6,6,5,5,6,6,4,5,8,"5,30",LGD
LEG,6,6,7,7,6,6,7,6,4,5,6,7,7,7,7,6,6,6,6,7,6,6,6,6,5,4,6,4,3,6,5,4,4,5,2,6,4,"5,59",LEG
PIA,6,6,4,5,6,5,4,4,4,3,6,5,4,3,3,4,2,5,5,6,6,5,7,7,6,7,7,7,7,7,5,6,6,6,5,5,7,"5,30",PIA
POG,8,8,8,7,7,7,7,7,8,6,5,6,7,8,6,6,8,8,8,7,8,7,7,6,8,6,7,6,6,7,7,9,7,7,9,8,10,"7,22",POG
SAN,8,9,8,6,8,6,6,7,7,7,7,7,8,8,8,9,7,8,8,8,8,8,6,7,6,6,6,8,5,6,5,6,7,7,7,7,7,"7,08",SAN
ŚLĄ,7,6,6,8,8,8,7,7,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,7,5,5,5,6,4,8,7,7,7,8,8,7,9,"6,81",ŚLĄ
WIS,5,5,6,6,6,5,4,6,4,5,6,5,5,6,5,5,6,6,5,5,5,7,6,6,5,3,3,2,2,4,2,2,4,4,3,4,3,"4,62",WIS
WPŁ,9,10,10,10,10,10,9,10,9,9,9,8,9,9,8,9,7,7,8,7,7,7,7,7,8,7,7,6,7,7,7,7,7,8,7,8,7,"8,05",WPŁ
ZAG,8,7,8,8,9,9,9,8,8,9,9,8,8,7,8,9,8,8,8,8,9,8,9,8,7,8,8,8,8,8,9,9,8,8,9,7,10,"8,24",ZAG
