KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,44,61,80,13,67,58,89,27,439,198,241
Arka Gdynia,6,3,5,1,1,6,4,1,27,15,12
Bruk-Bet,5,3,2,1,4,0,6,3,24,11,13
Cracovia,4,2,5,1,3,5,10,3,33,12,21
Górnik Zabrze,3,5,9,0,7,5,6,0,35,17,18
Jagiellonia,3,3,6,0,4,4,5,4,29,12,17
Korona Kielce,1,4,7,0,3,6,3,0,24,12,12
Lech Poznań,2,3,9,2,3,3,12,3,37,16,21
Lechia Gdańsk,4,3,4,2,8,1,3,1,26,13,13
Legia Warszawa,2,5,3,1,6,7,8,1,33,11,22
Piast Gliwice,1,5,1,0,2,3,3,1,16,7,9
Pogoń Szczecin,0,4,9,0,9,3,3,0,28,13,15
Sandecja,0,4,2,0,3,2,5,2,18,6,12
Śląsk Wrocław,4,5,4,4,3,6,3,1,30,17,13
Wisła Kraków,1,3,5,0,1,3,9,3,25,9,16
Wisła Płock,4,7,3,0,6,3,6,1,30,14,16
Zagłębie Lubin,4,2,6,1,4,1,3,3,24,13,11
