KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,46,58,61,11,72,68,62,39,417,176,241
Cracovia,3,4,3,1,7,2,5,0,25,11,14
Górnik Zabrze,3,5,2,1,1,0,3,5,20,11,9
Jagiellonia,5,3,0,1,6,5,5,2,27,9,18
Korona Kielce,1,4,6,1,6,7,2,2,29,12,17
Lech Poznań,4,1,1,1,2,2,2,1,14,7,7
Lechia Gdańsk,3,3,6,1,2,5,10,1,31,13,18
Legia Warszawa,1,3,1,0,3,3,5,4,20,5,15
Miedź Legnica,3,3,6,0,4,7,4,5,32,12,20
Piast Gliwice,1,4,2,0,3,0,4,2,16,7,9
Pogoń Szczecin,3,1,2,1,5,5,4,2,23,7,16
Radomiak Radom,2,1,3,1,6,2,2,4,21,7,14
Raków Częstochowa,3,3,3,0,2,2,1,0,14,9,5
Stal Mielec,4,2,5,1,6,5,2,1,26,12,14
Śląsk Wrocław,2,3,7,0,4,4,1,4,25,12,13
Warta Poznań,2,4,3,0,4,2,2,0,17,9,8
Widzew Łódź,2,3,4,1,0,1,6,2,19,10,9
Wisła Płock,4,5,4,1,6,9,2,3,34,14,20
Zagłębie Lubin,0,6,3,0,5,7,2,1,24,9,15
