KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,43,49,54,11,50,58,49,25,339,157,182
Cracovia,4,3,2,0,2,5,2,0,18,9,9
Górnik Zabrze,1,3,4,2,6,4,1,1,22,10,12
Jagiellonia,3,2,2,1,3,4,3,0,18,8,10
Korona Kielce,2,2,3,0,3,1,5,4,20,7,13
Lech Poznań,1,3,4,1,6,6,3,2,26,9,17
Lechia Gdańsk,2,4,1,0,2,2,3,0,14,7,7
Legia Warszawa,0,3,5,1,3,5,1,1,19,9,10
Miedź Legnica,2,2,4,1,3,3,1,1,17,9,8
Piast Gliwice,5,3,3,0,1,3,4,1,20,11,9
Pogoń Szczecin,4,4,1,1,2,5,5,2,24,10,14
Radomiak Radom,3,4,2,0,3,2,1,2,17,9,8
Raków Częstochowa,2,3,4,0,5,2,4,2,22,9,13
Stal Mielec,4,1,4,2,3,3,1,0,18,11,7
Śląsk Wrocław,3,2,1,0,2,2,2,0,12,6,6
Warta Poznań,2,2,4,0,1,2,3,2,16,8,8
Widzew Łódź,1,2,0,0,1,2,6,4,16,3,13
Wisła Płock,2,4,3,2,3,0,2,2,18,11,7
Zagłębie Lubin,2,2,7,0,1,7,2,1,22,11,11
