Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność obr.,RAZEM,76,8,17,101,"16,83%"
CRA,7,0,1,8,"12,50%"
GÓR,2,0,2,4,"50,00%"
JAG,3,2,0,5,"0,00%"
KOR,8,0,0,8,"0,00%"
LPO,5,0,2,7,"28,57%"
LGD,5,2,1,8,"12,50%"
LEG,2,0,0,2,"0,00%"
MIE,7,0,1,8,"12,50%"
PIA,4,0,1,5,"20,00%"
POG,4,1,3,8,"37,50%"
RAD,5,0,0,5,"0,00%"
RCZ,4,0,1,5,"20,00%"
STM,4,0,0,4,"0,00%"
ŚLĄ,3,1,1,5,"20,00%"
WAR,1,1,0,2,"0,00%"
WID,2,0,1,3,"33,33%"
WPŁ,6,1,0,7,"0,00%"
ZAG,4,0,3,7,"42,86%"
