KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,87,90,77,12,102,98,86,37,589,266,323
Cracovia,3,6,5,0,4,4,3,3,28,14,14
Górnik Zabrze,5,5,3,2,5,7,2,2,31,15,16
Jagiellonia,10,7,3,0,8,5,4,2,39,20,19
Lech Poznań,5,4,6,1,10,5,6,2,39,16,23
Lechia Gdańsk,6,3,7,2,2,9,6,5,40,18,22
Legia Warszawa,10,14,1,0,8,8,5,2,48,25,23
Piast Gliwice,3,7,6,0,9,4,6,4,39,16,23
Podbeskidzie,5,5,5,0,5,4,5,0,29,15,14
Pogoń Szczecin,6,5,4,2,6,8,2,3,36,17,19
Raków Częstochowa,5,7,8,1,10,6,7,2,46,21,25
Stal Mielec,4,5,3,0,6,4,5,4,31,12,19
Śląsk Wrocław,7,6,3,1,6,6,6,1,36,17,19
Warta Poznań,2,3,4,0,10,5,9,0,33,9,24
Wisła Kraków,7,6,7,1,6,4,5,3,39,21,18
Wisła Płock,4,6,3,1,6,8,8,1,37,14,23
Zagłębie Lubin,5,1,9,1,1,11,7,3,38,16,22
