KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,793,793
Cracovia,50,55
Górnik Zabrze,38,83
Jagiellonia Białystok,49,69
Lech Poznań,45,51
Lechia Gdańsk,55,44
Legia Warszawa,47,38
Piast Gliwice,55,46
Podbeskidzie Bielsko-Biała,49,54
Pogoń Szczecin,63,51
Raków Częstochowa,47,19
Stal Mielec,45,41
Śląsk Wrocław,46,47
Warta Poznań,48,58
Wisła Kraków,60,47
Wisła Płock,39,49
Zagłębie Lubin,57,41
