KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,2018759,7676,,
ARK,96422,5357,85951,4524
CRA,127087,7060,165975,8736
GÓR,187702,9879,109532,6085
JAG,129801,7211,133344,7018
KOR,72742,4041,139590,7347
LPO,222429,11707,138138,7674
LGD,153620,8534,123225,6486
LEG,271320,14280,147509,8195
ŁKS,69925,3885,117697,6195
PIA,63191,3326,115579,6421
POG,47194,2622,141116,7427
RCZ,41654,2192,103007,5723
ŚLĄ,197316,10422,144054,7430
WIS,219184,11004,130431,7185
WPŁ,61538,4283,100978,5831
ZAG,57634,3033,122633,6813
