Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność obr.,RAZEM,87,6,13,106,"12,26%"
ARK,5,1,1,7,"14,29%"
CRA,4,0,0,4,"0,00%"
GÓR,5,1,2,8,"25,00%"
JAG,6,0,0,6,"0,00%"
KOR,5,0,1,6,"16,67%"
LPO,6,0,0,6,"0,00%"
LGD,8,0,0,8,"0,00%"
LEG,6,1,1,8,"12,50%"
ŁKS,8,1,1,10,"10,00%"
PIA,4,1,1,6,"16,67%"
POG,2,1,2,5,"40,00%"
RCZ,8,0,1,9,"11,11%"
ŚLĄ,6,0,1,7,"14,29%"
WIS,4,0,1,5,"20,00%"
WPŁ,5,0,1,6,"16,67%"
ZAG,5,0,0,5,"0,00%"
