,ARK,GÓR,KOR,ŁKS,RCZ,WIS,WPŁ,ZAG,D,ŚRD,ŚRW,1772,1133,2502,1159,2058,1780,2008,2140,,
ARK,X,1872,X,1579,X,X,X,1492,4943,1648
GÓR,X,X,4173,X,3869,4268,X,4217,16527,4132
KOR,1046,X,X,1519,1336,X,X,X,3901,1300
ŁKS,X,871,X,X,968,928,X,X,2767,922
RCZ,730,X,X,X,X,769,783,711,2993,748
WIS,4623,X,4223,X,X,X,4016,X,12862,4287
WPŁ,688,657,727,680,X,X,X,X,2752,688
ZAG,X,X,885,857,X,1153,1224,X,4119,1030
W,7087,3400,10008,4635,6173,7118,6023,6420,,
