ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Łukasz Burliga,Wisła Kraków,4,1,"0,275","0,069","0,725","0,275","0,069","0,725",8,2,"0,816","1,184"
Nemanja Mihajlović,Arka Gdynia,6,1,"0,301","0,050","0,699","0,301","0,050","0,699",6,0,"0,258","-0,258"
Hubert Matynia,Pogoń Szczecin,20,2,"1,307","0,065","0,693","1,307","0,065","0,693",27,2,"2,124","-0,124"
Tomas Pekhart,Legia Warszawa,23,5,"4,311","0,187","0,689","4,311","0,187","0,689",6,1,"0,660","0,340"
Sebastian Musiolik,Raków Częstochowa,51,6,"5,317","0,104","0,683","5,317","0,104","0,683",16,1,"1,408","-0,408"
Kamil Pestka,Cracovia,10,1,"0,326","0,033","0,674","0,326","0,033","0,674",11,0,"1,597","-1,597"
Rubio,Cracovia,4,1,"0,335","0,084","0,665","0,335","0,084","0,665",0,0,"0,000","0,000"
Ricardo Nunes,Pogoń Szczecin,12,1,"0,338","0,028","0,662","0,338","0,028","0,662",32,2,"2,402","-0,402"
Michał Nalepa I,Arka Gdynia,66,7,"5,598","0,085","1,402","3,348","0,053","0,652",60,3,"5,352","-2,352"
Jose Kante,Legia Warszawa,87,10,"10,116","0,116","-0,116","9,366","0,109","0,634",16,2,"1,915","0,085"
Patryk Klimala,Jagiellonia,41,7,"6,372","0,155","0,628","6,372","0,155","0,628",12,3,"1,690","1,310"
Diego Ferraresso,Cracovia,6,1,"0,380","0,063","0,620","0,380","0,063","0,620",4,0,"0,391","-0,391"
Dejan Drazić,Zagłębie Lubin,18,2,"1,381","0,077","0,619","1,381","0,077","0,619",12,1,"1,307","-0,307"
Marcin Listkowski,Pogoń Szczecin,32,2,"1,392","0,043","0,608","1,392","0,043","0,608",24,2,"1,899","0,101"
David Tijanić,Raków Częstochowa,10,1,"0,411","0,041","0,589","0,411","0,041","0,589",19,5,"1,292","3,708"
Luquinhas,Legia Warszawa,52,5,"4,429","0,085","0,571","4,429","0,085","0,571",57,7,"4,937","2,063"
Srdan Spiridonović,Pogoń Szczecin,66,6,"5,186","0,079","0,814","4,436","0,068","0,564",34,3,"1,711","1,289"
Damian Warchoł,Legia Warszawa,2,1,"0,444","0,222","0,556","0,444","0,222","0,556",1,0,"0,034","-0,034"
Dawid Pakulski,Zagłębie Lubin,2,1,"0,450","0,225","0,550","0,450","0,225","0,550",1,0,"0,035","-0,035"
Michał Rakoczy,Cracovia,5,1,"0,455","0,091","0,545","0,455","0,091","0,545",3,1,"0,452","0,548"
Petr Schwarz,Raków Częstochowa,55,8,"6,215","0,113","1,785","2,465","0,049","0,535",89,8,"6,770","1,230"
Mikołaj Kwietniewski,Wisła Płock,6,1,"0,467","0,078","0,533","0,467","0,078","0,533",1,1,"0,035","0,965"
Łukasz Wolstyński,Górnik Zabrze,18,2,"1,484","0,082","0,516","1,484","0,082","0,516",31,6,"4,014","1,986"
Sergiu Hanca,Cracovia,59,8,"6,496","0,110","1,504","3,496","0,064","0,504",74,6,"6,181","-0,181"
Michał Koj,Górnik Zabrze,7,1,"0,503","0,072","0,497","0,503","0,072","0,497",4,0,"0,251","-0,251"
Ariel Borysiuk,Jagiellonia,17,1,"0,528","0,031","0,472","0,528","0,031","0,472",4,0,"0,123","-0,123"
Iwo Kaczmarski,Korona Kielce,1,1,"0,539","0,539","0,461","0,539","0,539","0,461",1,0,"0,021","-0,021"
Pelle van Amersfoort,Cracovia,65,8,"7,550","0,116","0,450","7,550","0,116","0,450",37,3,"3,195","-0,195"
Giorgos Giakoumakis,Górnik Zabrze,23,3,"2,609","0,113","0,391","2,609","0,113","0,391",7,0,"0,965","-0,965"
Thomas Rogne,Lech Poznań,4,1,"0,612","0,153","0,388","0,612","0,153","0,388",2,0,"0,334","-0,334"
Mateusz Szwoch,Wisła Płock,53,4,"3,618","0,068","0,382","3,618","0,068","0,382",23,2,"1,570","0,430"
Paweł Tomczyk,Lech Poznań,16,3,"2,377","0,149","0,623","1,627","0,108","0,373",3,0,"0,119","-0,119"
Themistoklis Tzimopoulos,Korona Kielce,7,1,"0,639","0,091","0,361","0,639","0,091","0,361",1,0,"0,073","-0,073"
Maciej Gajos,Lechia Gdańsk,32,3,"2,654","0,083","0,346","2,654","0,083","0,346",25,0,"2,267","-2,267"
Zvonimir Kozulj,Pogoń Szczecin,55,3,"3,405","0,062","-0,405","2,655","0,049","0,345",29,2,"1,627","0,373"
Michal Siplak,Cracovia,9,1,"0,655","0,073","0,345","0,655","0,073","0,345",28,3,"2,794","0,206"
Kostas Triantafyllopoulos,Pogoń Szczecin,11,1,"0,659","0,060","0,341","0,659","0,060","0,341",5,1,"0,286","0,714"
Błażej Augustyn,Lechia Gdańsk,10,1,"0,678","0,068","0,322","0,678","0,068","0,322",1,0,"0,023","-0,023"
Jakub Czerwiński,Piast Gliwice,11,1,"0,699","0,064","0,301","0,699","0,064","0,301",4,0,"0,108","-0,108"
Jakub Żubrowski,Korona Kielce,20,1,"0,705","0,035","0,295","0,705","0,035","0,295",28,0,"1,660","-1,660"
Wojciech Golla,Śląsk Wrocław,13,1,"0,716","0,055","0,284","0,716","0,055","0,284",5,1,"0,271","0,729"
Bartosz Slisz,Zagłębie Lubin,40,2,"1,753","0,044","0,247","1,753","0,044","0,247",15,2,"1,012","0,988"
Tymoteusz Puchacz,Lech Poznań,57,3,"2,767","0,049","0,233","2,767","0,049","0,233",40,5,"3,818","1,182"
Rafał Janicki,Wisła Kraków,14,1,"0,779","0,056","0,221","0,779","0,056","0,221",3,0,"0,148","-0,148"
Łukasz Piątek,ŁKS Łódź,16,1,"0,780","0,049","0,220","0,780","0,049","0,220",19,0,"0,955","-0,955"
Sasa Balić,Zagłębie Lubin,30,2,"1,814","0,060","0,186","1,814","0,060","0,186",23,1,"2,083","-1,083"
Hubert Adamczyk,Wisła Płock,11,1,"0,842","0,077","0,158","0,842","0,077","0,158",8,2,"1,791","0,209"
Omran Haydary,Lechia Gdańsk,10,2,"1,844","0,184","0,156","1,844","0,184","0,156",3,0,"0,283","-0,283"
Rafał Wolski,Lechia Gdańsk,17,1,"0,846","0,050","0,154","0,846","0,050","0,154",12,0,"0,829","-0,829"
Paweł Cibicki,Pogoń Szczecin,35,3,"2,848","0,081","0,152","2,848","0,081","0,152",12,1,"1,786","-0,786"
Fran Tudor,Raków Częstochowa,14,1,"0,859","0,061","0,141","0,859","0,061","0,141",21,4,"4,358","-0,358"
Vullnet Basha,Wisła Kraków,21,1,"0,863","0,041","0,137","0,863","0,041","0,137",13,0,"0,548","-0,548"
Tomas Vestenicky,Cracovia,15,1,"0,893","0,060","0,107","0,893","0,060","0,107",6,0,"0,399","-0,399"
Angel Garcia,Wisła Płock,14,1,"0,895","0,064","0,105","0,895","0,064","0,105",9,0,"0,875","-0,875"
Piotr Parzyszek,Piast Gliwice,107,12,"11,665","0,109","0,335","10,915","0,103","0,085",25,2,"2,572","-0,572"
Torgil Gjertsen,Wisła Płock,13,2,"1,935","0,149","0,065","1,935","0,149","0,065",11,1,"1,796","-0,796"
Chuca,Wisła Kraków,26,2,"1,940","0,075","0,060","1,940","0,075","0,060",14,2,"1,438","0,562"
Tomas Podstawski,Pogoń Szczecin,13,1,"0,947","0,073","0,053","0,947","0,073","0,053",11,1,"0,755","0,245"
Adam Frączczak,Pogoń Szczecin,23,4,"3,463","0,151","0,537","1,963","0,093","0,037",8,1,"0,445","0,555"
Lubomir Tupta,Wisła Kraków,9,1,"0,993","0,110","0,007","0,993","0,110","0,007",7,0,"0,392","-0,392"
Piotr Pyrdoł,ŁKS/Legia,14,1,"0,996","0,071","0,004","0,996","0,071","0,004",16,2,"1,565","0,435"
Michał Kołba,ŁKS Łódź,0,0,-,-,-,-,-,-,1,0,"0,034","-0,034"
Łukasz Kosakiewicz,Korona Kielce,0,0,-,-,-,-,-,-,1,0,"0,046","-0,046"
Michael Olczyk,Arka Gdynia,0,0,-,-,-,-,-,-,2,0,"0,025","-0,025"
Michal Pesković,Cracovia,0,0,-,-,-,-,-,-,2,0,"0,169","-0,169"
Bartłomiej Sielewski,Wisła Płock,0,0,-,-,-,-,-,-,1,0,"0,016","-0,016"
Joel Valencia,Piast Gliwice,0,0,-,-,-,-,-,-,1,0,"0,023","-0,023"
Kacper Kozłowski,Pogoń Szczecin,0,0,-,-,-,-,-,-,2,0,"0,342","-0,342"
Mikołaj Wasilewski,Jagiellonia,0,0,-,-,-,-,-,-,1,0,"0,021","-0,021"
Jakub Szumski,Raków Częstochowa,0,0,-,-,-,-,-,-,4,0,"0,195","-0,195"
Damian Węglarz,Jagiellonia,0,0,-,-,-,-,-,-,1,0,"0,048","-0,048"
Marcin Pietrowski,Piast Gliwice,0,0,-,-,-,-,-,-,3,1,"0,179","0,821"
Frantisek Plach,Piast Gliwice,0,0,-,-,-,-,-,-,1,0,"0,046","-0,046"
Kacper Chodyna,Zagłębie Lubin,0,0,-,-,-,-,-,-,1,0,"0,068","-0,068"
Douglas Bergqvist,Arka Gdynia,0,0,-,-,-,-,-,-,2,0,"0,101","-0,101"
Karol Struski,Jagiellonia,0,0,-,-,-,-,-,-,2,0,"0,076","-0,076"
Dawid Lisowski,Korona Kielce,0,0,-,-,-,-,-,-,2,0,"0,036","-0,036"
Martin Chudy,Górnik Zabrze,0,0,-,-,-,-,-,-,1,0,"0,074","-0,074"
Paweł Olszewski,Jagiellonia,0,0,-,-,-,-,-,-,1,0,"0,000","0,000"
Marek Kozioł,Korona Kielce,0,0,-,-,-,-,-,-,1,0,"0,127","-0,127"
Radosław Cierzniak,Legia Warszawa,0,0,-,-,-,-,-,-,1,0,"0,074","-0,074"
Aleksander Pawlak,Wisła Płock,0,0,-,-,-,-,-,-,1,0,"0,106","-0,106"
William Remy,Legia Warszawa,0,0,-,-,-,-,-,-,2,0,"0,103","-0,103"
Aleksander Paluszek,Górnik Zabrze,0,0,-,-,-,-,-,-,1,0,"0,157","-0,157"
Daniel Chmielnicki,Arka Gdynia,0,0,-,-,-,-,-,-,1,0,"0,150","-0,150"
Adrian Łyszczarz,Śląsk Wrocław,0,0,-,-,-,-,-,-,1,1,"0,169","0,831"
Tomas Huk,Piast Gliwice,1,0,"0,011","0,011","-0,011","0,011","0,011","-0,011",2,0,"0,192","-0,192"
Daniel Morys,Wisła Kraków,1,0,"0,011","0,011","-0,011","0,011","0,011","-0,011",0,0,"0,000","0,000"
Luka Marić,Arka Gdynia,1,0,"0,011","0,011","-0,011","0,011","0,011","-0,011",0,0,"0,000","0,000"
Juliusz Letniowski,Lech Poznań,1,0,"0,011","0,011","-0,011","0,011","0,011","-0,011",3,1,"1,016","-0,016"
Goran Cvijanović,Arka Gdynia,1,0,"0,015","0,015","-0,015","0,015","0,015","-0,015",0,0,"0,000","0,000"
Radosław Cielemęcki,Legia Warszawa,1,0,"0,016","0,016","-0,016","0,016","0,016","-0,016",1,0,"0,038","-0,038"
Robert Gumny,Lech Poznań,9,1,"1,018","0,113","-0,018","1,018","0,113","-0,018",21,1,"1,650","-0,650"
Dawid Markiewicz,Arka Gdynia,1,0,"0,019","0,019","-0,019","0,019","0,019","-0,019",0,0,"0,000","0,000"
Jan Łoś,Arka Gdynia,1,0,"0,021","0,021","-0,021","0,021","0,021","-0,021",0,0,"0,000","0,000"
Adam Ryczkowski,Górnik Zabrze,1,0,"0,021","0,021","-0,021","0,021","0,021","-0,021",4,0,"0,191","-0,191"
Jarosław Fojut,Wisła Płock,1,0,"0,021","0,021","-0,021","0,021","0,021","-0,021",0,0,"0,000","0,000"
Mateusz Radecki,Śląsk Wrocław,1,0,"0,023","0,023","-0,023","0,023","0,023","-0,023",1,0,"0,035","-0,035"
Kamil Rozmus,ŁKS Łódź,1,0,"0,023","0,023","-0,023","0,023","0,023","-0,023",1,0,"0,051","-0,051"
Adrian Gryszkiewicz,Górnik Zabrze,1,0,"0,023","0,023","-0,023","0,023","0,023","-0,023",1,0,"0,073","-0,073"
Mickey van der Hart,Lech Poznań,1,0,"0,023","0,023","-0,023","0,023","0,023","-0,023",1,0,"0,023","-0,023"
Jakub Apolinarski,Raków Częstochowa,1,0,"0,026","0,026","-0,026","0,026","0,026","-0,026",4,1,"0,311","0,689"
Tomasz Bała,Cracovia,1,0,"0,026","0,026","-0,026","0,026","0,026","-0,026",2,0,"0,135","-0,135"
Adam Deja,Arka Gdynia,28,1,"1,030","0,037","-0,030","1,030","0,037","-0,030",14,2,"0,748","1,252"
Ben Lederman,Raków Częstochowa,2,0,"0,031","0,016","-0,031","0,031","0,016","-0,031",4,0,"0,412","-0,412"
Dariusz Pawłowski,Górnik Zabrze,2,0,"0,033","0,017","-0,033","0,033","0,017","-0,033",0,0,"0,000","0,000"
Cezary Stefańczyk,Wisła Płock,1,0,"0,034","0,034","-0,034","0,034","0,034","-0,034",12,1,"1,249","-0,249"
Michał Rostkowski,Górnik Zabrze,1,0,"0,034","0,034","-0,034","0,034","0,034","-0,034",0,0,"0,000","0,000"
Patryk Dziczek,Piast Gliwice,2,0,"0,037","0,018","-0,037","0,037","0,018","-0,037",2,0,"0,228","-0,228"
Marcin Szpakowski,Śląsk Wrocław,1,0,"0,037","0,037","-0,037","0,037","0,037","-0,037",0,0,"0,000","0,000"
Kacper Urbański,Lechia Gdańsk,2,0,"0,042","0,021","-0,042","0,042","0,021","-0,042",1,0,"0,048","-0,048"
Marcel Wędrychowski,Pogoń Szczecin,1,0,"0,042","0,042","-0,042","0,042","0,042","-0,042",1,0,"0,080","-0,080"
Jakub Kałuziński,Lechia Gdańsk,1,0,"0,042","0,042","-0,042","0,042","0,042","-0,042",1,0,"0,011","-0,011"
Tomasz Dejewski,Lech Poznań,1,0,"0,046","0,046","-0,046","0,046","0,046","-0,046",0,0,"0,000","0,000"
Nemanja Miletić,Korona Kielce,2,0,"0,046","0,023","-0,046","0,046","0,023","-0,046",1,0,"0,039","-0,039"
Carlitos,Legia Warszawa,1,0,"0,046","0,046","-0,046","0,046","0,046","-0,046",1,0,"0,039","-0,039"
Dominik Nagy,Legia Warszawa,15,1,"1,049","0,070","-0,049","1,049","0,070","-0,049",7,1,"1,285","-0,285"
Michał Kopczyński,Arka Gdynia,2,0,"0,053","0,027","-0,053","0,053","0,027","-0,053",3,0,"0,253","-0,253"
Nemanja Mitrović,Jagiellonia,1,0,"0,055","0,055","-0,055","0,055","0,055","-0,055",0,0,"0,000","0,000"
Jewhen Radionow,ŁKS Łódź,2,0,"0,055","0,028","-0,055","0,055","0,028","-0,055",0,0,"0,000","0,000"
Tymoteusz Klupś,Lech/Piast,1,0,"0,060","0,060","-0,060","0,060","0,060","-0,060",1,0,"0,050","-0,050"
Piotr Pierzchała,Korona Kielce,1,0,"0,060","0,060","-0,060","0,060","0,060","-0,060",0,0,"0,000","0,000"
Alen Stevanović,Wisła Płock,2,0,"0,060","0,030","-0,060","0,060","0,030","-0,060",1,0,"0,011","-0,011"
Frederik Helstrup,Arka Gdynia,2,0,"0,061","0,031","-0,061","0,061","0,031","-0,061",3,0,"0,076","-0,076"
Daniel Pik,Cracovia,2,0,"0,063","0,031","-0,063","0,063","0,031","-0,063",0,0,"0,000","0,000"
Adam Chrzanowski,Lechia Gdańsk,2,0,"0,064","0,032","-0,064","0,064","0,032","-0,064",1,0,"0,026","-0,026"
Mile Savković,Jagiellonia,2,0,"0,065","0,033","-0,065","0,065","0,033","-0,065",2,0,"0,320","-0,320"
Alan Czerwiński,Zagłębie Lubin,16,1,"1,065","0,067","-0,065","1,065","0,067","-0,065",68,8,"7,360","0,640"
Conrado Conrado,Lechia Gdańsk,13,1,"1,066","0,082","-0,066","1,066","0,082","-0,066",7,4,"0,887","3,113"
Filip Szymczak,Lech Poznań,1,0,"0,070","0,070","-0,070","0,070","0,070","-0,070",0,0,"0,000","0,000"
Bodvar Bodvarsson,Jagiellonia,4,0,"0,072","0,018","-0,072","0,072","0,018","-0,072",5,0,"0,184","-0,184"
Daniel Dziwniel,Korona Kielce,1,0,"0,076","0,076","-0,076","0,076","0,076","-0,076",4,0,"0,306","-0,306"
Jakub Wawszczyk,Arka Gdynia,2,0,"0,077","0,038","-0,077","0,077","0,038","-0,077",4,1,"0,480","0,520"
Dante Stipica,Pogoń Szczecin,1,0,"0,080","0,080","-0,080","0,080","0,080","-0,080",0,0,"0,000","0,000"
Kamil Dankowski,Śląsk Wrocław,4,0,"0,080","0,020","-0,080","0,080","0,020","-0,080",5,0,"0,650","-0,650"
Sebastian Bergier,Śląsk Wrocław,2,0,"0,082","0,041","-0,082","0,082","0,041","-0,082",1,0,"0,037","-0,037"
Tomasz Jodłowiec,Legia/Piast,24,1,"1,082","0,045","-0,082","1,082","0,045","-0,082",9,0,"0,791","-0,791"
Mateusz Sowiński,Korona Kielce,2,0,"0,083","0,042","-0,083","0,083","0,042","-0,083",3,0,"0,225","-0,225"
Jakub Arak,Lechia Gdańsk,1,0,"0,085","0,085","-0,085","0,085","0,085","-0,085",0,0,"0,000","0,000"
Arkadiusz Kasperkiewicz,Raków Częstochowa,2,0,"0,089","0,044","-0,089","0,089","0,044","-0,089",2,0,"0,142","-0,142"
Ishmael Baidoo,Górnik Zabrze,4,0,"0,089","0,022","-0,089","0,089","0,022","-0,089",1,0,"0,105","-0,105"
Salvador Agra,Legia Warszawa,2,0,"0,089","0,045","-0,089","0,089","0,045","-0,089",2,0,"0,181","-0,181"
Asmir Suljić,Zagłębie Lubin,1,0,"0,091","0,091","-0,091","0,091","0,091","-0,091",2,0,"0,207","-0,207"
Marcin Grabowski,Wisła Kraków,2,0,"0,098","0,049","-0,098","0,098","0,049","-0,098",0,0,"0,000","0,000"
Janusz Gol,Cracovia,22,1,"1,099","0,050","-0,099","1,099","0,050","-0,099",23,1,"1,467","-0,467"
Mathieu Scalet,Śląsk Wrocław,2,0,"0,102","0,051","-0,102","0,102","0,051","-0,102",2,0,"0,092","-0,092"
Arvydas Novikovas,Legia Warszawa,47,4,"4,106","0,087","-0,106","4,106","0,087","-0,106",25,3,"3,626","-0,626"
Kacper Kostorz,Legia Warszawa,1,0,"0,106","0,106","-0,106","0,106","0,106","-0,106",2,0,"0,206","-0,206"
Tadej Vidmajer,ŁKS Łódź,2,0,"0,113","0,057","-0,113","0,113","0,057","-0,113",2,0,"0,167","-0,167"
Filip Raicević,Śląsk Wrocław,9,1,"1,114","0,124","-0,114","1,114","0,124","-0,114",1,1,"0,169","0,831"
Israel Puerto,Śląsk Wrocław,21,2,"2,116","0,101","-0,116","2,116","0,101","-0,116",7,1,"0,662","0,338"
Luis Rocha,Legia Warszawa,5,0,"0,116","0,023","-0,116","0,116","0,023","-0,116",8,1,"0,409","0,591"
Bogdan Tiru,Jagiellonia,9,1,"1,123","0,125","-0,123","1,123","0,125","-0,123",5,0,"0,175","-0,175"
Kamil Wojtkowski,Wisła Kraków,28,2,"2,123","0,076","-0,123","2,123","0,076","-0,123",18,0,"0,979","-0,979"
Maciej Domański,Raków Częstochowa,3,0,"0,129","0,043","-0,129","0,129","0,043","-0,129",3,0,"0,316","-0,316"
Igor Łasicki,Pogoń Szczecin,2,0,"0,132","0,066","-0,132","0,132","0,066","-0,132",3,0,"0,284","-0,284"
Dawid Szot,Wisła Kraków,3,0,"0,134","0,045","-0,134","0,134","0,045","-0,134",3,0,"0,182","-0,182"
Piotr Celeban,Śląsk Wrocław,2,0,"0,134","0,067","-0,134","0,134","0,067","-0,134",1,0,"0,050","-0,050"
Przemysław Zdybowicz,Wisła Kraków,3,0,"0,135","0,045","-0,135","0,135","0,045","-0,135",1,0,"0,016","-0,016"
Wiktor Długosz,Korona Kielce,1,0,"0,137","0,137","-0,137","0,137","0,137","-0,137",1,0,"0,082","-0,082"
Juan Bauza,Górnik Zabrze,3,0,"0,163","0,054","-0,163","0,163","0,054","-0,163",3,0,"0,494","-0,494"
Emir Azemović,Raków Częstochowa,3,0,"0,163","0,054","-0,163","0,163","0,054","-0,163",2,0,"0,056","-0,056"
Cafu,Legia Warszawa,3,0,"0,164","0,055","-0,164","0,164","0,055","-0,164",7,0,"0,409","-0,409"
Rafał Kobryń,Lechia Gdańsk,2,0,"0,166","0,083","-0,166","0,166","0,083","-0,166",0,0,"0,000","0,000"
Przemysław Sajdak,ŁKS Łódź,3,0,"0,174","0,058","-0,174","0,174","0,058","-0,174",3,0,"0,096","-0,096"
Andrzej Niewulis,Raków Częstochowa,2,0,"0,180","0,090","-0,180","0,180","0,090","-0,180",0,0,"0,000","0,000"
Jakub Wójcicki,Jagiellonia,6,0,"0,180","0,030","-0,180","0,180","0,030","-0,180",32,2,"3,364","-1,364"
Mariusz Malec,Pogoń Szczecin,1,0,"0,181","0,181","-0,181","0,181","0,181","-0,181",3,0,"0,350","-0,350"
Kamil Juraszek,ŁKS Łódź,3,0,"0,185","0,062","-0,185","0,185","0,062","-0,185",0,0,"0,000","0,000"
Gieorgij Żukow,Wisła Kraków,8,0,"0,186","0,023","-0,186","0,186","0,023","-0,186",7,0,"0,181","-0,181"
Nando,Arka Gdynia,2,0,"0,192","0,096","-0,192","0,192","0,096","-0,192",2,0,"0,057","-0,057"
Ricardo Guima,ŁKS Łódź,42,2,"2,196","0,052","-0,196","2,196","0,052","-0,196",30,0,"1,196","-1,196"
Przemysław Wiśniewski,Górnik Zabrze,11,1,"1,205","0,110","-0,205","1,205","0,110","-0,205",3,0,"0,307","-0,307"
Mark Tamas,Śląsk Wrocław,2,1,"1,211","0,606","-0,211","1,211","0,606","-0,211",0,0,"0,000","0,000"
Tomasz Mokwa,Piast Gliwice,1,0,"0,216","0,216","-0,216","0,216","0,216","-0,216",1,0,"0,034","-0,034"
Patryk Soboczyński,Arka Gdynia,1,0,"0,216","0,216","-0,216","0,216","0,216","-0,216",0,0,"0,000","0,000"
Daniel Łukasik,Lechia Gdańsk,7,0,"0,230","0,033","-0,230","0,230","0,033","-0,230",9,0,"0,603","-0,603"
Guilherme Sitya,Jagiellonia,5,0,"0,234","0,047","-0,234","0,234","0,047","-0,234",22,4,"2,012","1,988"
Maciej Sadlok,Wisła Kraków,42,1,"1,236","0,029","-0,236","1,236","0,029","-0,236",50,5,"5,978","-0,978"
Dawit Schirtladze,Arka Gdynia,34,4,"4,240","0,125","-0,240","4,240","0,125","-0,240",21,3,"1,993","1,007"
Bartosz Kopacz,Zagłębie Lubin,21,1,"1,240","0,059","-0,240","1,240","0,059","-0,240",11,2,"1,659","0,341"
Bartłomiej Wdowik,Jagiellonia,5,0,"0,247","0,049","-0,247","0,247","0,049","-0,247",3,0,"0,341","-0,341"
Damian Oko,Zagłębie Lubin,5,0,"0,253","0,051","-0,253","0,253","0,051","-0,253",5,1,"0,287","0,713"
Dorde Crnomarković,Lech Poznań,4,0,"0,254","0,063","-0,254","0,254","0,063","-0,254",1,0,"0,037","-0,037"
Rafał Siemaszko,Arka Gdynia,3,0,"0,254","0,085","-0,254","0,254","0,085","-0,254",3,0,"0,257","-0,257"
Mateusz Matras,Górnik Zabrze,5,0,"0,258","0,052","-0,258","0,258","0,052","-0,258",9,0,"0,903","-0,903"
Filip Bainović,Górnik Zabrze,12,0,"0,259","0,022","-0,259","0,259","0,022","-0,259",10,1,"0,879","0,121"
Nabil Aankour,Arka Gdynia,4,0,"0,265","0,066","-0,265","0,265","0,066","-0,265",0,0,"0,000","0,000"
Sebastian Kowalczyk,Pogoń Szczecin,35,2,"2,268","0,065","-0,268","2,268","0,065","-0,268",42,2,"2,716","-0,716"
Andres Lioi,Korona Kielce,7,0,"0,272","0,039","-0,272","0,272","0,039","-0,272",12,0,"0,454","-0,454"
Lukas Klemenz,Wisła Kraków,16,1,"1,272","0,080","-0,272","1,272","0,080","-0,272",4,0,"0,177","-0,177"
Niko Datković,Cracovia,3,0,"0,274","0,091","-0,274","0,274","0,091","-0,274",0,0,"0,000","0,000"
Maciej Makuszewski,Lech/Jagiellonia,25,1,"1,275","0,051","-0,275","1,275","0,051","-0,275",21,1,"2,025","-1,025"
