ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Sasa Balić,Zagłębie,Obrońca,85,4,"0,047",85,4,"0,047"
Alan Czerwiński,Zagłębie,Obrońca,82,2,"0,024",82,2,"0,024"
Lubomir Guldan,Zagłębie,Obrońca,201,6,"0,030",201,6,"0,030"
Dominik Jończy,Zagłębie,Obrońca,8,0,"0,000",8,0,"0,000"
Bartosz Kopacz,Zagłębie,Obrońca,126,7,"0,056",92,2,"0,022"
Kamil Kruk,Zagłębie,Obrońca,2,0,"0,000",2,0,"0,000"
Damian Oko,Zagłębie,Obrońca,30,0,"0,000",30,0,"0,000"
Jewgienij Baszkirow,Zagłębie,Pomocnik,12,2,"0,167",12,2,"0,167"
Damjan Bohar,Zagłębie,Pomocnik,71,25,"0,352",71,25,"0,352"
Kacper Chodyna,Zagłębie,Pomocnik,1,0,"0,000",1,0,"0,000"
Dawid Pakulski,Zagłębie,Pomocnik,27,2,"0,074",27,2,"0,074"
Łukasz Poręba,Zagłębie,Pomocnik,35,3,"0,086",35,3,"0,086"
Filip Starzyński,Zagłębie,Pomocnik,236,58,"0,246",135,37,"0,274"
Jakub Sypek,Zagłębie,Pomocnik,2,0,"0,000",2,0,"0,000"
Jakub Tosik,Zagłębie,Pomocnik,238,11,"0,046",127,8,"0,063"
Sasa Zivec,Zagłębie,Pomocnik,135,24,"0,178",33,9,"0,273"
Bartosz Białek,Zagłębie,Napastnik,19,9,"0,474",19,9,"0,474"
Dejan Drazić,Zagłębie,Napastnik,10,2,"0,200",10,2,"0,200"
Rok Sirk,Zagłębie,Napastnik,13,0,"0,000",13,0,"0,000"
Patryk Szysz,Zagłębie,Napastnik,37,4,"0,108",37,4,"0,108"
