KLUB,1'-15',16'-30',31'-45',45+',46'-60',61'-75',76'-90',90+',RAZEM,I POŁ,II POŁ,RAZEM,41,47,46,6,56,55,49,18,318,140,178
Arka Gdynia,4,4,2,1,3,3,4,1,22,11,11
Cracovia,1,4,1,0,3,3,1,3,16,6,10
Górnik Zabrze,4,2,2,0,5,2,4,1,20,8,12
Jagiellonia,1,3,2,0,4,4,3,1,18,6,12
Korona Kielce,3,4,2,0,2,3,2,1,17,9,8
Lech Poznań,1,6,2,1,1,3,0,0,14,10,4
Lechia Gdańsk,3,0,2,1,5,5,4,2,22,6,16
Legia Warszawa,1,0,4,0,6,2,2,1,16,5,11
ŁKS Łódź,5,3,7,2,4,5,3,0,29,17,12
Piast Gliwice,1,2,0,0,3,2,3,1,12,3,9
Pogoń Szczecin,4,3,2,0,2,2,3,1,17,9,8
Raków Częstochowa,3,2,5,0,6,2,2,2,22,10,12
Śląsk Wrocław,3,4,2,1,3,6,8,1,28,10,18
Wisła Kraków,0,3,5,0,3,5,1,1,18,8,10
Wisła Płock,3,3,3,0,2,6,5,1,23,9,14
Zagłębie Lubin,4,4,5,0,4,2,4,1,24,13,11
