KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
34,Raków,Zagłębie,7,17,3,6,1,2,"0,66","1,96","0,09","0,12",11%,20%,69%
34,Lech,Legia,10,8,5,3,2,1,"0,54","1,43","0,05","0,18",13%,26%,61%
34,Lechia,Cracovia,10,15,2,7,0,3,"0,38","2,05","0,04","0,14",5%,16%,79%
34,Pogoń,Jagiellonia,8,28,4,8,2,2,"1,11","3,40","0,14","0,12",7%,11%,81%
34,Piast,Śląsk,20,19,8,6,1,0,"2,08","1,90","0,10","0,10",43%,21%,36%
34,Wisła P,Górnik,9,8,3,3,1,0,"1,24","0,38","0,14","0,05",60%,29%,11%
35,Zagłębie,Wisła P,10,14,3,4,0,1,"0,60","1,61","0,06","0,12",13%,24%,63%
35,Górnik,Raków,17,18,10,4,3,1,"2,57","3,21","0,15","0,18",30%,18%,52%
35,Arka,ŁKS,18,15,9,5,3,2,"2,27","1,24","0,13","0,08",61%,20%,19%
35,Legia,Cracovia,18,8,7,1,2,0,"1,98","0,42","0,11","0,05",76%,18%,6%
35,Wisła K,Korona,6,18,4,6,1,1,"1,44","2,03","0,24","0,11",26%,23%,51%
35,Śląsk,Pogoń,13,19,6,5,2,2,"2,42","2,26","0,19","0,12",43%,20%,37%
35,Piast,Jagiellonia,12,19,6,4,2,0,"1,06","1,45","0,09","0,08",27%,27%,46%
35,Lech,Lechia,18,17,5,6,3,2,"1,57","2,50","0,09","0,15",22%,19%,59%
36,Arka,Górnik,13,13,3,4,1,2,"0,81","0,72","0,06","0,06",35%,36%,29%
36,ŁKS,Raków,18,10,6,2,3,0,"1,54","0,67","0,09","0,07",59%,25%,15%
36,Wisła P,Korona,11,12,4,2,3,0,"2,70","1,20","0,25","0,10",72%,16%,12%
36,Zagłębie,Wisła K,22,7,9,3,3,1,"1,36","0,42","0,06","0,06",61%,28%,11%
36,Cracovia,Lech,13,13,2,9,0,2,"0,57","1,12","0,04","0,09",18%,32%,50%
36,Jagiellonia,Śląsk,18,15,8,6,2,1,"1,83","1,71","0,10","0,11",41%,23%,36%
36,Lechia,Legia,7,13,2,2,0,0,"0,20","1,01","0,03","0,08",7%,35%,58%
36,Pogoń,Piast,11,16,5,6,1,0,"0,81","1,81","0,07","0,11",15%,23%,62%
37,Górnik,Zagłębie,15,18,7,7,0,2,"0,95","3,04","0,06","0,17",7%,12%,81%
37,Korona,ŁKS,16,13,5,2,2,0,"1,93","1,27","0,12","0,10",53%,23%,24%
37,Raków,Wisła P,12,6,3,2,2,1,"1,13","0,61","0,09","0,10",49%,32%,19%
37,Wisła K,Arka,26,8,6,3,0,1,"2,75","1,29","0,11","0,16",69%,17%,14%
37,Lech,Jagiellonia,20,4,8,0,4,0,"1,80","0,11","0,09","0,03",81%,17%,2%
37,Legia,Pogoń,8,8,3,5,1,2,"0,69","0,47","0,09","0,06",36%,42%,22%
37,Piast,Cracovia,16,11,2,5,1,1,"0,92","1,43","0,06","0,13",23%,27%,50%
37,Śląsk,Lechia,17,9,3,2,1,1,"1,24","0,85","0,07","0,09",46%,30%,25%
