KLUB,D-Z,ŚRD-Z,W-Z,ŚRW-Z,RAZEM,1850076,8938,,
ARK,91479,7037,78864,5258
CRA,117901,9069,147150,9810
GÓR,171175,13167,106132,7075
JAG,119984,9230,119312,7954
KOR,68841,5295,129582,8639
LPO,194234,14941,127948,9139
LGD,139138,10703,106210,7081
LEG,246638,17617,129959,8664
ŁKS,67158,5166,113062,7537
PIA,57127,4394,105203,7014
POG,44389,3699,121291,8086
RCZ,38661,2974,96834,6456
ŚLĄ,174728,13441,134048,8937
WIS,206322,15871,123313,8221
WPŁ,58786,4522,94955,6330
ZAG,53515,4117,116213,7748
