KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,921,921
Arka Gdynia,62,49
Cracovia,48,44
Górnik Zabrze,70,72
Jagiellonia Białystok,66,104
Korona Kielce,70,44
Lech Poznań,38,74
Lechia Gdańsk,84,42
Legia Warszawa,54,35
ŁKS Łódź,41,69
Piast Gliwice,49,55
Pogoń Szczecin,47,87
Raków Częstochowa,57,37
Śląsk Wrocław,51,60
Wisła Kraków,70,44
Wisła Płock,54,58
Zagłębie Lubin,60,47
