KLUB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Średnia,DR,ŚREDNIA,"26,86","26,58","26,69","26,80","26,47","26,56","26,48","26,95","26,67","26,57","26,63","26,79","26,60","26,52","26,54","26,85","26,73","26,76","26,60","26,61","27,37","27,59","27,38","27,22","27,19","27,12","27,46","27,65","27,49","27,28","27,27","27,10","27,05","27,08","26,89","26,61","25,84",,
Arka Gdynia,"28,82","27,82","27,82","27,09","26,36","26,36","27,27","26,91","27,55","27,55","27,55","27,27","27,18","27,55","27,82","27,09","27,18","27,55","27,55","28,18","28,18","28,55","27,55","28,55","28,00","29,00","28,73","28,64","29,18","29,09","28,18","27,91","27,91","29,82","28,73","29,00","26,45","27,89",ARK
Cracovia,"26,91","26,91","27,55","27,91","27,91","27,00","27,73","27,09","27,09","27,55","27,55","27,18","26,64","27,00","27,00","27,00","27,00","26,73","25,73","26,55","28,27","27,73","27,73","27,45","27,91","27,00","28,00","27,55","27,55","27,55","27,55","26,45","27,18","26,45","26,55","26,45","26,36","27,18",CRA
Górnik Zabrze,"26,82","26,18","25,55","25,91","25,55","26,18","25,55","26,18","25,73","25,09","27,00","26,64","26,36","26,73","26,73","26,36","26,18","25,73","26,09","26,73","27,09","27,09","27,91","26,36","25,45","27,00","27,00","27,00","26,45","26,45","26,36","26,45","26,18","25,27","27,00","24,45","27,09","26,32",GÓR
Jagiellonia Białystok,"26,64","26,64","26,18","26,36","26,82","26,27","26,18","26,82","25,82","26,82","26,82","26,82","26,00","26,36","25,73","27,00","26,73","26,18","25,73","26,09","26,73","26,36","26,64","27,00","27,55","27,00","27,64","27,36","27,00","26,82","27,45","27,27","27,64","27,09","26,00","26,00","26,00","26,64",JAG
Korona Kielce,"26,73","26,00","26,82","26,91","26,91","26,00","25,18","27,18","27,18","25,45","25,82","26,09","26,55","26,55","26,64","26,55","26,36","27,36","26,45","27,45","26,91","27,18","26,82","27,00","27,55","28,00","28,82","28,82","29,55","27,91","29,73","29,45","28,36","28,82","28,00","25,27","25,09","27,12",KOR
Lech Poznań,"25,18","24,45","25,36","26,00","25,73","24,82","24,82","25,91","23,64","24,00","22,91","23,82","22,73","24,55","25,09","25,09","26,00","26,00","26,09","24,09","24,91","25,82","25,82","25,82","26,27","26,27","25,91","26,45","25,36","25,64","25,64","25,64","25,36","24,73","24,27","24,18","24,82","25,11",LPO
Lechia Gdańsk,"27,64","25,55","27,09","27,91","26,91","28,09","27,36","28,64","27,64","27,64","28,55","28,27","27,00","27,45","27,00","27,64","27,27","27,55","26,55","27,09","27,09","26,64","27,18","26,73","27,09","25,91","27,09","27,45","27,82","27,00","26,18","27,36","26,36","25,82","25,18","25,73","25,55","27,05",LGD
Legia Warszawa,"24,91","28,45","26,91","26,45","26,00","25,18","24,91","26,45","24,64","24,45","27,09","26,00","26,55","27,27","26,09","26,64","26,64","26,73","26,64","25,91","28,09","27,09","26,82","26,82","26,64","26,64","27,36","27,82","26,73","26,91","27,73","25,55","27,27","27,45","28,00","25,82","24,45","26,52",LEG
ŁKS Łódź,"25,91","25,91","26,00","26,73","25,18","26,73","26,64","27,09","27,55","27,27","25,64","25,64","26,18","25,45","26,00","26,55","26,73","27,00","26,18","26,73","28,00","28,73","27,36","27,00","27,55","27,55","27,36","27,09","26,55","27,27","27,55","27,82","23,82","26,18","27,09","27,00","24,73","26,64",ŁKS
Piast Gliwice,"26,64","27,36","27,18","26,73","27,27","27,27","27,45","27,27","28,18","27,36","27,73","27,73","27,73","28,09","27,73","27,82","27,00","27,36","28,27","27,82","28,73","28,73","29,09","29,09","28,27","28,36","28,64","28,64","28,82","28,00","27,82","28,64","28,36","28,64","27,82","28,73","27,45","27,94",PIA
Pogoń Szczecin,"26,36","25,91","26,27","26,00","25,82","25,55","25,82","25,00","25,45","25,36","25,36","25,36","25,45","25,64","24,82","25,82","24,91","25,27","25,09","24,55","27,09","27,55","27,64","26,64","25,45","25,91","26,55","26,73","26,27","26,55","26,73","26,73","27,73","26,55","26,64","25,09","26,64","26,01",POG
Raków Częstochowa,"26,36","25,09","25,36","25,36","24,73","24,64","24,73","25,73","25,27","26,09","25,82","25,82","25,73","25,91","25,55","24,55","25,64","26,18","25,82","25,00","26,09","27,45","26,73","26,00","26,00","26,00","25,64","26,18","26,18","26,00","25,27","26,55","26,45","26,00","26,45","28,09","26,55","25,86",RCZ
Śląsk Wrocław,"28,82","29,36","28,82","28,36","27,18","28,09","27,64","27,18","27,18","27,18","27,45","29,00","27,91","27,91","27,91","27,36","26,91","26,09","27,91","27,91","28,00","28,73","28,27","28,27","27,82","27,45","28,00","28,36","28,00","27,91","28,00","27,91","27,36","27,45","27,45","27,82","27,91","27,86",ŚLĄ
Wisła Kraków,"27,45","26,82","26,73","27,27","27,00","28,09","27,45","27,45","28,27","28,27","26,82","28,45","29,64","25,73","27,91","29,45","28,45","28,27","28,27","28,27","28,73","28,64","27,55","27,36","27,36","27,18","27,91","28,45","29,09","27,55","27,64","27,09","27,09","26,82","26,73","27,82","23,91","27,65",WIS
Wisła Płock,"26,91","26,27","26,64","27,00","26,45","27,27","28,09","28,91","27,64","27,82","27,36","27,36","27,36","26,09","25,73","27,45","27,45","27,55","27,36","27,09","28,27","27,00","26,73","27,18","27,91","27,18","26,82","27,91","27,45","28,00","27,36","26,64","28,00","28,64","28,55","27,18","24,55","27,28",WPŁ
Zagłębie Lubin,"27,64","26,55","26,82","26,82","27,73","27,36","26,91","27,45","27,91","27,18","26,55","27,18","26,55","26,00","26,91","27,18","27,18","26,55","25,91","26,27","25,73","28,18","28,18","28,18","28,18","27,45","27,91","27,91","27,91","27,91","27,09","26,09","27,64","27,55","25,82","27,09","25,82","27,12",ZAG
