Drużyna,Strzelone,Niestrzelone,Obronione,Razem,Skuteczność obr.,RAZEM,90,5,16,111,"14,41%"
CRA,7,0,1,8,"12,50%"
GÓR,1,0,0,1,"0,00%"
JAG,8,0,0,8,"0,00%"
KOR,5,0,1,6,"16,67%"
LPO,6,0,2,8,"25,00%"
LEG,2,0,0,2,"0,00%"
ŁKS,8,1,1,10,"10,00%"
PIA,7,2,1,10,"10,00%"
POG,2,0,2,4,"50,00%"
PUN,4,0,1,5,"20,00%"
RAD,5,0,2,7,"28,57%"
RCZ,6,0,0,6,"0,00%"
RCH,6,0,0,6,"0,00%"
STM,5,0,1,6,"16,67%"
ŚLĄ,6,1,2,9,"22,22%"
WAR,3,1,0,4,"0,00%"
WID,5,0,1,6,"16,67%"
ZAG,4,0,1,5,"20,00%"
