ZAWODNIK,KLUB,Strzały,G,xG,xG/s,G-xG,non-pen xG,non-pen xG/s,G - xG NON-PEN,KP,AST,xAST,KP-xAST
Aleks Petkow,Śląsk,10,0,"1,253","0,125","-1,253","1,253","0,125","-1,253",8,1,"0,584","0,416"
Filip Szymczak,Lech,37,3,"4,032","0,109","-1,032","3,282","0,091","-1,282",15,2,"1,279","0,721"
Benedikt Zech,Pogoń,7,0,"1,283","0,183","-1,283","1,283","0,183","-1,283",5,0,"0,187","-0,187"
Łukasz Zwoliński,Raków,26,5,"5,539","0,213","-0,539","3,289","0,143","-1,289",3,0,"0,176","-0,176"
Dawid Błanik,Korona,35,1,"2,346","0,067","-1,346","2,346","0,067","-1,346",23,4,"2,281","1,719"
Rafał Wolski,Radomiak,40,2,"4,120","0,103","-2,120","3,370","0,086","-1,370",60,7,"4,592","2,408"
Patryk Kun,Legia,13,1,"2,396","0,184","-1,396","2,396","0,184","-1,396",20,2,"1,434","0,566"
Michał Nalepa II,Zagłębie,19,0,"1,411","0,074","-1,411","1,411","0,074","-1,411",5,1,"0,289","0,711"
Mateusz Żukowski,Śląsk,40,1,"2,418","0,060","-1,418","2,418","0,060","-1,418",7,0,"0,411","-0,411"
Marek Hanousek,Widzew,17,0,"1,422","0,084","-1,422","1,422","0,084","-1,422",12,1,"0,744","0,256"
Joao Gamboa,Pogoń,20,0,"1,443","0,072","-1,443","1,443","0,072","-1,443",13,2,"0,846","1,154"
Dominick Zator,Korona,25,0,"1,461","0,058","-1,461","1,461","0,058","-1,461",16,1,"1,244","-0,244"
Łukasz Moneta,Ruch,18,1,"2,464","0,137","-1,464","2,464","0,137","-1,464",12,2,"2,024","-0,024"
Michael Ameyaw,Piast,51,6,"7,471","0,146","-1,471","7,471","0,146","-1,471",24,3,"2,694","0,306"
Bartosz Szeliga,ŁKS,18,0,"1,567","0,087","-1,567","1,567","0,087","-1,567",11,2,"0,746","1,254"
Filip Starzyński,Ruch,27,0,"1,569","0,058","-1,569","1,569","0,058","-1,569",19,1,"1,643","-0,643"
Jakub Czerwiński,Piast,23,1,"2,622","0,114","-1,622","2,622","0,114","-1,622",7,1,"0,689","0,311"
Patryk Sokołowski,Cracovia,15,0,"1,625","0,108","-1,625","1,625","0,108","-1,625",6,0,"0,358","-0,358"
Arkadiusz Pyrka,Piast,22,0,"1,951","0,089","-1,951","1,951","0,089","-1,951",54,2,"3,243","-1,243"
Konrad Stępień,Puszcza,17,0,"1,963","0,115","-1,963","1,963","0,115","-1,963",8,1,"1,225","-0,225"
Patryk Makuch,Cracovia,81,4,"6,813","0,084","-2,813","6,063","0,076","-2,063",36,4,"3,565","0,435"
Patryk Klimala,Śląsk,18,0,"2,071","0,115","-2,071","2,071","0,115","-2,071",5,1,"0,251","0,749"
Maciej Rosołek,Legia,28,2,"3,882","0,139","-1,882","3,132","0,116","-2,132",11,2,"0,777","1,223"
Jacek Podgórski,Korona,33,0,"2,176","0,066","-2,176","2,176","0,066","-2,176",30,2,"2,873","-0,873"
Linus Wahlqvist,Pogoń,25,0,"2,462","0,098","-2,462","2,462","0,098","-2,462",31,4,"3,864","0,136"
Yuri Ribeiro,Legia,12,0,"2,464","0,205","-2,464","2,464","0,205","-2,464",23,1,"1,687","-0,687"
Tomasz Pieńko,Zagłębie,51,0,"2,473","0,048","-2,473","2,473","0,048","-2,473",25,1,"1,967","-0,967"
Daniel Szczepan,Ruch,69,10,"12,102","0,175","-2,102","7,602","0,121","-2,602",22,1,"1,677","-0,677"
Michał Chrapek,Piast,37,1,"3,399","0,092","-2,399","2,649","0,074","-2,649",24,0,"1,418","-1,418"
