KLUB,SPALONE,ŁAPALI NA SPAL,RAZEM,923,923
Cracovia,52,48
Górnik Z,27,55
Jagiellonia,70,54
Korona,58,45
Lech,62,31
Legia,57,59
ŁKS,51,40
Piast,50,42
Pogoń,44,100
Puszcza,62,41
Radomiak,51,43
Raków,57,48
Ruch,40,53
Stal,38,49
Śląsk,42,50
Warta,46,37
Widzew,62,71
Zagłębie,54,57
